experimentid,datetime,airtemp_oc,global_light_energy_w_m2,humid_rh,wdspd_m_s
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-29T08:15:00,5.6,66,95.8,0.555555556
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-29T08:30:00,6.6,114,92.2,0.833333333
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-29T08:45:00,7.6,159,86.9,0.833333333
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-29T09:00:00,8.3,204,80.0,1.666666667
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-29T09:15:00,8.8,247,74.2,0.555555556
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-29T09:30:00,9.4,292,70.6,1.388888889
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-29T09:45:00,10.0,334,67.3,1.388888889
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-29T10:00:00,10.7,376,63.2,1.944444444
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-29T10:15:00,11.1,415,58.7,1.388888889
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-29T10:30:00,11.9,452,54.5,1.944444444
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-29T10:45:00,12.9,485,50.4,2.222222222
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-29T11:00:00,13.5,513,45.1,1.388888889
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-29T11:15:00,13.9,540,41.5,2.222222222
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-29T11:30:00,14.4,562,40.5,2.777777778
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-29T11:45:00,14.6,579,38.8,0.555555556
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-29T12:00:00,14.2,594,38.4,1.388888889
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-29T12:15:00,14.4,606,37.4,1.111111111
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-29T12:30:00,14.9,613,35.5,1.944444444
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-29T12:45:00,14.8,617,34.4,1.388888889
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-29T13:00:00,15.2,616,33.4,0.833333333
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-29T13:15:00,15.4,615,31.5,1.388888889
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-29T13:30:00,15.4,605,30.3,1.111111111
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-29T13:45:00,15.7,594,29.8,1.388888889
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-29T14:00:00,15.6,578,27.5,2.222222222
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-29T14:15:00,15.9,557,26.7,1.388888889
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-29T14:30:00,16.5,532,27.6,1.388888889
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-29T14:45:00,16.9,506,26.1,1.388888889
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-29T15:00:00,16.6,475,24.9,1.111111111
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-29T15:15:00,16.8,441,24.3,0.555555556
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-29T15:30:00,16.8,405,24.0,0.277777778
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-29T15:45:00,17.0,365,24.3,0.277777778
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-29T16:00:00,16.6,325,23.8,0.555555556
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-29T16:15:00,16.4,281,24.0,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-29T16:30:00,16.4,237,23.7,0.277777778
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-29T16:45:00,15.9,190,23.7,0.277777778
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-29T17:00:00,15.3,146,24.7,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-29T17:15:00,14.4,97,25.7,0.277777778
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-29T17:30:00,13.6,46,27.1,0.555555556
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-29T17:45:00,13.0,14,28.5,0.555555556
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-29T18:00:00,12.5,3,30.6,0.833333333
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-29T18:15:00,12.0,2,31.3,0.833333333
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-29T18:30:00,11.6,1,32.9,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-29T18:45:00,11.4,1,34.9,0.555555556
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-29T19:00:00,11.0,1,37.0,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-29T19:15:00,10.4,1,38.2,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-29T19:30:00,10.1,1,38.9,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-29T19:45:00,9.6,1,42.1,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-29T20:00:00,9.2,1,44.1,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-29T20:15:00,8.9,1,45.0,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-29T20:30:00,8.7,1,47.1,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-29T20:45:00,8.4,1,48.7,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-29T21:00:00,7.9,1,49.4,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-29T21:15:00,7.8,1,50.7,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-29T21:30:00,7.6,1,51.7,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-29T21:45:00,7.6,1,51.8,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-29T22:00:00,7.5,1,55.0,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-29T22:15:00,7.0,1,57.7,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-29T22:30:00,7.3,1,57.8,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-29T22:45:00,7.0,1,58.6,0.833333333
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-29T23:00:00,6.9,1,59.7,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-29T23:15:00,6.4,1,62.0,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-29T23:30:00,6.0,1,62.7,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-29T23:45:00,5.7,1,64.0,0.555555556
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T00:00:00,5.8,1,64.9,1.111111111
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T00:15:00,5.9,1,64.8,0.555555556
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T00:30:00,5.8,1,64.7,0.277777778
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T00:45:00,5.5,1,66.5,0.833333333
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T01:00:00,5.2,2,68.3,0.555555556
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T01:15:00,4.9,1,69.9,1.111111111
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T01:30:00,4.7,2,70.3,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T01:45:00,4.4,2,71.6,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T02:00:00,4.2,2,71.5,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T02:15:00,4.0,2,71.8,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T02:30:00,3.8,2,73.3,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T02:45:00,3.7,2,75.1,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T03:00:00,3.7,2,75.7,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T03:15:00,4.0,2,73.4,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T03:30:00,4.4,2,70.0,0.277777778
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T03:45:00,4.5,2,68.2,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T04:00:00,4.4,2,69.1,0.277777778
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T04:15:00,4.1,1,70.1,0.277777778
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T04:30:00,3.8,1,71.8,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T04:45:00,3.4,1,74.3,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T05:00:00,3.2,2,76.4,0.833333333
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T05:15:00,3.6,2,73.0,0.277777778
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T05:30:00,3.4,2,73.5,0.555555556
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T05:45:00,2.9,2,76.3,0.277777778
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T06:00:00,2.5,1,79.4,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T06:15:00,2.1,1,82.1,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T06:30:00,1.8,1,84.6,0.277777778
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T06:45:00,1.8,1,87.2,0.277777778
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T07:00:00,2.0,2,86.9,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T07:15:00,1.8,1,87.6,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T07:30:00,1.6,2,88.1,0.277777778
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T07:45:00,1.5,5,87.9,0.555555556
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T08:00:00,1.9,22,87.1,0.277777778
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T08:15:00,3.1,60,82.5,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T08:30:00,4.1,111,75.0,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T08:45:00,4.6,157,72.6,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T09:00:00,5.9,199,69.0,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T09:15:00,7.1,246,63.7,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T09:30:00,7.5,290,60.6,0.277777778
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T09:45:00,8.1,332,59.1,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T10:00:00,9.1,374,54.4,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T10:15:00,9.9,412,48.8,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T10:30:00,10.5,449,46.3,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T10:45:00,11.0,480,44.7,0.277777778
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T11:00:00,11.8,509,42.8,0.555555556
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T11:15:00,13.0,535,39.0,0.277777778
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T11:30:00,13.8,557,39.2,0.277777778
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T11:45:00,13.9,580,36.7,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T12:00:00,14.2,595,34.3,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T12:15:00,14.7,609,30.4,0.555555556
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T12:30:00,14.9,616,29.4,0.555555556
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T12:45:00,15.5,620,27.2,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T13:00:00,16.0,619,25.5,0.277777778
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T13:15:00,16.3,615,24.7,0.277777778
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T13:30:00,16.7,605,24.9,0.555555556
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T13:45:00,16.8,590,24.1,0.555555556
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T14:00:00,16.8,574,23.3,0.555555556
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T14:15:00,16.6,555,22.9,1.111111111
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T14:30:00,16.7,531,23.1,1.111111111
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T14:45:00,17.0,503,22.8,0.833333333
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T15:00:00,17.2,473,22.9,1.111111111
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T15:15:00,17.2,439,22.3,1.666666667
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T15:30:00,17.6,403,21.1,0.833333333
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T15:45:00,17.7,364,20.0,1.111111111
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T16:00:00,17.4,323,20.6,1.666666667
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T16:15:00,17.2,281,20.1,1.666666667
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T16:30:00,16.9,235,19.9,1.111111111
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T16:45:00,16.7,188,21.0,0.833333333
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T17:00:00,16.0,145,21.4,1.388888889
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T17:15:00,15.0,89,22.6,0.833333333
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T17:30:00,14.2,49,25.5,1.388888889
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T17:45:00,13.4,17,26.4,0.833333333
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T18:00:00,12.4,4,28.1,0.277777778
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T18:15:00,11.6,2,29.9,0.555555556
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T18:30:00,11.0,1,30.8,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T18:45:00,10.8,1,31.5,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T19:00:00,10.8,1,31.8,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T19:15:00,10.8,1,32.4,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T19:30:00,11.0,1,32.3,0.555555556
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T19:45:00,10.8,1,34.1,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T20:00:00,10.2,1,36.6,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T20:15:00,9.3,1,41.0,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T20:30:00,8.7,1,44.9,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T20:45:00,8.1,1,47.2,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T21:00:00,8.0,1,46.7,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T21:15:00,7.7,1,49.1,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T21:30:00,7.1,1,53.8,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T21:45:00,6.7,1,54.3,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T22:00:00,6.2,1,56.6,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T22:15:00,5.9,1,57.9,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T22:30:00,5.6,1,61.5,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T22:45:00,6.0,1,60.2,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T23:00:00,5.6,1,59.9,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T23:15:00,5.1,1,61.9,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-11-30T23:30:00,5.0,1,64.4,0.0
Winter2018_SOT_26BAM,2018-02-14T00:00:00,14.2,2,54.7,0.0
Winter2018_SOT_26BAM,2018-02-14T00:15:00,14.2,2,55.6,0.0
Winter2018_SOT_26BAM,2018-02-14T00:30:00,14.0,2,55.9,0.0
Winter2018_SOT_26BAM,2018-02-14T00:45:00,13.9,2,56.6,0.0
Winter2018_SOT_26BAM,2018-02-14T01:00:00,13.8,2,57.2,0.0
Winter2018_SOT_26BAM,2018-02-14T01:15:00,13.6,2,57.9,0.0
Winter2018_SOT_26BAM,2018-02-14T01:30:00,13.5,2,58.8,0.0
Winter2018_SOT_26BAM,2018-02-14T01:45:00,13.4,2,58.8,0.0
Winter2018_SOT_26BAM,2018-02-14T02:00:00,13.3,2,58.9,0.0
Winter2018_SOT_26BAM,2018-02-14T02:15:00,12.9,2,60.2,0.0
Winter2018_SOT_26BAM,2018-02-14T02:30:00,12.6,2,60.4,0.0
Winter2018_SOT_26BAM,2018-02-14T02:45:00,12.4,2,61.8,0.0
Winter2018_SOT_26BAM,2018-02-14T03:00:00,12.4,2,61.7,0.0
Winter2018_SOT_26BAM,2018-02-14T03:15:00,12.2,2,60.0,0.0
Winter2018_SOT_26BAM,2018-02-14T03:30:00,12.1,2,61.6,0.0
Winter2018_SOT_26BAM,2018-02-14T03:45:00,12.0,2,61.8,0.0
Winter2018_SOT_26BAM,2018-02-14T04:00:00,11.6,2,62.1,0.0
Winter2018_SOT_26BAM,2018-02-14T04:15:00,11.4,2,64.4,0.0
Winter2018_SOT_26BAM,2018-02-14T04:30:00,11.3,2,64.5,0.0
Winter2018_SOT_26BAM,2018-02-14T04:45:00,11.2,2,64.7,0.0
Winter2018_SOT_26BAM,2018-02-14T05:00:00,11.1,2,64.7,0.0
Winter2018_SOT_26BAM,2018-02-14T05:15:00,11.0,2,65.2,0.0
Winter2018_SOT_26BAM,2018-02-14T05:30:00,10.8,2,61.4,0.0
Winter2018_SOT_26BAM,2018-02-14T05:45:00,10.7,2,64.1,0.0
Winter2018_SOT_26BAM,2018-02-14T06:00:00,10.5,2,66.5,0.0
Winter2018_SOT_26BAM,2018-02-14T06:15:00,10.6,2,67.7,0.0
Winter2018_SOT_26BAM,2018-02-14T06:30:00,10.5,2,67.6,0.0
Winter2018_SOT_26BAM,2018-02-14T06:45:00,10.3,1,66.6,0.0
Winter2018_SOT_26BAM,2018-02-14T07:00:00,10.1,2,65.5,0.0
Winter2018_SOT_26BAM,2018-02-14T07:15:00,10.0,2,62.9,0.0
Winter2018_SOT_26BAM,2018-02-14T07:30:00,9.9,2,61.3,0.0
Winter2018_SOT_26BAM,2018-02-14T07:45:00,10.0,3,60.7,0.0
Winter2018_SOT_26BAM,2018-02-14T08:00:00,10.1,10,59.7,0.277777778
Winter2018_SOT_26BAM,2018-02-14T08:15:00,10.1,28,59.8,0.555555556
Winter2018_SOT_26BAM,2018-02-14T08:30:00,10.3,37,60.5,0.0
Winter2018_SOT_26BAM,2018-02-14T08:45:00,10.6,68,61.8,0.0
Winter2018_SOT_26BAM,2018-02-14T09:00:00,11.1,89,61.9,0.0
Winter2018_SOT_26BAM,2018-02-14T09:15:00,11.9,95,60.8,0.0
Winter2018_SOT_26BAM,2018-02-14T09:30:00,12.4,73,59.5,0.0
Winter2018_SOT_26BAM,2018-02-14T09:45:00,12.8,76,58.9,0.0
Winter2018_SOT_26BAM,2018-02-14T10:00:00,13.2,75,58.0,0.0
Winter2018_SOT_26BAM,2018-02-14T10:15:00,13.7,111,57.5,0.0
Winter2018_SOT_26BAM,2018-02-14T10:30:00,13.9,119,57.5,0.0
Winter2018_SOT_26BAM,2018-02-14T10:45:00,14.1,134,57.4,0.0
Winter2018_SOT_26BAM,2018-02-14T11:00:00,14.3,94,56.6,0.0
Winter2018_SOT_26BAM,2018-02-14T11:15:00,14.4,147,57.0,0.0
Winter2018_SOT_26BAM,2018-02-14T11:30:00,14.5,136,57.1,0.277777778
Winter2018_SOT_26BAM,2018-02-14T11:45:00,14.6,131,56.9,0.555555556
Winter2018_SOT_26BAM,2018-02-14T12:00:00,14.9,170,56.7,0.277777778
Winter2018_SOT_26BAM,2018-02-14T12:15:00,15.2,122,55.1,0.277777778
Winter2018_SOT_26BAM,2018-02-14T12:30:00,15.3,127,57.7,0.277777778
Winter2018_SOT_26BAM,2018-02-14T12:45:00,15.2,152,61.1,0.0
Winter2018_SOT_26BAM,2018-02-14T13:00:00,15.3,117,63.2,0.0
Winter2018_SOT_26BAM,2018-02-14T13:15:00,15.4,135,62.6,0.0
Winter2018_SOT_26BAM,2018-02-14T13:30:00,15.5,232,63.3,0.0
Winter2018_SOT_26BAM,2018-02-14T13:45:00,15.5,129,63.6,0.0
Winter2018_SOT_26BAM,2018-02-14T14:00:00,15.3,114,67.3,0.555555556
Winter2018_SOT_26BAM,2018-02-14T14:15:00,15.4,107,69.5,0.833333333
Winter2018_SOT_26BAM,2018-02-14T14:30:00,15.5,141,70.1,0.0
Winter2018_SOT_26BAM,2018-02-14T14:45:00,16.1,158,69.8,0.0
Winter2018_SOT_26BAM,2018-02-14T15:00:00,16.4,133,64.9,0.0
Winter2018_SOT_26BAM,2018-02-14T15:15:00,16.4,126,62.7,0.0
Winter2018_SOT_26BAM,2018-02-14T15:30:00,16.2,85,62.1,0.0
Winter2018_SOT_26BAM,2018-02-14T15:45:00,15.8,69,63.5,0.277777778
Winter2018_SOT_26BAM,2018-02-14T16:00:00,15.0,84,71.1,0.833333333
Winter2018_SOT_26BAM,2018-02-14T16:15:00,14.2,65,73.2,1.111111111
Winter2018_SOT_26BAM,2018-02-14T16:30:00,13.8,57,76.8,0.555555556
Winter2018_SOT_26BAM,2018-02-14T16:45:00,13.6,55,81.2,1.666666667
Winter2018_SOT_26BAM,2018-02-14T17:00:00,13.2,51,81.7,3.055555556
Winter2018_SOT_26BAM,2018-02-14T17:15:00,13.0,32,84.0,2.222222222
Winter2018_SOT_26BAM,2018-02-14T17:30:00,13.0,27,85.3,0.833333333
Winter2018_SOT_26BAM,2018-02-14T17:45:00,13.0,22,84.0,1.666666667
Winter2018_SOT_26BAM,2018-02-14T18:00:00,12.9,15,83.3,1.944444444
Winter2018_SOT_26BAM,2018-02-14T18:15:00,13.0,9,86.4,1.111111111
Winter2018_SOT_26BAM,2018-02-14T18:30:00,12.9,33,88.5,1.388888889
Winter2018_SOT_26BAM,2018-02-14T18:45:00,12.8,40,89.2,1.388888889
Winter2018_SOT_26BAM,2018-02-14T19:00:00,12.6,47,89.6,1.944444444
Winter2018_SOT_26BAM,2018-02-14T19:15:00,12.5,52,90.7,1.388888889
Winter2018_SOT_26BAM,2018-02-14T19:30:00,12.4,66,90.8,1.111111111
Winter2018_SOT_26BAM,2018-02-14T19:45:00,12.3,64,91.0,0.833333333
Winter2018_SOT_26BAM,2018-02-14T20:00:00,12.3,26,91.6,0.277777778
Winter2018_SOT_26BAM,2018-02-14T20:15:00,12.3,11,91.4,0.555555556
Winter2018_SOT_26BAM,2018-02-14T20:30:00,12.3,16,91.6,0.0
Winter2018_SOT_26BAM,2018-02-14T20:45:00,12.4,16,92.0,0.0
Winter2018_SOT_26BAM,2018-02-14T21:00:00,12.4,16,92.1,0.0
Winter2018_SOT_26BAM,2018-02-14T21:15:00,12.4,15,91.9,0.0
Winter2018_SOT_26BAM,2018-02-14T21:30:00,12.5,14,92.0,0.0
Winter2018_SOT_26BAM,2018-02-14T21:45:00,12.5,14,91.8,0.0
Winter2018_SOT_26BAM,2018-02-14T22:00:00,12.4,9,91.8,0.0
Winter2018_SOT_26BAM,2018-02-14T22:15:00,12.3,14,92.4,0.0
Winter2018_SOT_26BAM,2018-02-14T22:30:00,12.3,14,92.7,0.0
Winter2018_SOT_26BAM,2018-02-14T22:45:00,12.3,11,92.7,0.0
Winter2018_SOT_26BAM,2018-02-14T23:00:00,12.3,14,92.4,0.0
Winter2018_SOT_26BAM,2018-02-14T23:15:00,12.3,13,92.5,0.0
Winter2018_SOT_26BAM,2018-02-14T23:30:00,12.3,16,92.4,0.0
Winter2018_SOT_26BAM,2018-02-14T23:45:00,12.3,14,92.4,0.0
Winter2018_SOT_26BAM,2018-02-15T00:00:00,12.3,14,91.7,0.0
Winter2018_SOT_26BAM,2018-02-15T00:15:00,12.2,12,91.1,0.0
Winter2018_SOT_26BAM,2018-02-15T00:30:00,12.2,7,91.0,0.0
Winter2018_SOT_26BAM,2018-02-15T00:45:00,12.1,6,91.5,0.0
Winter2018_SOT_26BAM,2018-02-15T01:00:00,12.0,10,93.0,0.0
Winter2018_SOT_26BAM,2018-02-15T01:15:00,11.9,14,93.8,0.277777778
Winter2018_SOT_26BAM,2018-02-15T01:30:00,11.8,7,94.5,0.555555556
Winter2018_SOT_26BAM,2018-02-15T01:45:00,11.6,6,95.3,1.111111111
Winter2018_SOT_26BAM,2018-02-15T02:00:00,11.5,12,96.4,1.388888889
Winter2018_SOT_26BAM,2018-02-15T02:15:00,11.5,18,97.2,1.388888889
Winter2018_SOT_26BAM,2018-02-15T02:30:00,11.5,17,97.6,1.111111111
Winter2018_SOT_26BAM,2018-02-15T02:45:00,11.6,16,97.7,0.555555556
Winter2018_SOT_26BAM,2018-02-15T03:00:00,11.6,15,97.8,0.555555556
Winter2018_SOT_26BAM,2018-02-15T03:15:00,11.6,15,97.9,1.666666667
Winter2018_SOT_26BAM,2018-02-15T03:30:00,11.6,15,98.1,0.833333333
Winter2018_SOT_26BAM,2018-02-15T03:45:00,11.6,8,98.2,1.111111111
Winter2018_SOT_26BAM,2018-02-15T04:00:00,11.6,16,98.1,0.833333333
Winter2018_SOT_26BAM,2018-02-15T04:15:00,11.7,15,97.8,0.0
Winter2018_SOT_26BAM,2018-02-15T04:30:00,11.7,10,97.8,0.0
Winter2018_SOT_26BAM,2018-02-15T04:45:00,11.7,16,97.9,0.0
Winter2018_SOT_26BAM,2018-02-15T05:00:00,11.8,15,98.0,0.0
Winter2018_SOT_26BAM,2018-02-15T05:15:00,11.8,10,98.1,0.0
Winter2018_SOT_26BAM,2018-02-15T05:30:00,11.8,19,98.0,0.0
Winter2018_SOT_26BAM,2018-02-15T05:45:00,11.7,19,97.9,0.0
Winter2018_SOT_26BAM,2018-02-15T06:00:00,11.7,18,98.2,0.0
Winter2018_SOT_26BAM,2018-02-15T06:15:00,11.7,14,98.5,0.277777778
Winter2018_SOT_26BAM,2018-02-15T06:30:00,11.6,16,98.8,0.0
Winter2018_SOT_26BAM,2018-02-15T06:45:00,11.6,11,99.0,0.0
Winter2018_SOT_26BAM,2018-02-15T07:00:00,11.6,17,99.0,0.0
Winter2018_SOT_26BAM,2018-02-15T07:15:00,11.6,11,99.0,0.0
Winter2018_SOT_26BAM,2018-02-15T07:30:00,11.6,18,99.0,0.0
Winter2018_SOT_26BAM,2018-02-15T07:45:00,11.7,14,99.0,0.0
Winter2018_SOT_26BAM,2018-02-15T08:00:00,11.6,12,99.0,0.0
Winter2018_SOT_26BAM,2018-02-15T08:15:00,11.6,21,99.0,0.0
Winter2018_SOT_26BAM,2018-02-15T08:30:00,11.7,25,99.0,0.0
Winter2018_SOT_26BAM,2018-02-15T08:45:00,11.7,39,99.0,0.0
Winter2018_SOT_26BAM,2018-02-15T09:00:00,11.8,44,99.0,0.0
Winter2018_SOT_26BAM,2018-02-15T09:15:00,11.9,52,99.0,0.0
