experimentid,datetime,airtemp_oc,global_light_energy_w_m2,humid_rh,wdspd_m_s
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T00:00:00,21.1,1,38.1,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T00:15:00,20.9,1,40.1,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T00:30:00,21.0,1,40.7,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T00:45:00,20.4,1,42.1,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T01:00:00,19.9,1,41.2,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T01:15:00,19.3,1,43.1,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T01:30:00,19.0,1,43.5,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T01:45:00,18.8,1,44.7,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T02:00:00,18.7,1,43.4,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T02:15:00,19.0,1,40.9,0.277777778
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T02:30:00,18.8,1,41.6,1.388888889
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T02:45:00,18.6,1,43.1,0.555555556
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T03:00:00,18.6,1,42.9,1.111111111
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T03:15:00,18.6,1,42.4,0.555555556
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T03:30:00,18.4,1,42.6,0.277777778
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T03:45:00,18.1,1,43.2,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T04:00:00,17.7,1,43.9,0.277777778
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T04:15:00,17.4,1,41.8,1.111111111
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T04:30:00,17.2,1,41.0,1.111111111
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T04:45:00,16.9,1,42.0,0.833333333
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T05:00:00,16.9,1,42.7,1.111111111
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T05:15:00,17.2,1,42.4,0.555555556
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T05:30:00,17.2,1,42.0,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T05:45:00,17.0,1,41.9,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T06:00:00,16.7,1,41.9,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T06:15:00,16.6,1,43.5,0.555555556
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T06:30:00,17.0,1,43.5,1.111111111
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T06:45:00,17.0,1,43.5,1.388888889
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T07:00:00,16.9,3,44.1,0.555555556
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T07:15:00,16.6,10,45.0,0.833333333
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T07:30:00,16.4,36,45.3,0.833333333
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T07:45:00,16.7,82,45.5,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T08:00:00,18.1,131,43.2,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T08:15:00,19.7,178,39.7,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T08:30:00,21.0,228,36.5,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T08:45:00,21.8,278,34.3,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T09:00:00,22.6,328,33.1,0.277777778
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T09:15:00,23.4,377,32.9,0.555555556
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T09:30:00,24.3,426,31.5,1.388888889
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T09:45:00,25.1,469,29.6,1.111111111
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T10:00:00,25.9,512,28.5,1.944444444
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T10:15:00,26.6,552,27.8,1.944444444
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T10:30:00,27.2,590,27.1,1.388888889
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T10:45:00,27.6,622,27.0,0.277777778
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T11:00:00,28.6,652,26.3,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T11:15:00,29.5,680,25.4,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T11:30:00,30.1,704,24.1,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T11:45:00,30.6,720,23.3,0.277777778
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T12:00:00,31.1,734,23.5,0.277777778
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T12:15:00,31.2,748,22.7,0.277777778
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T12:30:00,31.5,755,22.4,0.555555556
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T12:45:00,31.5,757,22.3,0.833333333
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T13:00:00,31.5,752,22.4,1.111111111
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T13:15:00,32.0,747,22.0,0.555555556
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T13:30:00,32.4,740,21.1,0.833333333
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T13:45:00,32.6,728,20.3,0.833333333
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T14:00:00,32.8,709,19.9,0.833333333
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T14:15:00,32.9,687,19.8,1.111111111
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T14:30:00,33.4,662,18.9,1.111111111
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T14:45:00,33.4,631,18.0,1.111111111
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T15:00:00,33.4,597,17.7,0.833333333
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T15:15:00,33.7,561,17.4,0.833333333
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T15:30:00,34.0,524,17.1,1.111111111
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T15:45:00,34.0,481,16.3,1.111111111
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T16:00:00,33.5,437,16.5,0.833333333
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T16:15:00,33.3,389,16.7,1.666666667
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T16:30:00,33.1,339,16.6,1.388888889
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T16:45:00,32.9,288,17.1,1.666666667
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T17:00:00,32.6,237,17.4,1.388888889
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T17:15:00,32.3,187,17.9,0.833333333
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T17:30:00,31.5,138,18.6,0.833333333
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T17:45:00,30.5,88,20.1,0.277777778
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T18:00:00,30.0,37,20.4,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T18:15:00,29.2,10,22.5,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T18:30:00,28.2,2,23.5,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T18:45:00,27.3,1,25.0,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T19:00:00,26.7,1,24.7,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T19:15:00,26.3,1,24.9,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T19:30:00,26.1,1,25.8,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T19:45:00,25.8,1,26.3,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T20:00:00,25.8,1,26.3,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T20:15:00,25.9,1,26.4,0.277777778
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T20:30:00,25.7,1,26.6,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T20:45:00,24.8,1,27.6,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T21:00:00,23.9,1,28.5,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T21:15:00,23.5,1,28.1,0.277777778
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T21:30:00,22.9,1,28.9,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T21:45:00,22.8,1,28.6,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T22:00:00,22.2,1,29.1,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T22:15:00,21.7,1,30.6,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T22:30:00,21.4,1,32.1,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T22:45:00,21.5,1,30.7,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T23:00:00,21.2,1,31.2,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T23:15:00,20.9,1,33.1,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T23:30:00,20.9,1,32.8,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-19T23:45:00,21.5,1,30.3,0.277777778
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T00:00:00,21.5,1,28.3,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T00:15:00,21.2,1,28.3,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T00:30:00,20.9,1,28.7,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T00:45:00,20.8,1,29.1,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T01:00:00,20.6,1,29.8,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T01:15:00,20.2,1,30.0,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T01:30:00,19.6,1,32.0,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T01:45:00,19.1,1,33.2,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T02:00:00,18.7,0,32.3,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T02:15:00,18.2,0,34.5,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T02:30:00,17.9,0,36.3,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T02:45:00,17.2,1,38.0,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T03:00:00,17.0,0,38.2,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T03:15:00,16.7,0,38.5,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T03:30:00,16.2,1,38.8,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T03:45:00,15.9,0,39.0,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T04:00:00,15.4,1,41.0,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T04:15:00,15.2,1,42.9,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T04:30:00,14.7,0,44.1,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T04:45:00,14.7,0,44.7,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T05:00:00,14.7,0,44.5,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T05:15:00,14.5,0,42.9,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T05:30:00,14.2,1,43.0,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T05:45:00,14.2,0,41.2,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T06:00:00,14.2,1,40.8,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T06:15:00,13.9,1,41.9,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T06:30:00,13.7,1,42.8,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T06:45:00,13.8,1,40.3,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T07:00:00,13.5,2,39.6,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T07:15:00,13.3,9,39.5,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T07:30:00,13.4,35,38.6,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T07:45:00,14.1,82,37.1,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T08:00:00,15.9,136,33.1,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T08:15:00,17.6,184,29.6,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T08:30:00,18.8,233,27.5,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T08:45:00,19.8,282,26.3,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T09:00:00,20.9,330,25.6,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T09:15:00,22.3,381,23.7,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T09:30:00,23.8,427,22.6,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T09:45:00,25.2,471,20.5,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T10:00:00,26.7,516,17.0,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T10:15:00,28.1,555,15.3,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T10:30:00,29.0,592,16.5,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T10:45:00,30.1,626,15.8,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T11:00:00,30.6,657,15.0,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T11:15:00,31.6,685,12.6,0.555555556
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T11:30:00,32.7,706,11.1,0.277777778
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T11:45:00,33.1,728,10.5,0.833333333
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T12:00:00,33.8,743,10.3,0.277777778
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T12:15:00,34.4,753,10.3,0.555555556
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T12:30:00,35.0,758,10.3,0.555555556
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T12:45:00,35.0,761,10.5,0.555555556
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T13:00:00,35.2,759,10.4,0.833333333
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T13:15:00,35.4,749,10.9,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T13:30:00,35.7,737,10.9,0.833333333
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T13:45:00,36.1,723,10.6,1.111111111
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T14:00:00,36.9,701,9.7,1.666666667
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T14:15:00,37.0,677,9.9,1.944444444
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T14:30:00,37.3,652,9.5,1.944444444
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T14:45:00,37.2,621,9.8,1.666666667
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T15:00:00,37.3,588,9.8,2.222222222
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T15:15:00,37.3,552,10.2,1.944444444
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T15:30:00,37.5,513,10.2,1.944444444
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T15:45:00,37.4,473,10.2,2.222222222
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T16:00:00,37.3,424,10.6,1.944444444
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T16:15:00,37.0,378,10.6,2.5
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T16:30:00,36.8,332,10.7,1.944444444
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T16:45:00,36.6,278,11.4,3.055555556
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T17:00:00,36.2,227,11.7,2.5
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T17:15:00,35.6,176,12.0,2.222222222
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T17:30:00,34.8,126,12.8,1.944444444
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T17:45:00,34.1,76,13.2,2.5
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T18:00:00,33.5,32,13.8,2.5
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T18:15:00,32.7,9,14.4,2.222222222
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T18:30:00,32.2,2,14.9,1.944444444
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T18:45:00,31.6,1,15.5,1.944444444
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T19:00:00,31.0,1,16.3,2.5
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T19:15:00,30.3,1,17.0,2.222222222
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T19:30:00,29.5,1,17.8,2.222222222
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T19:45:00,28.8,1,18.4,2.222222222
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T20:00:00,28.5,1,18.6,2.5
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T20:15:00,28.2,1,18.9,1.944444444
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T20:30:00,27.5,1,19.7,1.111111111
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T20:45:00,27.1,1,20.7,2.5
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T21:00:00,27.2,1,21.3,2.222222222
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T21:15:00,27.0,1,21.6,1.944444444
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T21:30:00,26.5,1,22.3,1.388888889
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T21:45:00,26.1,1,22.9,1.666666667
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T22:00:00,26.2,1,22.8,1.388888889
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T22:15:00,26.3,1,22.8,1.388888889
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T22:30:00,25.8,1,23.0,1.666666667
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T22:45:00,25.2,1,23.5,1.944444444
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T23:00:00,25.0,1,24.3,1.666666667
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T23:15:00,25.1,1,24.5,1.388888889
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T23:30:00,25.1,1,24.6,1.111111111
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-20T23:45:00,25.2,1,24.6,1.388888889
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-21T00:00:00,25.2,1,25.1,1.944444444
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-21T00:15:00,25.5,1,25.1,1.944444444
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-21T00:30:00,25.7,1,24.9,1.944444444
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-21T00:45:00,26.0,1,24.5,2.5
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-21T01:00:00,26.1,1,24.4,3.333333333
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-21T01:15:00,26.1,1,24.5,3.055555556
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-21T01:30:00,26.1,1,24.6,3.055555556
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-21T01:45:00,26.1,1,24.4,2.5
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-21T02:00:00,25.9,1,24.5,1.666666667
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-21T02:15:00,25.4,1,25.1,2.222222222
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-21T02:30:00,25.3,1,25.3,1.388888889
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-21T02:45:00,25.2,1,25.3,1.111111111
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-21T03:00:00,24.8,1,25.9,1.388888889
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-21T03:15:00,24.3,1,26.6,1.666666667
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-21T03:30:00,23.8,1,27.5,1.388888889
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-21T03:45:00,23.2,1,28.0,1.666666667
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-21T04:00:00,22.7,1,28.5,1.666666667
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-21T04:15:00,22.8,1,28.6,1.388888889
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-21T04:30:00,22.8,1,28.7,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-21T04:45:00,22.1,1,29.5,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-21T05:00:00,22.0,1,29.3,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-21T05:15:00,21.3,1,30.2,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-21T05:30:00,20.8,1,32.4,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-21T05:45:00,20.2,1,34.0,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-21T06:00:00,19.4,1,36.3,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-21T06:15:00,19.4,1,35.7,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-21T06:30:00,19.4,1,36.3,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-21T06:45:00,19.2,1,37.0,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-21T07:00:00,19.3,2,36.7,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-21T07:15:00,19.6,8,36.1,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-21T07:30:00,20.7,32,32.8,0.277777778
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-21T07:45:00,21.2,75,32.1,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-21T08:00:00,22.1,124,30.7,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-21T08:15:00,23.5,172,29.4,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-21T08:30:00,24.8,220,27.3,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-21T08:45:00,26.0,269,25.7,0.277777778
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-21T09:00:00,27.1,300,24.5,0.833333333
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-21T09:15:00,28.0,365,23.3,0.833333333
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-21T09:30:00,28.8,412,22.4,1.111111111
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-21T09:45:00,29.7,457,21.6,1.666666667
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-21T10:00:00,30.4,501,20.4,3.333333333
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-21T10:15:00,30.9,541,19.8,3.055555556
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-21T10:30:00,31.4,578,19.3,2.777777778
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-21T10:45:00,31.8,611,18.9,3.055555556
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-21T11:00:00,32.3,642,18.4,3.055555556
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-21T11:15:00,32.9,668,17.9,2.5
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-21T11:30:00,33.3,689,17.6,2.5
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-21T11:45:00,33.9,707,17.1,2.222222222
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-21T12:00:00,34.2,723,16.8,2.777777778
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-21T12:15:00,34.7,732,16.4,2.5
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-21T12:30:00,35.1,738,16.2,2.222222222
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-21T12:45:00,35.3,739,16.0,2.5
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-21T13:00:00,35.6,737,15.8,2.5
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-21T13:15:00,35.9,730,15.5,2.777777778
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-21T13:30:00,36.2,719,15.1,1.388888889
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-21T13:45:00,36.4,703,15.4,1.388888889
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-21T14:00:00,36.8,685,14.9,1.111111111
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-21T14:15:00,37.2,663,14.5,2.222222222
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-21T14:30:00,37.0,636,14.9,1.944444444
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-21T14:45:00,36.7,608,16.0,0.833333333
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-21T15:00:00,36.9,576,15.3,1.111111111
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-21T15:15:00,37.1,538,15.0,1.111111111
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-21T15:30:00,37.1,501,14.9,1.111111111
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-21T15:45:00,37.1,458,15.3,0.555555556
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-21T16:00:00,36.9,415,14.8,1.111111111
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-21T16:15:00,36.8,368,14.7,1.388888889
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-21T16:30:00,36.6,321,14.7,1.388888889
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-21T16:45:00,36.4,270,16.4,0.277777778
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-21T17:00:00,36.2,221,15.5,0.555555556
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-21T17:15:00,35.7,171,15.5,0.555555556
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-21T17:30:00,34.6,124,17.3,0.555555556
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-21T17:45:00,33.9,74,16.5,0.277777778
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-21T18:00:00,33.2,30,18.1,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-21T18:15:00,32.0,8,20.2,0.0
AFS_ASU_Fall2016_KA32_seedtrain,2016-10-21T18:30:00,30.5,2,23.2,0.0
