datetime,experimentid,ph,temperature_oc,par_umol_photons_m2_s,dissolved_oxygen_mg_l
2016-10-19T17:17:00,AFS_ASU_Fall2016_KA32_seedtrain,6.79,24.6,141.343,11.53
2016-10-19T17:32:00,AFS_ASU_Fall2016_KA32_seedtrain,6.88,24.7,54.6119,10.91
2016-10-19T17:47:00,AFS_ASU_Fall2016_KA32_seedtrain,6.95,24.4,19.70952,10.3
2016-10-19T18:02:00,AFS_ASU_Fall2016_KA32_seedtrain,7.02,24.2,4.744832,9.74
2016-10-19T18:17:00,AFS_ASU_Fall2016_KA32_seedtrain,7.09,24.1,2.691813,9.22
2016-10-19T18:32:00,AFS_ASU_Fall2016_KA32_seedtrain,7.15,23.9,2.600557,8.78
2016-10-19T18:47:00,AFS_ASU_Fall2016_KA32_seedtrain,7.21,23.8,2.418044,8.47
2016-10-19T19:02:00,AFS_ASU_Fall2016_KA32_seedtrain,7.26,23.6,2.463637,8.24
2016-10-19T19:17:00,AFS_ASU_Fall2016_KA32_seedtrain,7.31,23.5,2.50937,8.06
2016-10-19T19:32:00,AFS_ASU_Fall2016_KA32_seedtrain,7.36,23.3,2.50937,8.0
2016-10-19T19:47:00,AFS_ASU_Fall2016_KA32_seedtrain,7.41,23.1,2.50937,7.9
2016-10-19T20:02:00,AFS_ASU_Fall2016_KA32_seedtrain,7.44,22.9,2.463637,7.9
2016-10-19T20:17:00,AFS_ASU_Fall2016_KA32_seedtrain,7.48,22.8,2.418044,7.82
2016-10-19T20:32:00,AFS_ASU_Fall2016_KA32_seedtrain,7.51,22.6,2.418044,7.83
2016-10-19T20:47:00,AFS_ASU_Fall2016_KA32_seedtrain,7.54,22.5,2.418044,7.8
2016-10-19T21:02:00,AFS_ASU_Fall2016_KA32_seedtrain,7.57,22.3,2.418044,7.83
2016-10-19T21:17:00,AFS_ASU_Fall2016_KA32_seedtrain,7.59,22.1,2.372381,7.81
2016-10-19T21:32:00,AFS_ASU_Fall2016_KA32_seedtrain,7.62,21.9,2.372381,7.83
2016-10-19T21:47:00,AFS_ASU_Fall2016_KA32_seedtrain,7.64,21.7,2.326788,7.84
2016-10-19T22:02:00,AFS_ASU_Fall2016_KA32_seedtrain,7.66,21.5,2.326788,7.89
2016-10-19T22:17:00,AFS_ASU_Fall2016_KA32_seedtrain,7.66,21.3,2.326788,7.84
2016-10-19T22:32:00,AFS_ASU_Fall2016_KA32_seedtrain,7.67,21.1,2.281195,7.65
2016-10-19T22:47:00,AFS_ASU_Fall2016_KA32_seedtrain,7.67,20.9,2.326788,7.53
2016-10-19T23:02:00,AFS_ASU_Fall2016_KA32_seedtrain,7.67,20.8,2.326788,7.43
2016-10-19T23:17:00,AFS_ASU_Fall2016_KA32_seedtrain,7.67,20.6,2.326788,7.35
2016-10-19T23:32:00,AFS_ASU_Fall2016_KA32_seedtrain,7.68,20.4,2.326788,7.28
2016-10-19T23:47:00,AFS_ASU_Fall2016_KA32_seedtrain,7.67,20.2,2.281195,7.26
2016-10-20T00:02:00,AFS_ASU_Fall2016_KA32_seedtrain,7.68,20.1,2.235532,7.22
2016-10-20T00:17:00,AFS_ASU_Fall2016_KA32_seedtrain,7.67,19.9,2.235532,7.15
2016-10-20T00:32:00,AFS_ASU_Fall2016_KA32_seedtrain,7.66,19.7,2.235532,7.11
2016-10-20T00:47:00,AFS_ASU_Fall2016_KA32_seedtrain,7.66,19.5,2.189939,7.09
2016-10-20T01:02:00,AFS_ASU_Fall2016_KA32_seedtrain,7.66,19.3,2.144346,7.12
2016-10-20T01:17:00,AFS_ASU_Fall2016_KA32_seedtrain,7.66,19.1,2.144346,7.11
2016-10-20T01:32:00,AFS_ASU_Fall2016_KA32_seedtrain,7.66,19.0,2.144346,7.11
2016-10-20T01:47:00,AFS_ASU_Fall2016_KA32_seedtrain,7.66,18.8,2.144346,7.17
2016-10-20T02:02:00,AFS_ASU_Fall2016_KA32_seedtrain,7.66,18.6,2.144346,7.13
2016-10-20T02:17:00,AFS_ASU_Fall2016_KA32_seedtrain,7.66,18.5,2.098682,7.15
2016-10-20T02:32:00,AFS_ASU_Fall2016_KA32_seedtrain,7.67,18.3,2.053089,7.16
2016-10-20T02:47:00,AFS_ASU_Fall2016_KA32_seedtrain,7.67,18.1,2.053089,7.22
2016-10-20T03:02:00,AFS_ASU_Fall2016_KA32_seedtrain,7.67,17.9,2.053089,7.19
2016-10-20T03:17:00,AFS_ASU_Fall2016_KA32_seedtrain,7.67,17.7,2.053089,7.23
2016-10-20T03:32:00,AFS_ASU_Fall2016_KA32_seedtrain,7.67,17.6,2.007426,7.28
2016-10-20T03:47:00,AFS_ASU_Fall2016_KA32_seedtrain,7.67,17.4,2.007426,7.28
2016-10-20T04:02:00,AFS_ASU_Fall2016_KA32_seedtrain,7.68,17.2,1.961833,7.3
2016-10-20T04:17:00,AFS_ASU_Fall2016_KA32_seedtrain,7.68,17.0,1.961833,7.32
2016-10-20T04:32:00,AFS_ASU_Fall2016_KA32_seedtrain,7.67,16.9,1.961833,7.29
2016-10-20T04:47:00,AFS_ASU_Fall2016_KA32_seedtrain,7.67,16.7,1.961833,7.29
2016-10-20T05:02:00,AFS_ASU_Fall2016_KA32_seedtrain,7.67,16.5,1.91624,7.26
2016-10-20T05:17:00,AFS_ASU_Fall2016_KA32_seedtrain,7.67,16.4,1.961833,7.26
2016-10-20T05:32:00,AFS_ASU_Fall2016_KA32_seedtrain,7.67,16.2,1.91624,7.27
2016-10-20T05:47:00,AFS_ASU_Fall2016_KA32_seedtrain,7.66,16.0,1.870507,7.23
2016-10-20T06:02:00,AFS_ASU_Fall2016_KA32_seedtrain,7.66,15.8,1.91624,7.25
2016-10-20T06:17:00,AFS_ASU_Fall2016_KA32_seedtrain,7.66,15.7,2.281195,7.22
2016-10-20T06:32:00,AFS_ASU_Fall2016_KA32_seedtrain,7.66,15.5,8.668569,7.18
2016-10-20T06:47:00,AFS_ASU_Fall2016_KA32_seedtrain,7.66,15.3,32.39301,7.31
2016-10-20T07:02:00,AFS_ASU_Fall2016_KA32_seedtrain,7.67,15.1,95.67348,7.6
2016-10-20T07:17:00,AFS_ASU_Fall2016_KA32_seedtrain,7.7,15.0,193.3544,8.18
2016-10-20T07:32:00,AFS_ASU_Fall2016_KA32_seedtrain,7.77,15.0,289.8947,8.98
2016-10-20T07:47:00,AFS_ASU_Fall2016_KA32_seedtrain,7.77,15.0,392.5031,6.86
2016-10-20T08:02:00,AFS_ASU_Fall2016_KA32_seedtrain,7.91,15.3,498.7614,11.08
2016-10-20T08:17:00,AFS_ASU_Fall2016_KA32_seedtrain,7.98,15.3,605.5215,12.38
2016-10-20T08:32:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,15.4,710.0916,13.43
2016-10-20T08:47:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,15.6,810.6013,14.14
2016-10-20T09:02:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,15.8,908.7385,15.0
2016-10-20T09:17:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,16.0,1001.446,15.74
2016-10-20T09:32:00,AFS_ASU_Fall2016_KA32_seedtrain,8.0,16.3,1088.132,16.41
2016-10-20T09:47:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,16.7,1164.689,16.95
2016-10-20T10:02:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,17.1,1238.326,17.28
2016-10-20T10:17:00,AFS_ASU_Fall2016_KA32_seedtrain,8.0,17.5,1304.344,17.77
2016-10-20T10:32:00,AFS_ASU_Fall2016_KA32_seedtrain,8.0,17.9,1367.26,18.11
2016-10-20T10:47:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,18.4,1417.127,18.34
2016-10-20T11:02:00,AFS_ASU_Fall2016_KA32_seedtrain,8.0,18.9,1457.686,18.77
2016-10-20T11:17:00,AFS_ASU_Fall2016_KA32_seedtrain,8.0,19.4,1496.193,19.0
2016-10-20T11:32:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,19.8,1524.434,19.31
2016-10-20T11:47:00,AFS_ASU_Fall2016_KA32_seedtrain,8.0,20.4,1538.943,19.38
2016-10-20T12:02:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,20.8,1548.752,19.36
2016-10-20T12:17:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,21.3,1550.896,19.45
2016-10-20T12:32:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,21.7,1542.273,19.66
2016-10-20T12:47:00,AFS_ASU_Fall2016_KA32_seedtrain,8.0,22.2,1525.073,19.66
2016-10-20T13:02:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,22.6,1496.284,19.62
2016-10-20T13:17:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,23.0,1468.18,19.26
2016-10-20T13:32:00,AFS_ASU_Fall2016_KA32_seedtrain,8.0,23.3,1429.08,19.36
2016-10-20T13:47:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,23.6,1374.331,19.39
2016-10-20T14:02:00,AFS_ASU_Fall2016_KA32_seedtrain,8.0,23.9,1320.951,18.8
2016-10-20T14:17:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,24.1,1255.526,19.11
2016-10-20T14:32:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,24.3,1180.292,18.28
2016-10-20T14:47:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,24.4,1118.016,18.06
2016-10-20T15:02:00,AFS_ASU_Fall2016_KA32_seedtrain,8.0,24.6,1031.832,17.57
2016-10-20T15:17:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,24.6,944.1428,17.35
2016-10-20T15:32:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,24.6,845.7775,16.51
2016-10-20T15:47:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,24.6,744.5834,16.48
2016-10-20T16:17:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,24.6,535.0781,16.14
2016-10-20T16:32:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,24.5,423.6187,15.46
2016-10-20T16:47:00,AFS_ASU_Fall2016_KA32_seedtrain,8.0,24.3,319.3223,14.52
2016-10-20T17:02:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,24.2,218.4476,13.62
2016-10-20T17:17:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,23.9,126.3328,12.76
2016-10-20T17:32:00,AFS_ASU_Fall2016_KA32_seedtrain,7.98,23.7,53.33445,11.81
2016-10-20T17:47:00,AFS_ASU_Fall2016_KA32_seedtrain,7.98,23.5,17.88461,10.96
2016-10-20T18:02:00,AFS_ASU_Fall2016_KA32_seedtrain,7.98,23.2,4.516797,9.92
2016-10-20T18:17:00,AFS_ASU_Fall2016_KA32_seedtrain,7.98,23.0,2.919918,9.18
2016-10-20T18:32:00,AFS_ASU_Fall2016_KA32_seedtrain,7.97,22.7,2.783069,8.58
2016-10-20T18:47:00,AFS_ASU_Fall2016_KA32_seedtrain,7.97,22.5,2.783069,8.1
2016-10-20T19:02:00,AFS_ASU_Fall2016_KA32_seedtrain,7.97,22.3,2.737406,7.75
2016-10-20T19:17:00,AFS_ASU_Fall2016_KA32_seedtrain,7.97,22.1,2.691813,7.47
2016-10-20T19:32:00,AFS_ASU_Fall2016_KA32_seedtrain,7.97,21.8,2.691813,7.27
2016-10-20T20:02:00,AFS_ASU_Fall2016_KA32_seedtrain,7.97,21.4,2.64622,6.97
2016-10-20T20:17:00,AFS_ASU_Fall2016_KA32_seedtrain,7.97,21.2,2.64622,6.9
2016-10-20T20:32:00,AFS_ASU_Fall2016_KA32_seedtrain,7.97,20.9,2.600557,6.86
2016-10-20T20:47:00,AFS_ASU_Fall2016_KA32_seedtrain,7.97,20.8,2.600557,6.81
2016-10-20T21:02:00,AFS_ASU_Fall2016_KA32_seedtrain,7.97,20.6,2.600557,6.8
2016-10-20T21:17:00,AFS_ASU_Fall2016_KA32_seedtrain,7.97,20.4,2.554964,6.81
2016-10-20T21:32:00,AFS_ASU_Fall2016_KA32_seedtrain,7.97,20.2,2.600557,6.83
2016-10-20T21:47:00,AFS_ASU_Fall2016_KA32_seedtrain,7.97,20.0,2.554964,6.86
2016-10-20T22:02:00,AFS_ASU_Fall2016_KA32_seedtrain,7.96,19.8,2.554964,6.89
2016-10-20T22:17:00,AFS_ASU_Fall2016_KA32_seedtrain,7.97,19.7,2.50937,6.93
2016-10-20T22:32:00,AFS_ASU_Fall2016_KA32_seedtrain,7.97,19.5,2.50937,6.98
2016-10-20T22:47:00,AFS_ASU_Fall2016_KA32_seedtrain,7.97,19.3,2.50937,6.99
2016-10-20T23:02:00,AFS_ASU_Fall2016_KA32_seedtrain,7.97,19.2,2.50937,7.02
2016-10-20T23:17:00,AFS_ASU_Fall2016_KA32_seedtrain,7.97,19.0,2.50937,7.07
2016-10-20T23:32:00,AFS_ASU_Fall2016_KA32_seedtrain,7.96,18.9,2.50937,7.06
2016-10-20T23:47:00,AFS_ASU_Fall2016_KA32_seedtrain,7.96,18.8,2.50937,7.15
2016-10-21T00:02:00,AFS_ASU_Fall2016_KA32_seedtrain,7.96,18.6,2.50937,7.17
2016-10-21T00:17:00,AFS_ASU_Fall2016_KA32_seedtrain,7.96,18.4,2.50937,7.19
2016-10-21T00:32:00,AFS_ASU_Fall2016_KA32_seedtrain,7.96,18.3,2.50937,7.24
2016-10-21T00:47:00,AFS_ASU_Fall2016_KA32_seedtrain,7.96,18.2,2.554964,7.23
2016-10-21T01:02:00,AFS_ASU_Fall2016_KA32_seedtrain,7.96,18.0,2.554964,7.29
2016-10-21T01:17:00,AFS_ASU_Fall2016_KA32_seedtrain,7.96,17.9,2.554964,7.32
2016-10-21T01:32:00,AFS_ASU_Fall2016_KA32_seedtrain,7.96,17.8,2.554964,7.36
2016-10-21T01:47:00,AFS_ASU_Fall2016_KA32_seedtrain,7.96,17.6,2.50937,7.38
2016-10-21T02:02:00,AFS_ASU_Fall2016_KA32_seedtrain,7.96,17.5,2.50937,7.43
2016-10-21T02:17:00,AFS_ASU_Fall2016_KA32_seedtrain,7.96,17.4,2.50937,7.45
2016-10-21T02:47:00,AFS_ASU_Fall2016_KA32_seedtrain,7.96,17.2,2.50937,7.5
2016-10-21T03:02:00,AFS_ASU_Fall2016_KA32_seedtrain,7.96,17.1,2.418044,7.52
2016-10-21T03:17:00,AFS_ASU_Fall2016_KA32_seedtrain,7.96,17.0,2.418044,7.6
2016-10-21T03:32:00,AFS_ASU_Fall2016_KA32_seedtrain,7.96,16.9,2.418044,7.6
2016-10-21T03:47:00,AFS_ASU_Fall2016_KA32_seedtrain,7.96,16.9,2.418044,7.63
2016-10-21T04:02:00,AFS_ASU_Fall2016_KA32_seedtrain,7.96,16.8,2.418044,7.66
2016-10-21T04:17:00,AFS_ASU_Fall2016_KA32_seedtrain,7.96,16.7,2.372381,7.68
2016-10-21T04:32:00,AFS_ASU_Fall2016_KA32_seedtrain,7.96,16.6,2.326788,7.71
2016-10-21T04:47:00,AFS_ASU_Fall2016_KA32_seedtrain,7.96,16.6,2.326788,7.77
2016-10-21T05:02:00,AFS_ASU_Fall2016_KA32_seedtrain,7.96,16.5,2.235532,7.78
2016-10-21T05:17:00,AFS_ASU_Fall2016_KA32_seedtrain,7.96,16.4,2.235532,7.77
2016-10-21T05:32:00,AFS_ASU_Fall2016_KA32_seedtrain,7.96,16.3,2.235532,7.82
2016-10-21T05:47:00,AFS_ASU_Fall2016_KA32_seedtrain,7.96,16.2,2.189939,7.85
2016-10-21T06:02:00,AFS_ASU_Fall2016_KA32_seedtrain,7.96,16.1,2.189939,7.86
2016-10-21T06:17:00,AFS_ASU_Fall2016_KA32_seedtrain,7.96,16.1,2.418044,7.9
2016-10-21T06:32:00,AFS_ASU_Fall2016_KA32_seedtrain,7.96,16.0,8.121032,7.96
2016-10-21T06:47:00,AFS_ASU_Fall2016_KA32_seedtrain,7.96,15.9,31.70862,8.07
2016-10-21T07:02:00,AFS_ASU_Fall2016_KA32_seedtrain,7.97,15.9,89.42302,8.36
2016-10-21T07:17:00,AFS_ASU_Fall2016_KA32_seedtrain,7.98,15.8,180.9903,8.8
2016-10-21T07:32:00,AFS_ASU_Fall2016_KA32_seedtrain,7.93,15.8,274.3826,6.08
2016-10-21T07:47:00,AFS_ASU_Fall2016_KA32_seedtrain,7.98,16.4,377.1734,9.3
2016-10-21T08:02:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,16.6,481.8805,10.77
2016-10-21T08:17:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,16.7,587.2719,11.7
2016-10-21T08:32:00,AFS_ASU_Fall2016_KA32_seedtrain,8.0,16.9,691.0208,12.61
2016-10-21T08:47:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,17.2,790.2074,13.45
2016-10-21T09:02:00,AFS_ASU_Fall2016_KA32_seedtrain,7.98,17.4,889.1657,14.22
2016-10-21T09:17:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,17.8,984.52,14.8
2016-10-21T09:32:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,18.1,1071.16,15.41
2016-10-21T09:47:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,18.4,1151.321,15.89
2016-10-21T10:02:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,18.8,1227.559,16.71
2016-10-21T10:17:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,19.1,1290.566,16.92
2016-10-21T10:32:00,AFS_ASU_Fall2016_KA32_seedtrain,8.0,19.5,1353.709,16.96
2016-10-21T10:47:00,AFS_ASU_Fall2016_KA32_seedtrain,8.0,19.9,1404.854,17.36
2016-10-21T11:02:00,AFS_ASU_Fall2016_KA32_seedtrain,8.0,20.4,1446.372,18.45
2016-10-21T11:17:00,AFS_ASU_Fall2016_KA32_seedtrain,7.98,20.8,1480.635,18.03
2016-10-21T11:32:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,21.3,1508.01,18.48
2016-10-21T11:47:00,AFS_ASU_Fall2016_KA32_seedtrain,8.0,21.7,1525.757,18.45
2016-10-21T12:02:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,22.1,1537.163,18.83
2016-10-21T12:17:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,22.5,1534.38,19.58
2016-10-21T12:32:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,22.9,1528.768,18.88
2016-10-21T12:47:00,AFS_ASU_Fall2016_KA32_seedtrain,8.0,23.3,1514.306,18.8
2016-10-21T13:02:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,23.7,1488.574,18.77
2016-10-21T13:17:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,24.0,1452.166,19.02
2016-10-21T13:32:00,AFS_ASU_Fall2016_KA32_seedtrain,8.0,24.4,1416.305,18.64
2016-10-21T13:47:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,24.7,1363.975,18.17
2016-10-21T14:02:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,25.0,1309.089,18.0
2016-10-21T14:17:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,25.2,1246.265,17.49
2016-10-21T14:32:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,25.5,1176.232,17.73
2016-10-21T14:47:00,AFS_ASU_Fall2016_KA32_seedtrain,8.0,25.6,1097.804,16.96
2016-10-21T15:02:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,25.8,1017.689,16.62
2016-10-21T15:17:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,25.9,927.3531,16.06
2016-10-21T15:32:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,25.9,832.364,15.73
2016-10-21T15:47:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,25.9,733.7704,15.31
2016-10-21T16:02:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,25.9,630.204,14.44
2016-10-21T16:17:00,AFS_ASU_Fall2016_KA32_seedtrain,7.97,26.0,523.5352,14.17
2016-10-21T16:32:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,25.9,418.8282,13.55
2016-10-21T16:47:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,25.9,314.623,12.75
2016-10-21T17:02:00,AFS_ASU_Fall2016_KA32_seedtrain,7.98,25.8,217.1702,11.72
2016-10-21T17:17:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,25.6,122.3179,10.86
2016-10-21T17:32:00,AFS_ASU_Fall2016_KA32_seedtrain,7.98,25.5,51.46387,9.93
2016-10-21T17:47:00,AFS_ASU_Fall2016_KA32_seedtrain,7.98,25.3,15.92277,9.02
2016-10-21T18:02:00,AFS_ASU_Fall2016_KA32_seedtrain,7.97,25.2,4.106109,8.18
2016-10-21T18:17:00,AFS_ASU_Fall2016_KA32_seedtrain,7.96,25.1,2.828662,7.43
2016-10-21T18:32:00,AFS_ASU_Fall2016_KA32_seedtrain,7.95,24.9,2.783069,6.83
2016-10-21T18:47:00,AFS_ASU_Fall2016_KA32_seedtrain,7.94,24.7,2.691813,6.34
2016-10-21T19:02:00,AFS_ASU_Fall2016_KA32_seedtrain,7.93,24.6,2.691813,5.98
2016-10-21T19:17:00,AFS_ASU_Fall2016_KA32_seedtrain,7.93,24.4,2.64622,5.7
2016-10-21T19:32:00,AFS_ASU_Fall2016_KA32_seedtrain,7.92,24.3,2.600557,5.45
2016-10-21T19:47:00,AFS_ASU_Fall2016_KA32_seedtrain,7.91,24.1,2.600557,5.3
2016-10-21T20:02:00,AFS_ASU_Fall2016_KA32_seedtrain,7.9,23.9,2.600557,5.14
2016-10-21T20:17:00,AFS_ASU_Fall2016_KA32_seedtrain,7.89,23.7,2.600557,5.02
2016-10-21T20:32:00,AFS_ASU_Fall2016_KA32_seedtrain,7.89,23.4,2.600557,4.97
2016-10-21T20:47:00,AFS_ASU_Fall2016_KA32_seedtrain,7.88,23.2,2.600557,4.91
2016-10-21T21:02:00,AFS_ASU_Fall2016_KA32_seedtrain,7.88,23.0,2.600557,4.85
2016-10-21T21:17:00,AFS_ASU_Fall2016_KA32_seedtrain,7.87,22.8,2.600557,4.84
2016-10-21T21:32:00,AFS_ASU_Fall2016_KA32_seedtrain,7.86,22.5,2.50937,4.82
2016-10-21T21:47:00,AFS_ASU_Fall2016_KA32_seedtrain,7.85,22.3,2.50937,4.82
2016-10-21T22:02:00,AFS_ASU_Fall2016_KA32_seedtrain,7.84,22.1,2.50937,4.8
2016-10-21T22:17:00,AFS_ASU_Fall2016_KA32_seedtrain,7.84,21.8,2.463637,4.85
2016-10-21T22:32:00,AFS_ASU_Fall2016_KA32_seedtrain,7.83,21.6,2.50937,4.85
2016-10-21T22:47:00,AFS_ASU_Fall2016_KA32_seedtrain,7.82,21.4,2.463637,4.85
2016-10-21T23:02:00,AFS_ASU_Fall2016_KA32_seedtrain,7.81,21.1,2.463637,4.89
2016-10-21T23:17:00,AFS_ASU_Fall2016_KA32_seedtrain,7.81,20.9,2.418044,4.93
2016-10-21T23:32:00,AFS_ASU_Fall2016_KA32_seedtrain,7.8,20.8,2.418044,4.97
2016-10-21T23:47:00,AFS_ASU_Fall2016_KA32_seedtrain,7.8,20.6,2.418044,5.0
2016-10-22T00:02:00,AFS_ASU_Fall2016_KA32_seedtrain,7.79,20.4,2.418044,5.06
2016-10-22T00:32:00,AFS_ASU_Fall2016_KA32_seedtrain,7.78,20.1,2.418044,5.12
2016-10-22T00:47:00,AFS_ASU_Fall2016_KA32_seedtrain,7.77,20.0,2.372381,5.17
2016-10-22T01:02:00,AFS_ASU_Fall2016_KA32_seedtrain,7.77,19.9,2.372381,5.23
2016-10-22T01:17:00,AFS_ASU_Fall2016_KA32_seedtrain,7.76,19.8,2.326788,5.28
2016-10-22T01:32:00,AFS_ASU_Fall2016_KA32_seedtrain,7.76,19.6,2.418044,5.33
2016-10-22T01:47:00,AFS_ASU_Fall2016_KA32_seedtrain,7.76,19.5,2.372381,5.38
2016-10-22T02:02:00,AFS_ASU_Fall2016_KA32_seedtrain,7.76,19.3,2.372381,5.43
2016-10-22T02:17:00,AFS_ASU_Fall2016_KA32_seedtrain,7.76,19.1,2.372381,5.48
2016-10-22T02:32:00,AFS_ASU_Fall2016_KA32_seedtrain,7.75,19.0,2.326788,5.53
2016-10-22T02:47:00,AFS_ASU_Fall2016_KA32_seedtrain,7.75,18.8,2.372381,5.61
2016-10-22T03:17:00,AFS_ASU_Fall2016_KA32_seedtrain,7.75,18.5,2.372381,5.73
2016-10-22T03:32:00,AFS_ASU_Fall2016_KA32_seedtrain,7.74,18.3,2.326788,5.75
2016-10-22T03:47:00,AFS_ASU_Fall2016_KA32_seedtrain,7.74,18.2,2.326788,5.82
2016-10-22T04:02:00,AFS_ASU_Fall2016_KA32_seedtrain,7.74,18.0,2.326788,5.9
2016-10-22T04:17:00,AFS_ASU_Fall2016_KA32_seedtrain,7.74,17.9,2.326788,5.93
2016-10-22T04:32:00,AFS_ASU_Fall2016_KA32_seedtrain,7.74,17.8,2.326788,5.98
2016-10-22T04:47:00,AFS_ASU_Fall2016_KA32_seedtrain,7.74,17.6,2.235532,6.02
2016-10-22T05:02:00,AFS_ASU_Fall2016_KA32_seedtrain,7.73,17.5,2.235532,6.1
2016-10-22T05:17:00,AFS_ASU_Fall2016_KA32_seedtrain,7.74,17.3,2.235532,6.2
2016-10-22T05:32:00,AFS_ASU_Fall2016_KA32_seedtrain,7.74,17.2,2.235532,6.22
2016-10-22T05:47:00,AFS_ASU_Fall2016_KA32_seedtrain,7.74,17.1,2.235532,6.27
2016-10-22T06:02:00,AFS_ASU_Fall2016_KA32_seedtrain,7.73,17.0,2.235532,6.3
2016-10-22T06:17:00,AFS_ASU_Fall2016_KA32_seedtrain,7.73,16.8,2.463637,6.36
2016-10-22T06:32:00,AFS_ASU_Fall2016_KA32_seedtrain,7.74,16.8,7.299796,6.43
2016-10-22T06:47:00,AFS_ASU_Fall2016_KA32_seedtrain,7.74,16.6,29.51868,6.56
2016-10-22T07:02:00,AFS_ASU_Fall2016_KA32_seedtrain,7.75,16.6,81.62128,6.88
2016-10-22T07:17:00,AFS_ASU_Fall2016_KA32_seedtrain,7.76,16.6,166.5275,7.38
2016-10-22T07:32:00,AFS_ASU_Fall2016_KA32_seedtrain,7.79,16.7,255.1293,8.01
2016-10-22T08:02:00,AFS_ASU_Fall2016_KA32_seedtrain,7.87,17.4,459.2966,9.6
2016-10-22T08:17:00,AFS_ASU_Fall2016_KA32_seedtrain,7.91,17.6,563.7756,10.48
2016-10-22T08:32:00,AFS_ASU_Fall2016_KA32_seedtrain,7.96,17.8,668.6651,11.34
2016-10-22T08:47:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,18.0,774.9689,12.24
2016-10-22T09:02:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,18.2,867.905,13.02
2016-10-22T09:17:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,18.5,956.9174,13.67
2016-10-22T09:32:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,18.8,1033.566,14.25
2016-10-22T09:47:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,19.2,1125.452,14.77
2016-10-22T10:02:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,19.6,1203.241,15.14
2016-10-22T10:17:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,20.0,1269.715,15.55
2016-10-22T10:32:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,20.4,1325.742,16.28
2016-10-22T10:47:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,20.8,1375.517,16.74
2016-10-22T11:02:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,21.3,1418.039,17.2
