datetime,experimentid_x,ph,temperature_oc,par_umol_photons_m2_s,dissolved_oxygen_mg_l,airtemp_oc,global_light_energy_w_m2,humid_rh,wdspd_m_s
2016-11-12 16:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,21.2,448.21,10.87,29.0,327,22.6,0.277777778
2016-11-12 16:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,21.2,312.0224,10.32,29.0,281,21.8,1.388888889
2016-11-12 16:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,21.1,233.5491,9.75,29.0,227,21.5,1.111111111
2016-11-12 16:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.98,21.0,101.1027,9.18,28.7,183,22.3,0.277777778
2016-11-12 17:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,20.8,69.71343,8.44,28.1,146,22.5,0.555555556
2016-11-12 17:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,20.7,34.62861,7.91,27.0,64,23.1,0.833333333
2016-11-12 17:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,20.6,8.896674,7.46,25.8,34,24.7,0.555555556
2016-11-12 17:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.97,20.4,2.874255,7.04,25.2,21,26.0,0.0
2016-11-12 18:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.98,20.1,2.50937,6.63,24.4,5,27.8,0.0
2016-11-12 18:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.98,20.0,2.418044,6.7,23.4,1,29.6,0.0
2016-11-12 18:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.97,19.9,2.372381,6.39,22.6,1,31.2,0.0
2016-11-12 18:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.98,19.8,2.326788,6.29,21.9,1,32.7,0.0
2016-11-12 19:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.97,19.7,2.326788,6.14,21.2,1,34.6,0.0
2016-11-12 19:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.97,19.5,2.326788,6.15,20.7,1,35.9,0.0
2016-11-12 19:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.98,19.3,2.326788,6.14,20.3,1,36.7,0.0
2016-11-12 19:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.97,19.2,2.281195,6.09,20.2,1,35.3,0.0
2016-11-12 20:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.98,18.8,2.326788,6.21,19.7,1,36.0,0.0
2016-11-12 20:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.98,18.6,2.281195,6.35,19.5,1,35.1,0.0
2016-11-12 20:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.98,18.4,2.235532,6.16,19.4,1,34.3,0.0
2016-11-12 21:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.98,18.2,2.235532,6.26,18.9,1,35.3,0.0
2016-11-12 21:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.98,18.1,2.235532,6.39,18.3,1,36.9,0.0
2016-11-12 21:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.98,17.9,2.235532,6.22,17.9,2,37.9,0.0
2016-11-12 21:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.98,17.7,2.189939,6.4,17.7,2,38.9,0.0
2016-11-12 22:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.98,17.6,2.235532,6.44,17.6,2,39.1,0.0
2016-11-12 22:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.98,17.4,2.189939,6.37,17.6,1,38.7,0.0
2016-11-12 22:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,17.2,2.144346,6.47,17.7,1,38.5,0.833333333
2016-11-12 22:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.98,17.0,2.144346,6.56,17.4,1,39.2,0.0
2016-11-12 23:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.98,16.8,2.144346,6.49,16.9,1,40.3,0.0
2016-11-12 23:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.98,16.6,2.144346,6.5,16.5,1,42.4,0.0
2016-11-12 23:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.98,16.5,2.144346,6.56,16.3,2,43.1,0.0
2016-11-12 23:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.98,16.3,2.144346,6.63,16.1,1,44.1,0.0
2016-11-13 00:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.98,16.1,2.098682,6.63,15.6,2,45.7,0.0
2016-11-13 00:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,15.9,2.098682,6.73,15.6,1,45.6,0.0
2016-11-13 00:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.98,15.8,2.053089,6.68,15.8,1,44.9,0.0
2016-11-13 00:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.98,15.6,2.098682,6.83,16.2,1,43.2,0.0
2016-11-13 01:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,15.5,2.098682,6.94,16.1,2,42.9,0.0
2016-11-13 01:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.98,15.3,2.098682,7.14,15.9,1,43.0,0.833333333
2016-11-13 01:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.98,15.2,2.053089,7.01,16.4,1,41.8,0.0
2016-11-13 01:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,15.1,2.053089,6.97,16.7,1,41.4,0.0
2016-11-13 02:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,14.9,2.053089,6.94,16.6,1,41.5,0.0
2016-11-13 02:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,14.8,2.053089,6.98,16.2,1,42.7,0.0
2016-11-13 02:30:00,AFS_ASU_Fall2016_KA32_seedtrain,8.0,14.6,2.053089,7.17,15.9,1,43.0,0.555555556
2016-11-13 02:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,14.5,2.053089,7.26,15.7,1,43.6,0.277777778
2016-11-13 03:00:00,AFS_ASU_Fall2016_KA32_seedtrain,8.0,14.4,2.007426,7.2,15.4,1,44.2,1.111111111
2016-11-13 03:15:00,AFS_ASU_Fall2016_KA32_seedtrain,8.0,14.2,2.007426,7.29,15.0,1,45.5,0.555555556
2016-11-13 03:30:00,AFS_ASU_Fall2016_KA32_seedtrain,8.0,14.1,2.007426,7.13,14.7,1,46.8,0.277777778
2016-11-13 03:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,14.0,2.007426,7.29,14.9,1,47.4,0.0
2016-11-13 04:00:00,AFS_ASU_Fall2016_KA32_seedtrain,8.0,13.9,1.961833,7.36,14.9,2,47.2,0.0
2016-11-13 04:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,13.8,1.961833,7.3,14.6,1,48.0,0.277777778
2016-11-13 04:30:00,AFS_ASU_Fall2016_KA32_seedtrain,8.0,13.7,1.961833,7.5,14.1,2,49.2,0.0
2016-11-13 04:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,13.6,1.961833,7.46,13.4,2,51.7,0.0
2016-11-13 05:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,13.4,1.961833,7.7,13.1,1,52.0,0.277777778
2016-11-13 05:15:00,AFS_ASU_Fall2016_KA32_seedtrain,8.0,13.3,1.91624,7.48,12.9,1,53.2,0.0
2016-11-13 05:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,13.2,1.91624,7.6,12.8,1,53.9,0.0
2016-11-13 05:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,13.1,1.91624,7.59,12.7,1,54.1,0.0
2016-11-13 06:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,13.0,1.91624,7.57,12.5,1,54.9,0.0
2016-11-13 06:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,12.9,1.91624,7.41,12.6,1,55.5,0.0
2016-11-13 06:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.98,12.8,1.961833,7.82,12.7,1,55.4,0.0
2016-11-13 06:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,12.7,4.607983,7.96,12.7,1,55.5,0.0
2016-11-13 07:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,12.6,21.89953,8.03,12.6,1,55.0,0.0
2016-11-13 07:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,12.5,67.7972,8.09,12.3,2,55.8,0.0
2016-11-13 07:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,12.4,156.764,8.29,12.2,6,57.0,0.0
2016-11-13 07:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.98,12.4,266.444,8.88,12.0,24,58.2,0.0
2016-11-13 08:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,12.5,478.0481,10.41,14.1,123,53.5,0.0
2016-11-13 08:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,12.6,446.7044,10.94,15.2,187,52.0,0.0
2016-11-13 08:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.98,12.7,480.4206,11.36,16.4,236,49.1,0.0
2016-11-13 09:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,12.9,756.9931,11.84,17.0,175,47.2,0.0
2016-11-13 09:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,13.2,819.4067,12.6,17.5,193,47.0,0.0
2016-11-13 09:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,13.5,902.3967,13.26,18.6,352,45.6,0.0
2016-11-13 09:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.98,13.8,985.8431,13.48,20.3,386,41.3,0.0
2016-11-13 10:00:00,AFS_ASU_Fall2016_KA32_seedtrain,8.0,14.2,1060.53,13.91,21.0,418,38.2,0.833333333
2016-11-13 10:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,14.6,1132.068,14.32,21.9,456,36.1,0.0
2016-11-13 15:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,21.3,572.7178,11.82,29.2,385,22.7,1.111111111
2016-11-13 16:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,21.2,472.9382,11.24,28.8,341,23.4,0.833333333
2016-11-13 16:15:00,AFS_ASU_Fall2016_KA32_seedtrain,8.0,21.1,372.6567,10.65,28.6,297,23.5,0.833333333
2016-11-13 16:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,21.0,275.8426,10.09,28.3,251,23.7,0.833333333
2016-11-13 16:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,20.8,184.9597,9.51,28.0,203,24.1,0.833333333
2016-11-13 17:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.98,20.7,92.02351,8.9,27.5,157,24.6,1.111111111
2016-11-13 17:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,20.5,35.86047,8.21,26.5,111,26.0,1.111111111
2016-11-13 17:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.98,20.4,9.854759,7.82,25.8,61,27.0,1.388888889
2016-11-13 17:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.98,20.2,2.965511,7.32,25.3,21,28.4,0.277777778
2016-11-13 18:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.98,20.1,2.50937,6.99,24.6,5,28.7,0.277777778
2016-11-13 18:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.98,19.9,2.418044,6.82,24.0,1,29.9,0.0
2016-11-13 18:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.98,19.8,2.418044,6.66,23.2,1,31.6,0.0
2016-11-13 18:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,19.6,2.372381,6.48,22.6,1,32.6,0.0
2016-11-13 19:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.98,19.5,2.326788,6.49,21.8,1,34.8,0.0
2016-11-13 19:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,19.3,2.326788,6.35,21.6,1,34.8,0.277777778
2016-11-13 19:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,19.2,2.326788,6.34,21.0,1,36.3,0.0
2016-11-13 19:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,19.0,2.281195,6.52,20.4,1,37.8,0.0
2016-11-13 20:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,18.9,2.326788,6.43,19.9,1,39.6,0.0
2016-11-13 20:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,18.7,2.235532,6.4,19.2,1,42.1,0.0
2016-11-13 20:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,18.6,2.235532,6.42,18.8,1,42.3,0.0
2016-11-13 20:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,18.3,2.235532,6.44,18.4,1,44.5,0.0
2016-11-13 21:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,18.2,2.235532,6.44,18.3,1,42.0,0.0
2016-11-13 21:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,18.0,2.235532,6.49,18.2,1,42.1,0.0
2016-11-13 21:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,17.7,2.235532,6.52,17.9,1,42.7,0.0
2016-11-13 21:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,17.5,2.235532,6.38,17.9,1,43.1,0.0
2016-11-13 22:00:00,AFS_ASU_Fall2016_KA32_seedtrain,8.0,17.5,2.189939,6.47,17.6,1,43.0,0.0
2016-11-13 22:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,17.3,2.144346,6.71,17.5,1,44.0,0.0
2016-11-13 22:30:00,AFS_ASU_Fall2016_KA32_seedtrain,8.0,17.1,2.144346,6.55,17.4,1,43.7,0.0
2016-11-13 22:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,16.9,2.144346,6.65,17.0,2,44.5,0.0
2016-11-13 23:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,16.7,2.144346,6.82,16.7,1,46.2,0.0
2016-11-13 23:15:00,AFS_ASU_Fall2016_KA32_seedtrain,8.0,16.4,2.098682,6.71,16.5,2,46.7,0.0
2016-11-13 23:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,16.3,2.098682,6.64,16.5,1,46.8,0.277777778
2016-11-13 23:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,16.1,2.098682,6.82,16.0,1,48.0,0.277777778
2016-11-14 00:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,15.9,2.053089,6.74,15.7,1,49.8,0.555555556
2016-11-14 00:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,15.7,2.098682,6.7,15.8,1,50.2,0.277777778
2016-11-14 00:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,15.5,2.053089,6.91,15.8,1,50.7,0.277777778
2016-11-14 00:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,15.4,2.053089,6.92,15.7,1,51.3,0.277777778
2016-11-14 01:00:00,AFS_ASU_Fall2016_KA32_seedtrain,8.0,15.2,2.053089,7.03,15.5,1,51.9,0.0
2016-11-14 01:15:00,AFS_ASU_Fall2016_KA32_seedtrain,8.0,15.0,2.053089,6.94,15.4,1,51.8,0.555555556
2016-11-14 01:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,14.9,2.007426,7.34,15.2,1,51.0,1.388888889
2016-11-14 01:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,14.8,2.007426,7.3,14.8,1,52.2,1.666666667
2016-11-14 02:00:00,AFS_ASU_Fall2016_KA32_seedtrain,8.0,14.6,2.007426,7.37,14.7,1,52.4,0.0
2016-11-14 02:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,14.5,1.961833,7.22,14.3,1,53.7,0.0
2016-11-14 02:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,14.3,1.961833,7.4,14.2,1,54.0,0.0
2016-11-14 02:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,14.2,1.961833,7.38,14.0,1,54.4,0.0
2016-11-14 03:00:00,AFS_ASU_Fall2016_KA32_seedtrain,8.0,14.0,1.961833,7.59,14.0,1,54.4,0.277777778
2016-11-14 03:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,13.9,1.961833,7.34,14.0,1,54.2,0.833333333
2016-11-14 03:30:00,AFS_ASU_Fall2016_KA32_seedtrain,8.0,13.7,1.961833,7.41,14.1,1,54.0,0.833333333
2016-11-14 03:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,13.6,1.961833,7.54,14.6,1,52.7,0.277777778
2016-11-14 04:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,13.5,1.961833,7.62,14.5,1,52.5,0.0
2016-11-14 04:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,13.3,1.961833,7.51,14.2,1,53.3,0.0
2016-11-14 04:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,13.2,1.91624,7.63,13.9,1,53.9,0.0
2016-11-14 04:45:00,AFS_ASU_Fall2016_KA32_seedtrain,8.0,13.1,1.961833,7.75,13.6,1,54.8,0.0
2016-11-14 05:00:00,AFS_ASU_Fall2016_KA32_seedtrain,8.0,12.9,1.91624,7.8,13.7,1,55.2,0.277777778
2016-11-14 05:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,12.8,1.91624,7.91,13.5,1,55.5,0.0
2016-11-14 05:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,12.7,1.870507,7.81,13.2,1,55.9,0.0
2016-11-14 05:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,12.5,1.870507,8.13,13.0,1,55.4,1.388888889
2016-11-14 06:00:00,AFS_ASU_Fall2016_KA32_seedtrain,8.0,12.4,1.870507,7.97,12.7,1,56.3,1.666666667
2016-11-14 06:15:00,AFS_ASU_Fall2016_KA32_seedtrain,8.0,12.3,1.870507,7.99,13.3,1,54.6,0.833333333
2016-11-14 06:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,12.2,1.961833,8.03,13.8,1,51.9,1.111111111
2016-11-14 06:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,12.0,4.197365,8.2,14.0,1,50.2,1.944444444
2016-11-14 07:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,11.9,19.66393,8.13,14.2,1,48.8,1.944444444
2016-11-14 07:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,11.8,60.95368,8.26,13.7,2,50.0,1.111111111
2016-11-14 07:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.91,11.8,140.8412,6.36,13.2,5,52.0,0.277777778
2016-11-14 07:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.93,12.4,237.2448,8.8,12.9,21,53.6,0.0
2016-11-14 08:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.96,12.4,331.4582,9.28,13.3,58,52.1,0.833333333
2016-11-14 08:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,12.4,431.0097,9.96,13.7,108,51.5,0.833333333
2016-11-14 08:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,12.5,528.4626,10.72,14.1,154,51.8,0.555555556
2016-11-14 08:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,12.6,626.5998,11.25,15.0,199,51.1,0.277777778
2016-11-14 09:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,12.8,721.087,11.89,16.3,243,47.6,0.0
2016-11-14 09:15:00,AFS_ASU_Fall2016_KA32_seedtrain,8.0,13.0,813.3844,12.54,17.9,290,44.3,0.0
2016-11-14 09:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,13.3,897.515,12.96,18.9,336,41.5,0.0
2016-11-14 09:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,13.6,974.4826,13.8,19.7,377,39.6,0.0
2016-11-14 10:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,13.9,1048.85,14.23,20.3,417,38.1,0.0
2016-11-14 10:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,14.3,1109.895,14.66,20.9,455,37.9,0.0
2016-11-14 10:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.98,14.7,1167.655,15.01,21.4,491,37.2,0.277777778
2016-11-14 15:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.98,20.9,578.4664,12.09,29.3,383,19.5,0.555555556
2016-11-14 16:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.94,20.9,478.3218,11.09,29.2,341,19.5,1.111111111
2016-11-14 16:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.96,20.9,376.626,11.38,29.0,296,20.1,0.833333333
2016-11-14 16:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.98,20.8,280.4962,10.66,29.0,250,19.8,0.833333333
2016-11-14 16:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,20.7,188.1989,9.97,28.8,202,19.8,0.555555556
2016-11-14 17:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.98,20.6,93.30103,9.27,28.3,158,20.4,0.833333333
2016-11-14 17:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.98,20.5,35.44978,8.55,27.2,112,22.0,0.833333333
2016-11-14 17:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,20.3,9.535398,8.12,26.3,61,23.8,0.555555556
2016-11-14 17:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,20.2,2.919918,7.48,25.4,21,24.5,0.833333333
2016-11-14 18:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,20.0,2.463637,7.28,24.8,4,24.6,0.277777778
2016-11-14 18:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,19.9,2.418044,6.93,24.1,1,26.1,0.0
2016-11-14 18:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,19.7,2.372381,6.92,23.2,1,28.3,0.0
2016-11-14 18:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,19.6,2.326788,6.69,22.3,1,29.5,0.0
2016-11-14 19:00:00,AFS_ASU_Fall2016_KA32_seedtrain,8.0,19.3,2.326788,6.68,21.5,1,30.6,0.0
2016-11-14 19:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,19.1,2.326788,6.47,20.7,1,34.1,0.0
2016-11-14 19:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,19.1,2.281195,6.53,20.0,1,35.6,0.0
2016-11-14 19:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,18.9,2.281195,6.56,19.6,1,36.0,0.0
2016-11-14 20:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,18.7,2.235532,6.33,19.4,1,35.6,0.0
2016-11-14 20:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,18.6,2.235532,6.32,19.4,2,35.9,0.0
2016-11-14 20:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,18.4,2.235532,6.48,18.6,2,37.9,0.0
2016-11-14 20:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,18.2,2.235532,6.39,17.9,2,41.0,0.0
2016-11-14 21:00:00,AFS_ASU_Fall2016_KA32_seedtrain,8.0,18.0,2.189939,6.38,18.2,2,39.0,0.0
2016-11-14 21:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,17.9,2.189939,6.46,18.4,2,38.1,0.0
2016-11-14 21:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,17.7,2.144346,6.46,17.9,1,39.2,0.0
2016-11-14 21:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,17.5,2.144346,6.38,17.6,2,39.2,0.0
2016-11-14 22:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,17.3,2.144346,6.4,17.1,1,39.8,0.277777778
2016-11-14 22:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,17.1,2.144346,6.45,16.8,1,40.3,0.277777778
2016-11-14 22:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,16.9,2.144346,6.65,16.8,1,40.2,0.0
2016-11-14 22:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,16.7,2.098682,6.66,16.7,1,39.5,0.277777778
2016-11-14 23:00:00,AFS_ASU_Fall2016_KA32_seedtrain,8.0,16.5,2.098682,6.58,16.3,1,40.5,0.277777778
2016-11-14 23:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,16.3,2.098682,6.85,16.3,1,41.1,0.555555556
2016-11-14 23:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,16.1,2.144346,6.87,16.0,1,43.9,0.0
2016-11-14 23:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,15.9,2.098682,6.94,16.0,1,45.7,0.277777778
2016-11-15 00:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,15.7,2.053089,6.85,16.1,1,44.7,0.0
2016-11-15 00:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,15.5,2.053089,7.1,16.3,1,42.8,0.555555556
2016-11-15 00:30:00,AFS_ASU_Fall2016_KA32_seedtrain,8.0,15.3,2.053089,7.05,15.9,1,43.0,1.111111111
2016-11-15 00:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,15.1,2.053089,7.21,15.5,1,44.2,1.111111111
2016-11-15 01:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,14.9,2.007426,7.1,15.2,1,45.2,1.388888889
2016-11-15 01:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,14.7,2.007426,7.4,15.0,1,46.7,0.555555556
2016-11-15 01:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,14.5,2.007426,7.47,14.6,1,47.6,1.111111111
2016-11-15 01:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,14.4,1.961833,7.37,14.4,1,47.9,1.111111111
2016-11-15 02:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,14.2,1.961833,7.2,14.3,1,47.7,1.111111111
2016-11-15 02:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,14.0,2.007426,7.54,14.2,1,47.4,1.388888889
2016-11-15 02:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,13.8,1.961833,7.55,14.3,1,47.1,1.666666667
2016-11-15 02:45:00,AFS_ASU_Fall2016_KA32_seedtrain,8.0,13.6,1.961833,7.53,14.8,1,44.8,2.222222222
2016-11-15 03:00:00,AFS_ASU_Fall2016_KA32_seedtrain,8.0,13.4,1.961833,7.62,14.5,1,45.3,1.111111111
2016-11-15 03:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,13.3,1.961833,7.73,14.5,1,45.1,1.388888889
2016-11-15 03:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,13.1,1.961833,7.92,14.3,1,44.1,1.388888889
2016-11-15 03:45:00,AFS_ASU_Fall2016_KA32_seedtrain,8.0,13.0,1.961833,8.06,14.4,1,43.5,1.111111111
2016-11-15 04:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,12.8,1.961833,8.0,14.3,1,43.5,0.555555556
2016-11-15 04:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,12.7,1.91624,7.94,13.9,1,45.0,0.277777778
2016-11-15 04:30:00,AFS_ASU_Fall2016_KA32_seedtrain,8.0,12.6,1.91624,7.84,13.7,1,45.5,0.833333333
2016-11-15 04:45:00,AFS_ASU_Fall2016_KA32_seedtrain,8.0,12.5,1.870507,8.08,13.5,1,45.3,1.666666667
2016-11-15 05:00:00,AFS_ASU_Fall2016_KA32_seedtrain,8.0,12.3,1.870507,7.96,13.5,1,44.7,0.833333333
