datetime,experimentid_x,ph,temperature_oc,par_umol_photons_m2_s,dissolved_oxygen_mg_l,airtemp_oc,global_light_energy_w_m2,humid_rh,wdspd_m_s
2016-10-19 17:15:00,AFS_ASU_Fall2016_KA32_seedtrain,6.79,24.6,141.343,11.53,32.3,187,17.9,0.833333333
2016-10-19 17:30:00,AFS_ASU_Fall2016_KA32_seedtrain,6.88,24.7,54.6119,10.91,31.5,138,18.6,0.833333333
2016-10-19 17:45:00,AFS_ASU_Fall2016_KA32_seedtrain,6.95,24.4,19.70952,10.3,30.5,88,20.1,0.277777778
2016-10-19 18:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.02,24.2,4.744832,9.74,30.0,37,20.4,0.0
2016-10-19 18:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.09,24.1,2.691813,9.22,29.2,10,22.5,0.0
2016-10-19 18:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.15,23.9,2.600557,8.78,28.2,2,23.5,0.0
2016-10-19 18:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.21,23.8,2.418044,8.47,27.3,1,25.0,0.0
2016-10-19 19:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.26,23.6,2.463637,8.24,26.7,1,24.7,0.0
2016-10-19 19:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.31,23.5,2.50937,8.06,26.3,1,24.9,0.0
2016-10-19 19:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.36,23.3,2.50937,8.0,26.1,1,25.8,0.0
2016-10-19 19:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.41,23.1,2.50937,7.9,25.8,1,26.3,0.0
2016-10-19 20:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.44,22.9,2.463637,7.9,25.8,1,26.3,0.0
2016-10-19 20:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.48,22.8,2.418044,7.82,25.9,1,26.4,0.277777778
2016-10-19 20:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.51,22.6,2.418044,7.83,25.7,1,26.6,0.0
2016-10-19 20:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.54,22.5,2.418044,7.8,24.8,1,27.6,0.0
2016-10-19 21:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.57,22.3,2.418044,7.83,23.9,1,28.5,0.0
2016-10-19 21:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.59,22.1,2.372381,7.81,23.5,1,28.1,0.277777778
2016-10-19 21:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.62,21.9,2.372381,7.83,22.9,1,28.9,0.0
2016-10-19 21:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.64,21.7,2.326788,7.84,22.8,1,28.6,0.0
2016-10-19 22:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.66,21.5,2.326788,7.89,22.2,1,29.1,0.0
2016-10-19 22:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.66,21.3,2.326788,7.84,21.7,1,30.6,0.0
2016-10-19 22:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.67,21.1,2.281195,7.65,21.4,1,32.1,0.0
2016-10-19 22:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.67,20.9,2.326788,7.53,21.5,1,30.7,0.0
2016-10-19 23:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.67,20.8,2.326788,7.43,21.2,1,31.2,0.0
2016-10-19 23:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.67,20.6,2.326788,7.35,20.9,1,33.1,0.0
2016-10-19 23:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.68,20.4,2.326788,7.28,20.9,1,32.8,0.0
2016-10-19 23:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.67,20.2,2.281195,7.26,21.5,1,30.3,0.277777778
2016-10-20 00:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.68,20.1,2.235532,7.22,21.5,1,28.3,0.0
2016-10-20 00:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.67,19.9,2.235532,7.15,21.2,1,28.3,0.0
2016-10-20 00:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.66,19.7,2.235532,7.11,20.9,1,28.7,0.0
2016-10-20 00:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.66,19.5,2.189939,7.09,20.8,1,29.1,0.0
2016-10-20 01:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.66,19.3,2.144346,7.12,20.6,1,29.8,0.0
2016-10-20 01:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.66,19.1,2.144346,7.11,20.2,1,30.0,0.0
2016-10-20 01:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.66,19.0,2.144346,7.11,19.6,1,32.0,0.0
2016-10-20 01:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.66,18.8,2.144346,7.17,19.1,1,33.2,0.0
2016-10-20 02:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.66,18.6,2.144346,7.13,18.7,0,32.3,0.0
2016-10-20 02:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.66,18.5,2.098682,7.15,18.2,0,34.5,0.0
2016-10-20 02:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.67,18.3,2.053089,7.16,17.9,0,36.3,0.0
2016-10-20 02:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.67,18.1,2.053089,7.22,17.2,1,38.0,0.0
2016-10-20 03:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.67,17.9,2.053089,7.19,17.0,0,38.2,0.0
2016-10-20 03:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.67,17.7,2.053089,7.23,16.7,0,38.5,0.0
2016-10-20 03:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.67,17.6,2.007426,7.28,16.2,1,38.8,0.0
2016-10-20 03:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.67,17.4,2.007426,7.28,15.9,0,39.0,0.0
2016-10-20 04:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.68,17.2,1.961833,7.3,15.4,1,41.0,0.0
2016-10-20 04:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.68,17.0,1.961833,7.32,15.2,1,42.9,0.0
2016-10-20 04:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.67,16.9,1.961833,7.29,14.7,0,44.1,0.0
2016-10-20 04:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.67,16.7,1.961833,7.29,14.7,0,44.7,0.0
2016-10-20 05:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.67,16.5,1.91624,7.26,14.7,0,44.5,0.0
2016-10-20 05:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.67,16.4,1.961833,7.26,14.5,0,42.9,0.0
2016-10-20 05:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.67,16.2,1.91624,7.27,14.2,1,43.0,0.0
2016-10-20 05:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.66,16.0,1.870507,7.23,14.2,0,41.2,0.0
2016-10-20 06:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.66,15.8,1.91624,7.25,14.2,1,40.8,0.0
2016-10-20 06:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.66,15.7,2.281195,7.22,13.9,1,41.9,0.0
2016-10-20 06:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.66,15.5,8.668569,7.18,13.7,1,42.8,0.0
2016-10-20 06:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.66,15.3,32.39301,7.31,13.8,1,40.3,0.0
2016-10-20 07:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.67,15.1,95.67348,7.6,13.5,2,39.6,0.0
2016-10-20 07:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.7,15.0,193.3544,8.18,13.3,9,39.5,0.0
2016-10-20 07:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.77,15.0,289.8947,8.98,13.4,35,38.6,0.0
2016-10-20 07:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.77,15.0,392.5031,6.86,14.1,82,37.1,0.0
2016-10-20 08:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.91,15.3,498.7614,11.08,15.9,136,33.1,0.0
2016-10-20 08:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.98,15.3,605.5215,12.38,17.6,184,29.6,0.0
2016-10-20 08:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,15.4,710.0916,13.43,18.8,233,27.5,0.0
2016-10-20 08:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,15.6,810.6013,14.14,19.8,282,26.3,0.0
2016-10-20 09:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,15.8,908.7385,15.0,20.9,330,25.6,0.0
2016-10-20 09:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,16.0,1001.446,15.74,22.3,381,23.7,0.0
2016-10-20 09:30:00,AFS_ASU_Fall2016_KA32_seedtrain,8.0,16.3,1088.132,16.41,23.8,427,22.6,0.0
2016-10-20 09:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,16.7,1164.689,16.95,25.2,471,20.5,0.0
2016-10-20 10:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,17.1,1238.326,17.28,26.7,516,17.0,0.0
2016-10-20 10:15:00,AFS_ASU_Fall2016_KA32_seedtrain,8.0,17.5,1304.344,17.77,28.1,555,15.3,0.0
2016-10-20 10:30:00,AFS_ASU_Fall2016_KA32_seedtrain,8.0,17.9,1367.26,18.11,29.0,592,16.5,0.0
2016-10-20 15:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,24.6,944.1428,17.35,37.3,552,10.2,1.944444444
2016-10-20 15:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,24.6,845.7775,16.51,37.5,513,10.2,1.944444444
2016-10-20 15:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,24.6,744.5834,16.48,37.4,473,10.2,2.222222222
2016-10-20 16:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,24.6,535.0781,16.14,37.0,378,10.6,2.5
2016-10-20 16:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,24.5,423.6187,15.46,36.8,332,10.7,1.944444444
2016-10-20 16:45:00,AFS_ASU_Fall2016_KA32_seedtrain,8.0,24.3,319.3223,14.52,36.6,278,11.4,3.055555556
2016-10-20 17:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,24.2,218.4476,13.62,36.2,227,11.7,2.5
2016-10-20 17:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,23.9,126.3328,12.76,35.6,176,12.0,2.222222222
2016-10-20 17:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.98,23.7,53.33445,11.81,34.8,126,12.8,1.944444444
2016-10-20 17:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.98,23.5,17.88461,10.96,34.1,76,13.2,2.5
2016-10-20 18:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.98,23.2,4.516797,9.92,33.5,32,13.8,2.5
2016-10-20 18:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.98,23.0,2.919918,9.18,32.7,9,14.4,2.222222222
2016-10-20 18:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.97,22.7,2.783069,8.58,32.2,2,14.9,1.944444444
2016-10-20 18:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.97,22.5,2.783069,8.1,31.6,1,15.5,1.944444444
2016-10-20 19:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.97,22.3,2.737406,7.75,31.0,1,16.3,2.5
2016-10-20 19:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.97,22.1,2.691813,7.47,30.3,1,17.0,2.222222222
2016-10-20 19:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.97,21.8,2.691813,7.27,29.5,1,17.8,2.222222222
2016-10-20 20:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.97,21.4,2.64622,6.97,28.5,1,18.6,2.5
2016-10-20 20:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.97,21.2,2.64622,6.9,28.2,1,18.9,1.944444444
2016-10-20 20:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.97,20.9,2.600557,6.86,27.5,1,19.7,1.111111111
2016-10-20 20:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.97,20.8,2.600557,6.81,27.1,1,20.7,2.5
2016-10-20 21:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.97,20.6,2.600557,6.8,27.2,1,21.3,2.222222222
2016-10-20 21:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.97,20.4,2.554964,6.81,27.0,1,21.6,1.944444444
2016-10-20 21:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.97,20.2,2.600557,6.83,26.5,1,22.3,1.388888889
2016-10-20 21:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.97,20.0,2.554964,6.86,26.1,1,22.9,1.666666667
2016-10-20 22:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.96,19.8,2.554964,6.89,26.2,1,22.8,1.388888889
2016-10-20 22:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.97,19.7,2.50937,6.93,26.3,1,22.8,1.388888889
2016-10-20 22:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.97,19.5,2.50937,6.98,25.8,1,23.0,1.666666667
2016-10-20 22:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.97,19.3,2.50937,6.99,25.2,1,23.5,1.944444444
2016-10-20 23:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.97,19.2,2.50937,7.02,25.0,1,24.3,1.666666667
2016-10-20 23:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.97,19.0,2.50937,7.07,25.1,1,24.5,1.388888889
2016-10-20 23:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.96,18.9,2.50937,7.06,25.1,1,24.6,1.111111111
2016-10-20 23:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.96,18.8,2.50937,7.15,25.2,1,24.6,1.388888889
2016-10-21 00:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.96,18.6,2.50937,7.17,25.2,1,25.1,1.944444444
2016-10-21 00:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.96,18.4,2.50937,7.19,25.5,1,25.1,1.944444444
2016-10-21 00:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.96,18.3,2.50937,7.24,25.7,1,24.9,1.944444444
2016-10-21 00:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.96,18.2,2.554964,7.23,26.0,1,24.5,2.5
2016-10-21 01:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.96,18.0,2.554964,7.29,26.1,1,24.4,3.333333333
2016-10-21 01:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.96,17.9,2.554964,7.32,26.1,1,24.5,3.055555556
2016-10-21 01:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.96,17.8,2.554964,7.36,26.1,1,24.6,3.055555556
2016-10-21 01:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.96,17.6,2.50937,7.38,26.1,1,24.4,2.5
2016-10-21 02:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.96,17.5,2.50937,7.43,25.9,1,24.5,1.666666667
2016-10-21 02:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.96,17.4,2.50937,7.45,25.4,1,25.1,2.222222222
2016-10-21 02:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.96,17.2,2.50937,7.5,25.2,1,25.3,1.111111111
2016-10-21 03:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.96,17.1,2.418044,7.52,24.8,1,25.9,1.388888889
2016-10-21 03:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.96,17.0,2.418044,7.6,24.3,1,26.6,1.666666667
2016-10-21 03:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.96,16.9,2.418044,7.6,23.8,1,27.5,1.388888889
2016-10-21 03:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.96,16.9,2.418044,7.63,23.2,1,28.0,1.666666667
2016-10-21 04:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.96,16.8,2.418044,7.66,22.7,1,28.5,1.666666667
2016-10-21 04:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.96,16.7,2.372381,7.68,22.8,1,28.6,1.388888889
2016-10-21 04:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.96,16.6,2.326788,7.71,22.8,1,28.7,0.0
2016-10-21 04:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.96,16.6,2.326788,7.77,22.1,1,29.5,0.0
2016-10-21 05:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.96,16.5,2.235532,7.78,22.0,1,29.3,0.0
2016-10-21 05:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.96,16.4,2.235532,7.77,21.3,1,30.2,0.0
2016-10-21 05:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.96,16.3,2.235532,7.82,20.8,1,32.4,0.0
2016-10-21 05:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.96,16.2,2.189939,7.85,20.2,1,34.0,0.0
2016-10-21 06:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.96,16.1,2.189939,7.86,19.4,1,36.3,0.0
2016-10-21 06:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.96,16.1,2.418044,7.9,19.4,1,35.7,0.0
2016-10-21 06:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.96,16.0,8.121032,7.96,19.4,1,36.3,0.0
2016-10-21 06:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.96,15.9,31.70862,8.07,19.2,1,37.0,0.0
2016-10-21 07:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.97,15.9,89.42302,8.36,19.3,2,36.7,0.0
2016-10-21 07:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.98,15.8,180.9903,8.8,19.6,8,36.1,0.0
2016-10-21 07:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.93,15.8,274.3826,6.08,20.7,32,32.8,0.277777778
2016-10-21 07:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.98,16.4,377.1734,9.3,21.2,75,32.1,0.0
2016-10-21 08:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,16.6,481.8805,10.77,22.1,124,30.7,0.0
2016-10-21 08:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,16.7,587.2719,11.7,23.5,172,29.4,0.0
2016-10-21 08:30:00,AFS_ASU_Fall2016_KA32_seedtrain,8.0,16.9,691.0208,12.61,24.8,220,27.3,0.0
2016-10-21 08:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,17.2,790.2074,13.45,26.0,269,25.7,0.277777778
2016-10-21 09:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.98,17.4,889.1657,14.22,27.1,300,24.5,0.833333333
2016-10-21 09:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,17.8,984.52,14.8,28.0,365,23.3,0.833333333
2016-10-21 09:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,18.1,1071.16,15.41,28.8,412,22.4,1.111111111
2016-10-21 09:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,18.4,1151.321,15.89,29.7,457,21.6,1.666666667
2016-10-21 10:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,18.8,1227.559,16.71,30.4,501,20.4,3.333333333
2016-10-21 10:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,19.1,1290.566,16.92,30.9,541,19.8,3.055555556
2016-10-21 15:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,25.9,832.364,15.73,37.1,501,14.9,1.111111111
2016-10-21 15:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,25.9,733.7704,15.31,37.1,458,15.3,0.555555556
2016-10-21 16:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,25.9,630.204,14.44,36.9,415,14.8,1.111111111
2016-10-21 16:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.97,26.0,523.5352,14.17,36.8,368,14.7,1.388888889
2016-10-21 16:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,25.9,418.8282,13.55,36.6,321,14.7,1.388888889
2016-10-21 16:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,25.9,314.623,12.75,36.4,270,16.4,0.277777778
2016-10-21 17:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.98,25.8,217.1702,11.72,36.2,221,15.5,0.555555556
2016-10-21 17:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,25.6,122.3179,10.86,35.7,171,15.5,0.555555556
2016-10-21 17:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.98,25.5,51.46387,9.93,34.6,124,17.3,0.555555556
2016-10-21 17:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.98,25.3,15.92277,9.02,33.9,74,16.5,0.277777778
2016-10-21 18:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.97,25.2,4.106109,8.18,33.2,30,18.1,0.0
2016-10-21 18:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.96,25.1,2.828662,7.43,32.0,8,20.2,0.0
2016-10-21 18:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.95,24.9,2.783069,6.83,30.5,2,23.2,0.0
2016-10-21 18:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.94,24.7,2.691813,6.34,28.9,1,26.1,0.0
2016-10-21 19:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.93,24.6,2.691813,5.98,27.9,1,26.3,0.0
2016-10-21 19:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.93,24.4,2.64622,5.7,27.3,1,28.5,0.0
2016-10-21 19:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.92,24.3,2.600557,5.45,26.7,1,29.8,0.0
2016-10-21 19:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.91,24.1,2.600557,5.3,26.6,1,29.2,0.0
2016-10-21 20:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.9,23.9,2.600557,5.14,26.6,1,26.5,0.0
2016-10-21 20:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.89,23.7,2.600557,5.02,26.4,1,25.3,0.0
2016-10-21 20:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.89,23.4,2.600557,4.97,26.2,1,25.0,0.0
2016-10-21 20:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.88,23.2,2.600557,4.91,26.1,1,24.9,0.555555556
2016-10-21 21:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.88,23.0,2.600557,4.85,26.3,1,25.6,1.666666667
2016-10-21 21:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.87,22.8,2.600557,4.84,26.5,1,24.9,1.388888889
2016-10-21 21:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.86,22.5,2.50937,4.82,26.3,1,24.1,1.111111111
2016-10-21 21:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.85,22.3,2.50937,4.82,25.7,1,24.7,0.277777778
2016-10-21 22:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.84,22.1,2.50937,4.8,25.2,1,24.2,0.555555556
2016-10-21 22:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.84,21.8,2.463637,4.85,24.6,1,25.7,1.111111111
2016-10-21 22:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.83,21.6,2.50937,4.85,24.1,1,26.5,0.833333333
2016-10-21 22:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.82,21.4,2.463637,4.85,23.7,1,26.7,0.833333333
2016-10-21 23:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.81,21.1,2.463637,4.89,23.8,1,26.6,0.555555556
2016-10-21 23:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.81,20.9,2.418044,4.93,23.8,1,26.4,0.555555556
2016-10-21 23:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.8,20.8,2.418044,4.97,23.9,1,26.3,0.555555556
2016-10-21 23:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.8,20.6,2.418044,5.0,23.9,1,26.2,0.833333333
2016-10-22 00:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.79,20.4,2.418044,5.06,23.6,1,26.8,0.0
2016-10-22 00:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.78,20.1,2.418044,5.12,23.2,1,27.6,0.0
2016-10-22 00:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.77,20.0,2.372381,5.17,23.0,1,28.2,0.0
2016-10-22 01:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.77,19.9,2.372381,5.23,23.2,1,28.2,0.833333333
2016-10-22 01:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.76,19.8,2.326788,5.28,23.1,1,28.8,0.0
2016-10-22 01:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.76,19.6,2.418044,5.33,23.2,1,29.1,0.277777778
2016-10-22 01:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.76,19.5,2.372381,5.38,23.3,1,29.4,0.833333333
2016-10-22 02:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.76,19.3,2.372381,5.43,24.0,1,28.7,1.388888889
2016-10-22 02:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.76,19.1,2.372381,5.48,23.8,1,28.6,1.666666667
2016-10-22 02:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.75,19.0,2.326788,5.53,23.2,1,29.4,1.111111111
2016-10-22 02:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.75,18.8,2.372381,5.61,22.8,1,30.2,0.555555556
2016-10-22 03:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.75,18.5,2.372381,5.73,22.0,1,31.4,1.111111111
2016-10-22 03:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.74,18.3,2.326788,5.75,22.3,1,31.5,1.111111111
2016-10-22 03:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.74,18.2,2.326788,5.82,22.5,1,31.4,1.388888889
2016-10-22 04:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.74,18.0,2.326788,5.9,22.5,1,31.5,1.944444444
2016-10-22 04:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.74,17.9,2.326788,5.93,22.2,1,32.2,1.944444444
2016-10-22 04:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.74,17.8,2.326788,5.98,22.0,1,32.2,1.111111111
2016-10-22 04:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.74,17.6,2.235532,6.02,21.4,1,33.0,0.277777778
2016-10-22 05:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.73,17.5,2.235532,6.1,20.5,1,34.1,0.0
2016-10-22 05:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.74,17.3,2.235532,6.2,20.1,1,34.5,0.0
2016-10-22 05:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.74,17.2,2.235532,6.22,19.7,1,35.2,0.0
2016-10-22 05:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.74,17.1,2.235532,6.27,19.6,1,35.5,0.0
2016-10-22 06:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.73,17.0,2.235532,6.3,19.7,1,35.5,0.0
2016-10-22 06:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.73,16.8,2.463637,6.36,19.9,1,34.6,0.0
