,ph,temperature,datetime,do_linreg,dvd_dev_id,rounded_datetime,airtemp,humid,precipitation (mm),surface_pressure (hPa),windspeed_10m (km/h),light,Depth,temperature^2,airtemp^2,temp*airtemp,depth*temp,do_knn,do
0,8.447591118558858,27.834035431444192,2023-06-08 07:51:57.446292,8.275,2,2023-06-08 08:00:00,31.1,87,0.0,1001.8,2.3,142.0,1.2192,774.7335283988907,967.21,865.6385019179144,33.935255998016764,6.3584027777499985,8.128
1,8.568244658567238,27.484503997289835,2023-06-08 08:08:22.525905,8.211,2,2023-06-08 08:00:00,31.1,87,0.0,1001.8,2.3,142.0,1.2192,755.397959977041,967.21,854.7680743157139,33.509107273495765,6.3584027777499985,8.128
2,9.453037285295347,29.68883613301961,2023-06-08 08:22:42.957353,8.139,2,2023-06-08 08:00:00,31.1,87,0.0,1001.8,2.3,142.0,1.2192,881.4269909332908,967.21,923.3228037369099,36.19662901337751,6.3584027777499985,7.386999999999999
3,9.372601591956428,30.67521379239855,2023-06-08 08:39:07.576325,8.246,2,2023-06-08 09:00:00,31.8,84,0.0,1001.5,3.6,173.0,1.2192,940.9687412093583,1011.24,975.471798598274,37.39922065569232,6.329652777749999,7.831999999999999
4,9.372601591956428,30.67521379239855,2023-06-08 08:51:18.323593,8.246,2,2023-06-08 09:00:00,31.8,84,0.0,1001.5,3.6,173.0,1.2192,940.9687412093583,1011.24,975.471798598274,37.39922065569232,6.329652777749999,7.831999999999999
5,8.572601591956428,33.83710149075512,2023-06-08 08:54:45.574976,8.746,2,2023-06-08 09:00:00,31.8,84,0.0,1001.5,3.6,173.0,1.2192,1144.9494372956622,1011.24,1076.0198274060128,41.25419413752864,6.329652777749999,7.831999999999999
6,8.532383745286966,33.83710149075512,2023-06-08 08:55:32.478397,8.758,2,2023-06-08 09:00:00,31.8,84,0.0,1001.5,3.6,173.0,1.2192,1144.9494372956622,1011.24,1076.0198274060128,41.25419413752864,6.329652777749999,7.831999999999999
7,8.532383745286966,33.931122789240305,2023-06-08 09:11:57.720104,8.766,2,2023-06-08 09:00:00,31.8,84,0.0,1001.5,3.6,173.0,1.2192,1151.321093738503,1011.24,1079.0097046978417,41.368824904641784,6.329652777749999,7.831999999999999
8,8.532383745286966,33.83710149075512,2023-06-08 09:28:23.101344,8.758,2,2023-06-08 09:00:00,31.8,84,0.0,1001.5,3.6,173.0,1.2192,1144.9494372956622,1011.24,1076.0198274060128,41.25419413752864,6.329652777749999,7.831999999999999
9,8.49216589861751,33.931122789240305,2023-06-08 09:44:48.797808,8.777,2,2023-06-08 10:00:00,31.8,81,2.2,1001.7,3.1,244.0,1.2192,1151.321093738503,1011.24,1079.0097046978417,41.368824904641784,6.44215277775,7.56195
10,8.451948051948047,33.931122789240305,2023-06-08 10:01:14.280726,8.789,2,2023-06-08 10:00:00,31.8,81,2.2,1001.7,3.1,244.0,1.2192,1151.321093738503,1011.24,1079.0097046978417,41.368824904641784,6.44215277775,7.56195
11,8.49216589861751,33.931122789240305,2023-06-08 10:17:39.957586,8.777,2,2023-06-08 10:00:00,31.8,81,2.2,1001.7,3.1,244.0,1.2192,1151.321093738503,1011.24,1079.0097046978417,41.368824904641784,6.44215277775,7.56195
12,8.532383745286966,33.931122789240305,2023-06-08 10:34:05.900952,8.766,2,2023-06-08 11:00:00,30.7,87,1.9,1001.4,5.5,198.0,1.2192,1151.321093738503,942.49,1041.6854696296773,41.368824904641784,6.527499999958334,6.9443333332999995
13,8.49216589861751,33.931122789240305,2023-06-08 10:50:31.402303,8.777,2,2023-06-08 11:00:00,30.7,87,1.9,1001.4,5.5,198.0,1.2192,1151.321093738503,942.49,1041.6854696296773,41.368824904641784,6.527499999958334,6.9443333332999995
14,8.572601591956428,33.931122789240305,2023-06-08 11:06:57.263248,8.754,2,2023-06-08 11:00:00,30.7,87,1.9,1001.4,5.5,198.0,1.2192,1151.321093738503,942.49,1041.6854696296773,41.368824904641784,6.527499999958334,6.9443333332999995
15,8.572601591956428,33.931122789240305,2023-06-08 11:23:22.878687,8.754,2,2023-06-08 11:00:00,30.7,87,1.9,1001.4,5.5,198.0,1.2192,1151.321093738503,942.49,1041.6854696296773,41.368824904641784,6.527499999958334,6.9443333332999995
16,8.612819438625888,33.931122789240305,2023-06-08 11:39:49.255366,8.742,2,2023-06-08 12:00:00,29.1,93,0.1,1001.8,6.6,150.0,1.2192,1151.321093738503,846.8100000000001,987.395673166893,41.368824904641784,6.577638888875001,6.7090000000000005
17,8.612819438625888,33.83710149075512,2023-06-08 11:56:13.741300,8.734,2,2023-06-08 12:00:00,29.1,93,0.1,1001.8,6.6,150.0,1.2192,1144.9494372956622,846.8100000000001,984.659653380974,41.25419413752864,6.577638888875001,6.7090000000000005
18,8.612819438625888,33.83710149075512,2023-06-08 12:12:39.321379,8.734,2,2023-06-08 12:00:00,29.1,93,0.1,1001.8,6.6,150.0,1.2192,1144.9494372956622,846.8100000000001,984.659653380974,41.25419413752864,6.577638888875001,6.7090000000000005
19,8.612819438625888,33.931122789240305,2023-06-08 12:29:04.764036,8.742,2,2023-06-08 12:00:00,29.1,93,0.1,1001.8,6.6,150.0,1.2192,1151.321093738503,846.8100000000001,987.395673166893,41.368824904641784,6.577638888875001,6.7090000000000005
20,8.612819438625888,33.931122789240305,2023-06-08 12:45:30.559907,8.742,2,2023-06-08 13:00:00,28.6,94,1.7,1001.3,6.8,156.0,1.2192,1151.321093738503,817.96,970.4301117722728,41.368824904641784,6.577638888875001,6.973000000000001
21,8.612819438625888,33.83710149075512,2023-06-08 13:01:54.601885,8.734,2,2023-06-08 13:00:00,28.6,94,1.7,1001.3,6.8,156.0,1.2192,1144.9494372956622,817.96,967.7411026355963,41.25419413752864,6.577638888875001,6.973000000000001
22,8.612819438625888,33.83710149075512,2023-06-08 13:18:19.496403,8.734,2,2023-06-08 13:00:00,28.6,94,1.7,1001.3,6.8,156.0,1.2192,1144.9494372956622,817.96,967.7411026355963,41.25419413752864,6.577638888875001,6.973000000000001
23,8.612819438625888,33.83710149075512,2023-06-08 13:34:44.450214,8.734,2,2023-06-08 14:00:00,28.9,92,0.1,1000.8,6.1,236.0,1.2192,1144.9494372956622,835.2099999999999,977.8922330828228,41.25419413752864,6.69152777775,6.93095
24,8.572601591956428,33.83710149075512,2023-06-08 13:51:09.321738,8.746,2,2023-06-08 14:00:00,28.9,92,0.1,1000.8,6.1,236.0,1.2192,1144.9494372956622,835.2099999999999,977.8922330828228,41.25419413752864,6.69152777775,6.93095
25,8.572601591956428,33.743205689961485,2023-06-08 14:07:34.376212,8.738,2,2023-06-08 14:00:00,28.9,92,0.1,1000.8,6.1,236.0,1.2192,1138.6039302350491,835.2099999999999,975.1786444398869,41.13971637720105,6.69152777775,6.93095
26,8.572601591956428,33.743205689961485,2023-06-08 14:23:59.213048,8.738,2,2023-06-08 14:00:00,28.9,92,0.1,1000.8,6.1,236.0,1.2192,1138.6039302350491,835.2099999999999,975.1786444398869,41.13971637720105,6.69152777775,6.93095
27,8.532383745286966,33.743205689961485,2023-06-08 14:40:24.135450,8.75,2,2023-06-08 15:00:00,29.2,90,0.0,999.8,4.6,222.0,1.2192,1138.6039302350491,852.64,985.3016061468753,41.13971637720105,6.533958333291667,7.126133333299999
