time,temperature_2m (°C),relativehumidity_2m (%),precipitation (mm),surface_pressure (hPa),windspeed_10m (km/h),direct_radiation (W/m²),diffuse_radiation (W/m²)
2017-06-26T15:00,12.0,90,0.00,1010.3,7.6,0.0,0.0
2017-06-26T16:00,12.1,91,0.00,1009.9,6.1,0.0,0.0
2017-06-26T17:00,12.6,91,0.00,1009.9,5.5,0.0,0.0
2017-06-26T18:00,11.8,93,0.00,1009.5,6.9,0.0,0.0
2017-06-26T19:00,11.8,95,0.00,1010.0,8.0,0.0,0.0
2017-06-26T20:00,12.9,94,0.00,1009.9,7.1,0.0,0.0
2017-06-26T21:00,12.5,96,0.00,1010.4,6.3,0.0,0.0
2017-06-26T22:00,12.1,97,0.00,1010.4,3.8,0.0,0.0
2017-06-26T23:00,11.2,98,0.00,1010.3,1.6,0.0,0.0
2017-06-27T00:00,9.4,99,0.00,1010.5,1.1,0.0,0.0
2017-06-27T01:00,8.8,100,0.00,1010.4,2.1,0.0,0.0
2017-06-27T02:00,8.9,100,0.00,1011.0,4.3,0.0,0.0
2017-06-27T03:00,11.2,97,0.00,1011.2,3.4,27.0,23.0
2017-06-27T04:00,12.6,95,0.00,1011.7,6.4,73.0,77.0
2017-06-27T05:00,13.3,92,0.00,1011.9,7.0,176.0,113.0
2017-06-27T06:00,14.6,80,0.00,1011.3,9.0,268.0,127.0
2017-06-27T07:00,15.2,75,0.00,1010.7,10.0,347.0,104.0
2017-06-27T08:00,15.5,72,0.00,1009.9,10.0,375.0,97.0
2017-06-27T09:00,15.4,71,0.00,1009.8,12.5,313.0,90.0
2017-06-27T10:00,15.1,73,0.00,1010.0,14.7,225.0,73.0
2017-06-27T11:00,14.4,77,0.00,1010.1,13.3,99.0,49.0
2017-06-27T12:00,13.4,82,0.00,1010.4,12.2,11.0,13.0
2017-06-27T13:00,12.6,87,0.00,1010.3,14.2,0.0,0.0
2017-06-27T14:00,12.0,90,0.00,1010.5,16.6,0.0,0.0
2017-06-27T15:00,12.4,88,0.00,1010.9,18.4,0.0,0.0
2017-06-27T16:00,12.2,89,0.00,1010.9,20.0,0.0,0.0
2017-06-27T17:00,12.4,90,0.00,1011.1,22.7,0.0,0.0
2017-06-27T18:00,12.7,91,0.00,1011.8,22.5,0.0,0.0
2017-06-27T19:00,12.9,92,0.00,1010.6,24.0,0.0,0.0
2017-06-27T20:00,12.9,93,0.00,1010.8,25.2,0.0,0.0
2017-06-27T21:00,13.0,90,0.20,1010.8,24.9,0.0,0.0
2017-06-27T22:00,13.1,91,0.90,1011.0,25.8,0.0,0.0
2017-06-27T23:00,13.1,93,2.20,1011.1,22.9,0.0,0.0
2017-06-28T00:00,12.7,91,3.80,1011.7,17.6,0.0,0.0
2017-06-28T01:00,12.4,85,1.90,1013.1,18.6,0.0,0.0
2017-06-28T02:00,12.1,81,0.20,1014.4,15.3,0.0,0.0
2017-06-28T03:00,12.5,76,0.00,1015.7,15.3,22.0,24.0
2017-06-28T04:00,12.8,73,0.00,1017.1,15.6,44.0,73.0
2017-06-28T05:00,13.2,68,0.00,1018.0,16.8,88.0,118.0
2017-06-28T06:00,13.7,66,0.00,1018.3,12.7,302.0,106.0
2017-06-28T07:00,13.9,65,0.00,1018.3,12.9,297.0,126.0
2017-06-28T08:00,13.8,65,0.00,1018.2,12.4,260.0,116.0
2017-06-28T09:00,13.7,64,0.00,1018.5,11.0,237.0,110.0
2017-06-28T10:00,13.6,64,0.00,1018.7,10.2,194.0,78.0
2017-06-28T11:00,13.3,65,0.00,1019.4,6.1,91.0,57.0
2017-06-28T12:00,12.6,72,0.00,1019.4,6.8,10.0,14.0
2017-06-28T13:00,12.3,72,0.00,1019.8,0.7,0.0,0.0
2017-06-28T14:00,11.6,78,0.00,1020.1,2.6,0.0,0.0
2017-06-28T15:00,10.4,84,0.00,1020.7,5.6,0.0,0.0
2017-06-28T16:00,8.7,89,0.00,1020.7,7.7,0.0,0.0
2017-06-28T17:00,8.1,91,0.00,1020.9,8.7,0.0,0.0
2017-06-28T18:00,8.0,90,0.00,1020.5,9.4,0.0,0.0
2017-06-28T19:00,7.6,90,0.00,1020.0,10.2,0.0,0.0
2017-06-28T20:00,7.1,90,0.00,1019.9,10.7,0.0,0.0
2017-06-28T21:00,6.7,90,0.00,1019.1,10.7,0.0,0.0
2017-06-28T22:00,6.4,89,0.00,1018.6,10.2,0.0,0.0
2017-06-28T23:00,6.1,89,0.00,1018.0,10.2,0.0,0.0
2017-06-29T00:00,5.8,90,0.00,1017.1,10.2,0.0,0.0
2017-06-29T01:00,5.6,90,0.00,1016.8,10.5,0.0,0.0
2017-06-29T02:00,5.6,89,0.00,1016.6,11.2,0.0,0.0
2017-06-29T03:00,7.6,82,0.00,1016.5,11.6,45.0,26.0
2017-06-29T04:00,11.6,70,0.00,1016.3,12.1,173.0,55.0
2017-06-29T05:00,13.9,64,0.00,1016.4,12.7,303.0,70.0
2017-06-29T06:00,15.2,64,0.00,1015.8,17.1,398.0,77.0
2017-06-29T07:00,16.2,65,0.00,1014.5,20.9,444.0,79.0
2017-06-29T08:00,16.6,65,0.00,1013.8,24.0,434.0,79.0
2017-06-29T09:00,16.5,65,0.00,1013.5,23.2,370.0,74.0
2017-06-29T10:00,15.7,71,0.00,1013.5,19.9,261.0,65.0
2017-06-29T11:00,14.7,76,0.00,1013.7,17.0,123.0,48.0
2017-06-29T12:00,13.3,83,0.00,1014.1,12.8,16.0,13.0
2017-06-29T13:00,12.4,87,0.00,1014.4,11.5,0.0,0.0
2017-06-29T14:00,11.4,90,0.00,1014.6,10.5,0.0,0.0
2017-06-29T15:00,10.8,90,0.00,1014.9,10.1,0.0,0.0
2017-06-29T16:00,10.2,91,0.00,1015.1,10.5,0.0,0.0
2017-06-29T17:00,10.0,91,0.00,1015.1,11.5,0.0,0.0
2017-06-29T18:00,9.9,90,0.00,1014.8,12.2,0.0,0.0
2017-06-29T19:00,9.7,90,0.00,1014.8,13.1,0.0,0.0
2017-06-29T20:00,9.5,91,0.00,1015.0,13.5,0.0,0.0
2017-06-29T21:00,9.3,91,0.00,1015.1,13.0,0.0,0.0
2017-06-29T22:00,9.2,91,0.00,1015.4,13.0,0.0,0.0
2017-06-29T23:00,9.1,91,0.00,1015.2,13.0,0.0,0.0
2017-06-30T00:00,9.2,90,0.00,1015.3,14.1,0.0,0.0
2017-06-30T01:00,9.3,90,0.00,1015.6,15.4,0.0,0.0
2017-06-30T02:00,9.5,89,0.20,1016.1,16.0,0.0,0.0
2017-06-30T03:00,11.8,82,0.10,1016.7,16.0,3.0,18.0
2017-06-30T04:00,12.4,81,0.20,1017.8,15.2,17.0,45.0
2017-06-30T05:00,13.1,80,0.30,1018.5,13.0,11.0,96.0
2017-06-30T06:00,13.7,81,0.30,1018.7,12.4,63.0,92.0
2017-06-30T07:00,14.2,84,0.60,1018.3,10.9,57.0,135.0
2017-06-30T08:00,14.1,88,0.20,1018.3,7.1,4.0,71.0
2017-06-30T09:00,14.3,90,0.00,1018.4,5.2,7.0,74.0
2017-06-30T10:00,14.7,87,0.00,1019.3,4.7,26.0,87.0
2017-06-30T11:00,14.6,87,0.00,1019.6,3.1,16.0,54.0
2017-06-30T12:00,14.1,89,0.00,1020.0,1.5,7.0,9.0
2017-06-30T13:00,12.8,95,0.00,1020.4,3.6,0.0,0.0
2017-06-30T14:00,12.2,95,0.00,1021.3,2.9,0.0,0.0
2017-06-30T15:00,12.2,95,0.00,1021.8,2.6,0.0,0.0
2017-06-30T16:00,11.2,97,0.00,1022.3,3.2,0.0,0.0
2017-06-30T17:00,9.7,99,0.00,1022.1,5.8,0.0,0.0
2017-06-30T18:00,9.4,100,0.00,1021.6,6.3,0.0,0.0
2017-06-30T19:00,9.0,100,0.00,1021.2,4.5,0.0,0.0
2017-06-30T20:00,9.0,100,0.00,1021.8,1.9,0.0,0.0
2017-06-30T21:00,8.5,100,0.00,1022.0,3.9,0.0,0.0
2017-06-30T22:00,8.4,100,0.00,1022.1,5.0,0.0,0.0
2017-06-30T23:00,8.8,99,0.00,1021.4,5.1,0.0,0.0
2017-07-01T00:00,8.9,99,0.00,1021.1,5.5,0.0,0.0
2017-07-01T01:00,8.8,99,0.00,1021.7,5.7,0.0,0.0
2017-07-01T02:00,8.6,99,0.00,1021.7,6.6,0.0,0.0
2017-07-01T03:00,8.2,98,0.00,1021.7,6.5,7.0,35.0
2017-07-01T04:00,9.2,98,0.00,1021.9,5.8,61.0,109.0
2017-07-01T05:00,10.7,96,0.00,1021.5,4.8,106.0,171.0
2017-07-01T06:00,12.3,90,0.00,1020.6,3.9,163.0,191.0
2017-07-01T07:00,13.9,76,0.00,1019.6,5.1,305.0,157.0
2017-07-01T08:00,14.7,68,0.00,1018.7,6.2,333.0,147.0
2017-07-01T09:00,15.0,66,0.00,1018.2,7.2,297.0,122.0
2017-07-01T10:00,14.9,66,0.00,1018.0,8.2,167.0,123.0
2017-07-01T11:00,14.1,72,0.00,1017.8,7.3,62.0,85.0
2017-07-01T12:00,13.0,76,0.00,1017.9,9.6,5.0,20.0
2017-07-01T13:00,11.7,84,0.00,1017.4,10.1,0.0,0.0
2017-07-01T14:00,10.3,89,0.00,1017.6,8.7,0.0,0.0
2017-07-01T15:00,10.1,87,0.00,1017.2,8.0,0.0,0.0
2017-07-01T16:00,10.3,87,0.00,1017.2,7.3,0.0,0.0
2017-07-01T17:00,10.9,88,0.00,1016.8,6.2,0.0,0.0
2017-07-01T18:00,10.5,91,0.00,1016.7,5.5,0.0,0.0
2017-07-01T19:00,9.8,93,0.00,1016.7,6.4,0.0,0.0
2017-07-01T20:00,10.0,93,0.00,1016.5,6.3,0.0,0.0
2017-07-01T21:00,8.6,96,0.00,1016.4,7.2,0.0,0.0
2017-07-01T22:00,7.9,98,0.00,1016.0,6.1,0.0,0.0
2017-07-01T23:00,7.4,98,0.00,1016.2,6.2,0.0,0.0
2017-07-02T00:00,6.6,99,0.00,1016.5,9.1,0.0,0.0
2017-07-02T01:00,6.1,99,0.00,1017.0,9.6,0.0,0.0
2017-07-02T02:00,6.3,99,0.00,1017.6,9.0,0.0,0.0
2017-07-02T03:00,9.0,90,0.00,1018.3,10.4,37.0,23.0
2017-07-02T04:00,12.0,79,0.00,1019.1,11.2,143.0,62.0
2017-07-02T05:00,13.7,71,0.00,1019.7,12.7,224.0,76.0
2017-07-02T06:00,14.8,67,0.00,1019.4,13.4,246.0,100.0
2017-07-02T07:00,15.4,65,0.00,1019.4,14.9,248.0,125.0
2017-07-02T08:00,15.6,66,0.00,1018.9,16.7,125.0,148.0
2017-07-02T09:00,15.4,70,0.30,1019.4,16.4,97.0,133.0
2017-07-02T10:00,14.8,77,0.70,1019.9,15.6,75.0,84.0
2017-07-02T11:00,14.2,80,0.70,1020.1,12.8,25.0,55.0
2017-07-02T12:00,13.6,83,0.50,1020.7,12.2,4.0,7.0
2017-07-02T13:00,13.2,84,0.10,1021.2,12.0,0.0,0.0
2017-07-02T14:00,13.0,85,0.00,1021.6,11.1,0.0,0.0
2017-07-02T15:00,12.6,85,0.00,1022.0,9.7,0.0,0.0
2017-07-02T16:00,12.1,87,0.00,1022.4,9.7,0.0,0.0
2017-07-02T17:00,11.6,88,0.00,1022.8,8.7,0.0,0.0
2017-07-02T18:00,11.3,89,0.00,1023.1,8.0,0.0,0.0
2017-07-02T19:00,11.1,90,0.00,1022.7,8.0,0.0,0.0
2017-07-02T20:00,11.0,89,0.00,1023.2,7.4,0.0,0.0
2017-07-02T21:00,10.9,90,0.00,1022.9,5.9,0.0,0.0
2017-07-02T22:00,10.7,92,0.00,1023.2,5.1,0.0,0.0
2017-07-02T23:00,10.6,93,0.00,1023.1,4.7,0.0,0.0
2017-07-03T00:00,10.2,94,0.00,1023.1,3.4,0.0,0.0
2017-07-03T01:00,9.8,95,0.00,1023.5,2.1,0.0,0.0
2017-07-03T02:00,10.1,94,0.00,1023.9,1.4,0.0,0.0
2017-07-03T03:00,11.3,90,0.00,1024.2,1.8,26.0,25.0
2017-07-03T04:00,13.0,88,0.00,1024.4,2.2,89.0,75.0
2017-07-03T05:00,14.4,82,0.00,1024.8,4.4,216.0,110.0
2017-07-03T06:00,15.1,79,0.00,1024.1,5.6,304.0,119.0
2017-07-03T07:00,15.9,76,0.00,1023.8,5.1,441.0,80.0
2017-07-03T08:00,16.5,74,0.00,1022.6,3.6,434.0,78.0
2017-07-03T09:00,16.8,72,0.00,1022.2,3.9,370.0,75.0
2017-07-03T10:00,16.7,74,0.00,1022.1,6.4,260.0,66.0
2017-07-03T11:00,16.0,78,0.00,1022.0,6.3,125.0,49.0
2017-07-03T12:00,14.7,84,0.00,1022.2,9.6,17.0,14.0
2017-07-03T13:00,13.2,92,0.00,1021.9,9.5,0.0,0.0
2017-07-03T14:00,11.5,95,0.00,1021.9,9.6,0.0,0.0
2017-07-03T15:00,10.4,96,0.00,1021.9,9.7,0.0,0.0
2017-07-03T16:00,9.7,98,0.00,1021.9,10.3,0.0,0.0
2017-07-03T17:00,9.1,99,0.00,1021.8,10.5,0.0,0.0
2017-07-03T18:00,8.9,100,0.00,1021.3,9.8,0.0,0.0
2017-07-03T19:00,8.8,100,0.00,1020.8,7.2,0.0,0.0
2017-07-03T20:00,8.7,100,0.00,1020.5,5.9,0.0,0.0
2017-07-03T21:00,8.6,100,0.00,1020.3,5.9,0.0,0.0
2017-07-03T22:00,7.3,100,0.00,1019.7,5.5,0.0,0.0
2017-07-03T23:00,7.2,99,0.00,1019.6,3.3,0.0,0.0
2017-07-04T00:00,7.4,100,0.00,1019.5,4.1,0.0,0.0
2017-07-04T01:00,7.5,100,0.00,1019.8,3.1,0.0,0.0
2017-07-04T02:00,7.7,100,0.00,1020.0,3.1,0.0,0.0
2017-07-04T03:00,9.5,98,0.00,1020.4,2.9,8.0,35.0
2017-07-04T04:00,10.8,93,0.00,1020.4,2.5,31.0,104.0
2017-07-04T05:00,12.5,86,0.00,1020.6,2.9,120.0,145.0
2017-07-04T06:00,14.1,82,0.00,1019.8,3.1,201.0,177.0
2017-07-04T07:00,15.6,78,0.00,1018.9,1.0,342.0,135.0
2017-07-04T08:00,16.5,75,0.00,1017.9,4.1,402.0,102.0
2017-07-04T09:00,16.8,75,0.00,1017.6,6.8,342.0,97.0
2017-07-04T10:00,16.6,76,0.00,1017.6,6.9,234.0,85.0
2017-07-04T11:00,15.8,80,0.00,1017.2,5.8,112.0,58.0
2017-07-04T12:00,14.5,86,0.00,1017.4,8.0,14.0,16.0
2017-07-04T13:00,13.0,93,0.00,1017.4,8.7,0.0,0.0
2017-07-04T14:00,11.6,95,0.00,1017.2,9.0,0.0,0.0
2017-07-04T15:00,10.6,95,0.00,1017.2,9.7,0.0,0.0
2017-07-04T16:00,9.8,96,0.00,1017.0,9.8,0.0,0.0
2017-07-04T17:00,9.2,97,0.00,1016.8,9.7,0.0,0.0
2017-07-04T18:00,9.2,97,0.00,1016.6,8.7,0.0,0.0
2017-07-04T19:00,9.4,98,0.00,1016.4,6.6,0.0,0.0
2017-07-04T20:00,9.6,97,0.00,1016.3,5.8,0.0,0.0
2017-07-04T21:00,9.6,97,0.00,1016.0,5.4,0.0,0.0
2017-07-04T22:00,9.5,94,0.00,1015.6,4.5,0.0,0.0
2017-07-04T23:00,9.6,92,0.00,1015.5,3.7,0.0,0.0
2017-07-05T00:00,10.0,88,0.00,1015.2,2.9,0.0,0.0
2017-07-05T01:00,10.2,85,0.00,1015.7,4.0,0.0,0.0
2017-07-05T02:00,10.5,81,0.00,1016.0,4.7,0.0,0.0
2017-07-05T03:00,7.9,95,0.00,1016.4,4.7,32.0,28.0
2017-07-05T04:00,11.2,84,0.00,1016.7,3.7,153.0,63.0
2017-07-05T05:00,14.0,74,0.00,1017.1,3.3,230.0,109.0
2017-07-05T06:00,16.1,66,0.00,1016.2,2.1,331.0,118.0
2017-07-05T07:00,18.1,59,0.00,1015.5,4.2,419.0,105.0
2017-07-05T08:00,19.6,53,0.00,1014.2,6.2,406.0,105.0
2017-07-05T09:00,20.4,51,0.00,1014.0,8.4,318.0,118.0
2017-07-05T10:00,20.4,54,0.00,1013.5,8.0,175.0,125.0
2017-07-05T11:00,19.6,56,0.00,1013.6,9.0,75.0,83.0
2017-07-05T12:00,18.1,59,0.00,1013.8,13.0,8.0,21.0
2017-07-05T13:00,16.6,62,0.00,1013.9,12.6,0.0,0.0
2017-07-05T14:00,15.6,64,0.00,1014.8,12.4,0.0,0.0
2017-07-05T15:00,14.4,68,0.00,1015.4,12.3,0.0,0.0
2017-07-05T16:00,13.5,69,0.00,1015.7,12.5,0.0,0.0
2017-07-05T17:00,13.1,66,0.00,1015.6,14.1,0.0,0.0
2017-07-05T18:00,13.1,62,0.00,1015.7,15.5,0.0,0.0
2017-07-05T19:00,13.1,58,0.00,1015.7,16.6,0.0,0.0
2017-07-05T20:00,13.2,57,0.00,1016.1,17.7,0.0,0.0
2017-07-05T21:00,13.3,56,0.00,1016.0,18.1,0.0,0.0
2017-07-05T22:00,13.3,57,0.00,1016.1,18.8,0.0,0.0
2017-07-05T23:00,13.3,59,0.00,1015.8,19.2,0.0,0.0
2017-07-06T00:00,13.3,61,0.00,1016.0,19.6,0.0,0.0
2017-07-06T01:00,13.2,65,0.00,1016.2,19.6,0.0,0.0
2017-07-06T02:00,13.0,68,0.00,1016.5,19.5,0.0,0.0
2017-07-06T03:00,13.8,64,0.00,1016.9,19.9,45.0,26.0
2017-07-06T04:00,15.4,62,0.00,1017.2,20.8,173.0,57.0
2017-07-06T05:00,17.2,59,0.00,1017.5,20.7,306.0,70.0
2017-07-06T06:00,18.4,56,0.00,1016.9,16.5,405.0,76.0
2017-07-06T07:00,19.2,53,0.00,1015.7,17.7,449.0,80.0
2017-07-06T08:00,19.7,50,0.00,1014.8,19.5,436.0,82.0
2017-07-06T09:00,20.2,49,0.00,1014.6,18.8,369.0,80.0
2017-07-06T10:00,20.0,49,0.00,1014.7,16.3,259.0,71.0
2017-07-06T11:00,18.8,51,0.00,1014.7,11.9,126.0,52.0
2017-07-06T12:00,16.8,58,0.00,1015.0,12.1,18.0,15.0
2017-07-06T13:00,15.4,64,0.00,1015.3,11.4,0.0,0.0
2017-07-06T14:00,14.5,67,0.00,1016.1,11.4,0.0,0.0
2017-07-06T15:00,14.1,68,0.00,1016.5,12.1,0.0,0.0
2017-07-06T16:00,13.5,70,0.00,1016.7,13.3,0.0,0.0
2017-07-06T17:00,13.1,71,0.00,1016.9,14.0,0.0,0.0
2017-07-06T18:00,12.8,72,0.00,1017.4,12.9,0.0,0.0
2017-07-06T19:00,12.5,74,0.00,1017.3,13.3,0.0,0.0
2017-07-06T20:00,12.2,75,0.00,1017.1,14.2,0.0,0.0
2017-07-06T21:00,12.1,77,0.00,1016.9,14.2,0.0,0.0
2017-07-06T22:00,12.0,78,0.00,1016.7,13.7,0.0,0.0
2017-07-06T23:00,11.8,80,0.00,1016.7,13.4,0.0,0.0
2017-07-07T00:00,11.6,83,0.00,1017.1,13.0,0.0,0.0
2017-07-07T01:00,11.5,85,0.00,1017.3,13.3,0.0,0.0
2017-07-07T02:00,11.4,87,0.00,1017.6,13.7,0.0,0.0
2017-07-07T03:00,12.4,90,0.00,1018.0,15.9,31.0,25.0
2017-07-07T04:00,14.3,84,0.00,1018.0,15.5,129.0,65.0
2017-07-07T05:00,15.9,79,0.00,1017.9,16.6,212.0,97.0
2017-07-07T06:00,17.3,74,0.00,1016.9,17.9,316.0,110.0
2017-07-07T07:00,18.2,71,0.00,1016.2,17.6,405.0,110.0
2017-07-07T08:00,18.4,70,0.00,1015.4,16.7,353.0,130.0
2017-07-07T09:00,18.1,73,0.00,1014.8,15.0,279.0,97.0
2017-07-07T10:00,17.7,77,0.00,1014.9,13.0,245.0,76.0
2017-07-07T11:00,16.7,84,0.00,1014.5,8.2,116.0,53.0
2017-07-07T12:00,15.5,90,0.00,1014.7,9.7,18.0,15.0
2017-07-07T13:00,14.5,94,0.00,1014.6,9.2,0.0,0.0
2017-07-07T14:00,13.4,97,0.00,1014.8,9.8,0.0,0.0
2017-07-07T15:00,12.7,96,0.00,1014.8,9.9,0.0,0.0
2017-07-07T16:00,12.0,97,0.00,1015.0,9.8,0.0,0.0
2017-07-07T17:00,11.6,96,0.00,1014.9,10.1,0.0,0.0
2017-07-07T18:00,11.5,96,0.00,1014.9,11.2,0.0,0.0
2017-07-07T19:00,11.3,96,0.00,1014.6,12.4,0.0,0.0
2017-07-07T20:00,11.3,96,0.00,1014.2,13.1,0.0,0.0
2017-07-07T21:00,11.0,96,0.00,1013.7,13.3,0.0,0.0
2017-07-07T22:00,11.1,95,0.00,1013.4,13.7,0.0,0.0
2017-07-07T23:00,10.9,95,0.00,1013.3,14.4,0.0,0.0
2017-07-08T00:00,10.8,95,0.00,1013.0,15.1,0.0,0.0
2017-07-08T01:00,11.0,96,0.00,1013.1,16.2,0.0,0.0
2017-07-08T02:00,11.2,97,0.00,1013.5,17.8,0.0,0.0
2017-07-08T03:00,12.3,97,0.00,1013.4,20.0,18.0,28.0
2017-07-08T04:00,13.2,93,0.00,1013.5,22.7,51.0,88.0
2017-07-08T05:00,14.3,88,0.00,1013.6,24.4,103.0,147.0
2017-07-08T06:00,15.3,83,0.00,1013.2,24.5,161.0,173.0
2017-07-08T07:00,16.2,77,0.00,1012.5,25.8,229.0,170.0
2017-07-08T08:00,16.8,73,0.00,1011.6,26.6,220.0,182.0
2017-07-08T09:00,16.9,72,0.00,1011.0,26.6,248.0,121.0
2017-07-08T10:00,16.6,74,0.00,1010.5,23.5,189.0,94.0
2017-07-08T11:00,15.9,77,0.00,1010.4,20.4,118.0,55.0
2017-07-08T12:00,14.7,82,0.00,1010.4,19.1,12.0,14.0
2017-07-08T13:00,14.1,85,0.00,1010.4,19.3,0.0,0.0
2017-07-08T14:00,13.6,87,0.00,1010.9,19.9,0.0,0.0
2017-07-08T15:00,13.3,89,0.00,1011.2,20.5,0.0,0.0
2017-07-08T16:00,12.9,92,0.00,1011.4,21.6,0.0,0.0
2017-07-08T17:00,12.8,92,0.00,1011.4,22.3,0.0,0.0
2017-07-08T18:00,13.2,91,0.20,1010.3,21.3,0.0,0.0
2017-07-08T19:00,13.4,91,0.50,1010.6,19.9,0.0,0.0
2017-07-08T20:00,13.4,91,0.70,1011.3,13.6,0.0,0.0
2017-07-08T21:00,13.2,93,1.70,1011.2,9.5,0.0,0.0
2017-07-08T22:00,12.9,93,1.80,1011.3,6.9,0.0,0.0
2017-07-08T23:00,12.7,91,1.30,1011.6,7.3,0.0,0.0
2017-07-09T00:00,12.6,89,0.70,1011.6,10.0,0.0,0.0
2017-07-09T01:00,12.1,89,0.50,1012.2,14.7,0.0,0.0
2017-07-09T02:00,11.5,90,1.00,1013.0,19.5,0.0,0.0
2017-07-09T03:00,11.5,88,1.50,1014.2,22.1,0.0,8.0
2017-07-09T04:00,11.2,87,1.20,1015.1,21.7,2.0,24.0
2017-07-09T05:00,11.0,84,0.90,1016.3,19.6,1.0,43.0
2017-07-09T06:00,11.1,81,0.70,1017.0,15.9,21.0,62.0
2017-07-09T07:00,11.2,74,0.30,1017.0,11.9,13.0,100.0
2017-07-09T08:00,11.4,72,0.30,1016.9,8.8,16.0,112.0
2017-07-09T09:00,11.6,69,0.10,1017.4,7.9,55.0,91.0
2017-07-09T10:00,11.6,68,0.10,1017.8,6.7,41.0,71.0
2017-07-09T11:00,11.5,67,0.00,1018.5,6.0,46.0,50.0
2017-07-09T12:00,11.1,68,0.00,1019.0,7.4,10.0,13.0
2017-07-09T13:00,10.5,70,0.00,1019.8,7.4,0.0,0.0
2017-07-09T14:00,9.7,74,0.00,1020.3,6.2,0.0,0.0
2017-07-09T15:00,9.4,80,0.00,1021.0,4.8,0.0,0.0
2017-07-09T16:00,9.5,80,0.00,1021.5,4.4,0.0,0.0
2017-07-09T17:00,9.3,82,0.00,1021.9,4.1,0.0,0.0
2017-07-09T18:00,8.3,88,0.00,1021.9,4.9,0.0,0.0
2017-07-09T19:00,7.8,91,0.00,1022.2,6.4,0.0,0.0
2017-07-09T20:00,7.3,93,0.00,1022.2,6.8,0.0,0.0
2017-07-09T21:00,6.8,94,0.00,1022.0,6.6,0.0,0.0
2017-07-09T22:00,6.5,95,0.00,1021.7,5.8,0.0,0.0
2017-07-09T23:00,5.9,96,0.00,1021.8,6.0,0.0,0.0
2017-07-10T00:00,5.8,96,0.00,1021.8,5.9,0.0,0.0
2017-07-10T01:00,5.7,96,0.00,1022.1,5.4,0.0,0.0
2017-07-10T02:00,5.4,96,0.00,1022.6,6.5,0.0,0.0
2017-07-10T03:00,5.9,95,0.00,1022.9,5.4,42.0,29.0
2017-07-10T04:00,9.3,87,0.00,1023.3,4.6,142.0,73.0
2017-07-10T05:00,11.5,72,0.00,1023.4,5.1,295.0,80.0
2017-07-10T06:00,12.6,61,0.00,1022.6,11.3,388.0,82.0
2017-07-10T07:00,13.1,56,0.00,1022.4,13.1,426.0,98.0
2017-07-10T08:00,13.3,54,0.00,1021.4,13.6,421.0,89.0
2017-07-10T09:00,13.4,52,0.00,1020.9,14.3,365.0,84.0
2017-07-10T10:00,13.2,52,0.00,1020.7,15.3,262.0,72.0
2017-07-10T11:00,12.6,56,0.00,1020.3,14.4,118.0,59.0
2017-07-10T12:00,11.6,60,0.00,1020.7,14.5,21.0,16.0
2017-07-10T13:00,10.8,64,0.00,1020.9,15.7,0.0,0.0
2017-07-10T14:00,10.4,65,0.00,1021.5,15.5,0.0,0.0
2017-07-10T15:00,10.3,64,0.00,1021.8,15.5,0.0,0.0
2017-07-10T16:00,10.1,65,0.00,1022.0,15.0,0.0,0.0
2017-07-10T17:00,9.9,66,0.00,1022.0,14.3,0.0,0.0
2017-07-10T18:00,9.7,68,0.00,1022.0,14.5,0.0,0.0
2017-07-10T19:00,9.5,69,0.00,1021.7,13.1,0.0,0.0
2017-07-10T20:00,9.3,70,0.00,1022.0,12.1,0.0,0.0
2017-07-10T21:00,9.1,71,0.00,1022.3,12.6,0.0,0.0
2017-07-10T22:00,8.8,72,0.00,1021.9,12.8,0.0,0.0
2017-07-10T23:00,8.5,73,0.00,1021.8,12.8,0.0,0.0
2017-07-11T00:00,8.3,73,0.00,1022.1,12.8,0.0,0.0
2017-07-11T01:00,8.4,72,0.00,1022.6,13.0,0.0,0.0
2017-07-11T02:00,8.2,73,0.00,1022.9,12.7,0.0,0.0
2017-07-11T03:00,9.5,70,0.00,1023.4,14.5,49.0,28.0
2017-07-11T04:00,11.8,62,0.00,1023.9,16.0,167.0,67.0
2017-07-11T05:00,13.2,54,0.00,1024.3,19.2,319.0,76.0
2017-07-11T06:00,14.0,51,0.00,1023.9,21.9,427.0,77.0
2017-07-11T07:00,14.5,50,0.00,1023.0,22.4,472.0,81.0
2017-07-11T08:00,14.8,50,0.00,1022.5,22.0,465.0,84.0
2017-07-11T09:00,14.9,50,0.00,1022.1,21.1,410.0,73.0
2017-07-11T10:00,14.7,50,0.00,1022.0,20.1,280.0,70.0
2017-07-11T11:00,14.0,54,0.00,1021.7,17.9,146.0,51.0
2017-07-11T12:00,12.7,58,0.00,1021.6,17.3,24.0,16.0
2017-07-11T13:00,12.0,60,0.00,1021.9,18.1,0.0,0.0
2017-07-11T14:00,11.4,62,0.00,1022.0,17.6,0.0,0.0
2017-07-11T15:00,11.2,67,0.00,1022.0,17.1,0.0,0.0
2017-07-11T16:00,10.8,67,0.00,1021.9,16.2,0.0,0.0
2017-07-11T17:00,10.4,68,0.00,1021.5,15.2,0.0,0.0
2017-07-11T18:00,10.0,70,0.00,1020.9,13.3,0.0,0.0
2017-07-11T19:00,9.4,72,0.00,1020.7,12.5,0.0,0.0
2017-07-11T20:00,8.8,76,0.00,1020.4,11.7,0.0,0.0
