LocationID; Date; Time; ;Parameter; Method;; Unit; Value; Comment
BGD00003;1994-03-21;08:30;1.0;pH;pH-POT-25;;7.2;---;Fair
BGD00003;1994-04-19;08:30;1.0;TEMP;TEMP-Hg;;32.0;°C;Fair
BGD00003;1994-04-19;08:30;1.0;O2-Dis;O2-ISE;;7.2;mg/l;Fair
BGD00003;1994-06-22;08:55;1.0;TEMP;TEMP-Hg;;33.0;°C;Fair
BGD00003;1994-08-08;07:30;1.0;TEMP;TEMP-Hg;;30.0;°C;Fair
BGD00003;1994-09-14;07:30;1.0;TEMP;TEMP-Hg;;31.0;°C;Fair
BGD00003;1994-10-19;10:30;1.0;BOD;BOD-T-COL-AZD;;2.5;mg/l;Fair
BGD00003;1994-11-06;11:00;1.0;BOD;BOD-T-COL-AZD;;2.4;mg/l;Fair
BGD00003;1994-11-06;11:00;1.0;TEMP;TEMP-Hg;;27.0;°C;Fair
BGD00003;1995-01-15;10:15;1.0;BOD;BOD-T-COL-AZD;;1.2;mg/l;Fair
BGD00003;1995-03-27;09:15;1.0;pH;pH-POT-25;;7.3;---;Fair
BGD00003;1995-07-13;08:30;1.0;pH;pH-POT-25;;7.1;---;Fair
BGD00003;1995-08-18;09:30;1.0;pH;pH-POT-25;;6.8;---;Fair
BGD00003;1995-08-18;09:30;1.0;O2-Dis;O2-ISE;;7.2;mg/l;Fair
BGD00003;1995-08-18;09:30;1.0;TEMP;TEMP-Hg;;31.0;°C;Fair
BGD00003;1995-09-10;09:30;1.0;O2-Dis;O2-ISE;;7.4;mg/l;Fair
BGD00003;1980-01-26;08:00;1.0;O2-Dis;O2-ISE;;8.7;mg/l;Fair
BGD00003;1980-02-28;15:00;1.0;TEMP;TEMP-Hg;;23.9;°C;Fair
BGD00003;1980-05-24;09:00;1.0;TEMP;TEMP-Hg;;28.3;°C;Fair
BGD00003;1980-07-29;08:00;1.0;O2-Dis;O2-ISE;;6.2;mg/l;Fair
BGD00003;1980-09-28;10:30;1.0;BOD;BOD-T-COL-AZD;;4.2;mg/l;Fair
BGD00003;1981-01-29;14:15;1.0;pH;pH-POT-25;;7.0;---;Fair
BGD00003;1981-01-29;14:15;1.0;TEMP;TEMP-Hg;;24.5;°C;Fair
BGD00003;1981-02-23;10:30;1.0;O2-Dis;O2-ISE;;8.0;mg/l;Fair
BGD00003;1981-02-23;10:30;1.0;pH;pH-POT-25;;7.8;---;Fair
BGD00003;1981-05-23;12:30;1.0;BOD;BOD-T-COL-AZD;;0.55;mg/l;Fair
BGD00003;1981-05-23;12:30;1.0;pH;pH-POT-25;;7.1;---;Fair
BGD00003;1981-06-17;13:00;1.0;O2-Dis;O2-ISE;;6.5;mg/l;Fair
BGD00003;1981-06-17;13:00;1.0;BOD;BOD-T-COL-AZD;;2.3;mg/l;Fair
BGD00003;1981-07-24;13:30;1.0;TEMP;TEMP-Hg;;29.0;°C;Fair
BGD00003;1981-07-24;13:30;1.0;pH;pH-POT-25;;7.2;---;Fair
BGD00003;1981-08-21;08:15;1.0;TEMP;TEMP-Hg;;29.0;°C;Fair
BGD00003;1982-05-07;10:00;1.0;O2-Dis;O2-ISE;;6.2;mg/l;Fair
BGD00003;1982-07-29;08:00;1.0;BOD;BOD-T-COL-AZD;;4.1;mg/l;Fair
BGD00003;1982-09-22;07:00;1.0;pH;pH-POT-25;;7.31;---;Fair
BGD00003;1982-12-20;09:50;1.0;O2-Dis;O2-ISE;;8.5;mg/l;Fair
BGD00003;1982-12-20;09:50;1.0;pH;pH-POT-25;;7.2;---;Fair
BGD00003;1983-01-24;09:45;1.0;O2-Dis;O2-ISE;;9.9;mg/l;Fair
BGD00003;1983-04-26;09:00;1.0;pH;pH-POT-25;;7.1;---;Fair
BGD00003;1983-05-30;13:00;1.0;O2-Dis;O2-ISE;;7.8;mg/l;Fair
BGD00003;1983-06-06;12:50;1.0;TEMP;TEMP-Hg;;31.0;°C;Fair
BGD00003;1983-06-06;12:50;1.0;pH;pH-POT-25;;6.8;---;Fair
BGD00003;1983-08-23;14:10;1.0;TEMP;TEMP-Hg;;28.5;°C;Fair
BGD00003;1983-08-23;14:10;1.0;pH;pH-POT-25;;7.15;---;Fair
BGD00003;1983-09-06;12:50;1.0;BOD;BOD-T-COL-AZD;;5.0;mg/l;Fair
BGD00003;1983-12-20;14:18;1.0;TEMP;TEMP-Hg;;20.0;°C;Fair
BGD00003;1988-11-30;10:30;1.0;O2-Dis;O2-ISE;;7.1;mg/l;Fair
BGD00003;1994-01-02;11:00;1.0;TEMP;TEMP-Hg;;24.0;°C;Fair
BGD00003;1994-01-02;11:00;1.0;BOD;BOD-T-COL-AZD;;1.2;mg/l;Fair
BGD00003;1994-01-28;10:30;1.0;pH;pH-POT-25;;7.2;---;Fair
BGD00003;1994-11-06;11:00;1.0;O2-Dis;O2-ISE;;7.2;mg/l;Fair
BGD00003;1994-12-12;08:30;1.0;BOD;BOD-T-COL-AZD;;3.1;mg/l;Fair
BGD00003;1995-01-15;10:15;1.0;pH;pH-POT-25;;7.1;---;Fair
BGD00003;1995-01-15;10:15;1.0;O2-Dis;O2-ISE;;6.9;mg/l;Fair
BGD00003;1995-01-15;10:15;1.0;TEMP;TEMP-Hg;;21.0;°C;Fair
BGD00003;1995-02-26;10:00;1.0;BOD;BOD-T-COL-AZD;;2.3;mg/l;Fair
BGD00003;1995-02-26;10:00;1.0;O2-Dis;O2-ISE;;6.6;mg/l;Fair
BGD00003;1995-03-27;09:15;1.0;TEMP;TEMP-Hg;;25.0;°C;Fair
BGD00003;1995-06-15;09:30;1.0;BOD;BOD-T-COL-AZD;;2.4;mg/l;Fair
BGD00003;1995-07-13;08:30;1.0;O2-Dis;O2-ISE;;7.7;mg/l;Fair
BGD00004;1982-11-17;09:45;1.0;TEMP;TEMP-Hg;;28.0;°C;Fair
BGD00004;1982-12-23;09:50;1.0;TEMP;TEMP-Hg;;24.0;°C;Fair
BGD00004;1983-01-18;11:30;1.0;O2-Dis;O2-ISE;;9.5;mg/l;Fair
BGD00004;1983-02-17;13:15;1.0;TEMP;TEMP-Hg;;26.1;°C;Fair
BGD00004;1983-04-19;12:00;1.0;BOD;BOD-T-COL-AZD;;5.4;mg/l;Fair
BGD00004;1983-06-14;06:50;1.0;pH;pH-POT-25;;8.0;---;Fair
BGD00004;1983-07-26;09:15;1.0;O2-Dis;O2-ISE;;7.4;mg/l;Fair
BGD00004;1983-07-26;09:15;1.0;pH;pH-POT-25;;6.4;---;Fair
BGD00004;1983-08-29;13:00;1.0;TEMP;TEMP-Hg;;29.0;°C;Fair
BGD00004;1983-09-20;13:00;1.0;O2-Dis;O2-ISE;;8.3;mg/l;Fair
BGD00004;1983-09-20;13:00;1.0;pH;pH-POT-25;;6.9;---;Fair
BGD00004;1983-10-20;08:00;1.0;BOD;BOD-T-COL-AZD;;4.1;mg/l;Fair
BGD00004;1983-12-26;09:40;1.0;BOD;BOD-T-COL-AZD;;1.0;mg/l;Fair
BGD00004;1984-01-16;16:30;1.0;pH;pH-POT-25;;7.0;---;Fair
BGD00004;1984-02-23;10:30;1.0;pH;pH-POT-25;;7.2;---;Fair
BGD00004;1984-02-23;10:30;1.0;BOD;BOD-T-COL-AZD;;2.9;mg/l;Fair
BGD00004;1984-03-28;11:40;1.0;O2-Dis;O2-ISE;;7.1;mg/l;Fair
BGD00004;1984-03-28;11:40;1.0;BOD;BOD-T-COL-AZD;;2.9;mg/l;Fair
BGD00004;1984-06-11;10:10;1.0;pH;pH-POT-25;;7.6;---;Fair
BGD00004;1984-06-11;10:10;1.0;O2-Dis;O2-ISE;;6.3;mg/l;Fair
BGD00004;1984-08-22;08:25;1.0;TEMP;TEMP-Hg;;30.0;°C;Fair
BGD00004;1984-09-18;08:25;1.0;BOD;BOD-T-COL-AZD;;2.8;mg/l;Fair
BGD00004;1984-11-18;17:30;1.0;pH;pH-POT-25;;7.1;---;Fair
BGD00004;1984-12-27;08:20;1.0;O2-Dis;O2-ISE;;6.5;mg/l;Fair
BGD00004;1985-01-23;07:40;1.0;TEMP;TEMP-Hg;;24.0;°C;Fair
BGD00004;1985-02-17;06:00;1.0;TEMP;TEMP-Hg;;27.0;°C;Fair
BGD00004;1985-02-17;06:00;1.0;BOD;BOD-T-COL-AZD;;2.8;mg/l;Fair
BGD00004;1985-03-14;07:00;1.0;BOD;BOD-T-COL-AZD;;1.3;mg/l;Fair
BGD00004;1985-05-23;06:00;1.0;pH;pH-POT-25;;6.2;---;Fair
BGD00004;1987-09-30;09:45;1.0;pH;pH-POT-25;;7.0;---;Fair
BGD00004;1987-09-30;09:45;1.0;O2-Dis;O2-ISE;;7.6;mg/l;Fair
BGD00004;1987-09-30;09:45;1.0;BOD;BOD-T-COL-AZD;;3.2;mg/l;Fair
BGD00004;1987-12-20;10:15;1.0;O2-Dis;O2-ISE;;6.7;mg/l;Fair
BGD00004;1988-02-28;10:30;1.0;O2-Dis;O2-ISE;;6.2;mg/l;Fair
BGD00004;1988-02-28;10:30;1.0;pH;pH-POT-25;;7.4;---;Fair
BGD00004;1988-07-17;09:30;1.0;O2-Dis;O2-ISE;;7.4;mg/l;Fair
BGD00004;1988-08-27;09:15;1.0;pH;pH-POT-25;;7.2;---;Fair
BGD00004;1988-10-17;09:30;1.0;pH;pH-POT-25;;8.5;---;Fair
BGD00004;1988-10-17;09:30;1.0;BOD;BOD-T-COL-AZD;;3.6;mg/l;Fair
BGD00004;1988-11-13;10:30;1.0;pH;pH-POT-25;;7.2;---;Fair
BGD00004;1988-11-13;10:30;1.0;O2-Dis;O2-ISE;;6.3;mg/l;Fair
BGD00004;1988-12-18;07:30;1.0;TEMP;TEMP-Hg;;30.0;°C;Fair
BGD00004;1994-03-26;10:45;1.0;O2-Dis;O2-ISE;;6.5;mg/l;Fair
BGD00004;1994-06-15;09:50;1.0;TEMP;TEMP-Hg;;32.0;°C;Fair
BGD00004;1994-07-12;10:45;1.0;BOD;BOD-T-COL-AZD;;2.5;mg/l;Fair
BGD00004;1994-08-11;07:30;1.0;pH;pH-POT-25;;7.2;---;Fair
BGD00004;1994-10-16;11:40;1.0;pH;pH-POT-25;;7.5;---;Fair
BGD00004;1994-10-16;11:40;1.0;BOD;BOD-T-COL-AZD;;2.8;mg/l;Fair
BGD00004;1994-11-19;11:50;1.0;pH;pH-POT-25;;7.5;---;Fair
BGD00004;1995-02-25;10:45;1.0;BOD;BOD-T-COL-AZD;;2.3;mg/l;Fair
BGD00004;1995-04-15;10:30;1.0;O2-Dis;O2-ISE;;6.2;mg/l;Fair
BGD00004;1995-07-20;10:35;1.0;BOD;BOD-T-COL-AZD;;1.6;mg/l;Fair
BGD00004;1995-08-20;10:00;1.0;O2-Dis;O2-ISE;;6.9;mg/l;Fair
BGD00004;1995-09-07;10:45;1.0;BOD;BOD-T-COL-AZD;;1.2;mg/l;Fair
BGD00004;1995-10-30;12:00;1.0;pH;pH-POT-25;;7.2;---;Fair
BGD00004;1995-10-30;12:00;1.0;TEMP;TEMP-Hg;;28.0;°C;Fair
BGD00004;1995-12-24;11:30;1.0;pH;pH-POT-25;;6.9;---;Fair
BGD00004;1980-01-29;11:00;1.0;pH;pH-POT-25;;7.0;---;Fair
BGD00004;1980-02-22;12:00;1.0;BOD;BOD-T-COL-AZD;;2.1;mg/l;Fair
BGD00004;1980-04-17;12:00;1.0;pH;pH-POT-25;;7.1;---;Fair
BGD00004;1980-07-25;11:00;1.0;pH;pH-POT-25;;7.3;---;Fair
BGD00004;1980-09-30;12:30;1.0;O2-Dis;O2-ISE;;6.2;mg/l;Fair
BGD00004;1980-10-29;09:00;1.0;pH;pH-POT-25;;7.2;---;Fair
BGD00004;1980-11-27;11:45;1.0;O2-Dis;O2-ISE;;6.3;mg/l;Fair
BGD00004;1981-01-31;08:45;1.0;pH;pH-POT-25;;6.9;---;Fair
BGD00004;1981-03-30;12:00;1.0;TEMP;TEMP-Hg;;27.0;°C;Fair
BGD00004;1981-05-20;07:30;1.0;BOD;BOD-T-COL-AZD;;0.9;mg/l;Fair
BGD00004;1981-06-19;12:00;1.0;TEMP;TEMP-Hg;;29.0;°C;Fair
BGD00004;1981-06-19;12:00;1.0;O2-Dis;O2-ISE;;6.3;mg/l;Fair
BGD00004;1981-06-19;12:00;1.0;BOD;BOD-T-COL-AZD;;3.7;mg/l;Fair
BGD00004;1981-11-17;08:30;1.0;TEMP;TEMP-Hg;;26.0;°C;Fair
BGD00004;1982-02-20;10:15;1.0;TEMP;TEMP-Hg;;23.5;°C;Fair
BGD00004;1982-02-20;10:15;1.0;pH;pH-POT-25;;7.1;---;Fair
BGD00004;1982-03-20;12:30;1.0;TEMP;TEMP-Hg;;26.0;°C;Fair
BGD00004;1982-05-28;14:00;1.0;O2-Dis;O2-ISE;;6.8;mg/l;Fair
BGD00004;1982-06-28;12:45;1.0;pH;pH-POT-25;;6.5;---;Fair
BGD00004;1982-07-30;10:00;1.0;BOD;BOD-T-COL-AZD;;3.7;mg/l;Fair
BGD00004;1982-08-25;08:30;1.0;O2-Dis;O2-ISE;;6.4;mg/l;Fair
BGD00004;1982-08-25;08:30;1.0;TEMP;TEMP-Hg;;29.0;°C;Fair
BGD00004;1982-09-16;15:00;1.0;BOD;BOD-T-COL-AZD;;2.5;mg/l;Fair
BGD00004;1982-11-17;09:45;1.0;BOD;BOD-T-COL-AZD;;2.4;mg/l;Fair
BGD00004;1988-03-21;10:15;1.0;TEMP;TEMP-Hg;;28.0;°C;Fair
BGD00004;1988-05-10;08:15;1.0;pH;pH-POT-25;;6.7;---;Fair
BGD00004;1988-06-20;10:30;1.0;pH;pH-POT-25;;6.5;---;Fair
BGD00004;1994-03-26;10:45;1.0;TEMP;TEMP-Hg;;26.0;°C;Fair
BGD00004;1994-06-15;09:50;1.0;O2-Dis;O2-ISE;;6.8;mg/l;Fair
BGD00004;1994-08-11;07:30;1.0;O2-Dis;O2-ISE;;6.7;mg/l;Fair
BGD00004;1994-08-11;07:30;1.0;BOD;BOD-T-COL-AZD;;2.4;mg/l;Fair
BGD00004;1994-11-19;11:50;1.0;BOD;BOD-T-COL-AZD;;2.3;mg/l;Fair
BGD00004;1994-11-19;11:50;1.0;TEMP;TEMP-Hg;;24.0;°C;Fair
BGD00004;1994-12-19;10:30;1.0;pH;pH-POT-25;;7.6;---;Fair
BGD00004;1994-12-19;10:30;1.0;TEMP;TEMP-Hg;;18.0;°C;Fair
BGD00004;1995-02-25;10:45;1.0;O2-Dis;O2-ISE;;6.6;mg/l;Fair
BGD00004;1995-03-12;10:45;1.0;pH;pH-POT-25;;7.4;---;Fair
BGD00004;1995-03-12;10:45;1.0;O2-Dis;O2-ISE;;6.5;mg/l;Fair
BGD00004;1995-03-12;10:45;1.0;TEMP;TEMP-Hg;;23.0;°C;Fair
BGD00004;1995-04-15;10:30;1.0;TEMP;TEMP-Hg;;32.0;°C;Fair
BGD00004;1995-05-12;09:55;1.0;pH;pH-POT-25;;7.3;---;Fair
BGD00004;1995-05-12;09:55;1.0;TEMP;TEMP-Hg;;32.0;°C;Fair
BGD00004;1995-06-10;10:30;1.0;BOD;BOD-T-COL-AZD;;2.4;mg/l;Fair
BGD00004;1995-08-20;10:00;1.0;pH;pH-POT-25;;7.4;---;Fair
BGD00004;1995-08-20;10:00;1.0;TEMP;TEMP-Hg;;31.0;°C;Fair
BGD00004;1995-11-01;10:50;1.0;BOD;BOD-T-COL-AZD;;2.5;mg/l;Fair
BGD00004;1980-01-29;11:00;1.0;O2-Dis;O2-ISE;;8.6;mg/l;Fair
BGD00004;1980-01-29;11:00;1.0;TEMP;TEMP-Hg;;30.0;°C;Fair
BGD00004;1980-02-22;12:00;1.0;TEMP;TEMP-Hg;;24.4;°C;Fair
BGD00004;1980-04-17;12:00;1.0;TEMP;TEMP-Hg;;29.4;°C;Fair
BGD00004;1980-04-17;12:00;1.0;O2-Dis;O2-ISE;;4.1;mg/l;Fair
BGD00004;1980-04-17;12:00;1.0;BOD;BOD-T-COL-AZD;;2.3;mg/l;Fair
BGD00004;1980-05-23;12:30;1.0;TEMP;TEMP-Hg;;27.8;°C;Fair
BGD00004;1980-11-27;11:45;1.0;pH;pH-POT-25;;7.45;---;Fair
BGD00004;1980-11-27;11:45;1.0;TEMP;TEMP-Hg;;27.0;°C;Fair
BGD00004;1981-02-23;13:00;1.0;pH;pH-POT-25;;7.2;---;Fair
BGD00004;1981-02-23;13:00;1.0;TEMP;TEMP-Hg;;25.5;°C;Fair
BGD00004;1981-03-30;12:00;1.0;pH;pH-POT-25;;7.3;---;Fair
BGD00004;1981-07-21;14:00;1.0;BOD;BOD-T-COL-AZD;;3.5;mg/l;Fair
BGD00004;1981-08-18;13:30;1.0;BOD;BOD-T-COL-AZD;;4.0;mg/l;Fair
BGD00004;1981-08-18;13:30;1.0;pH;pH-POT-25;;7.35;---;Fair
BGD00004;1981-09-22;13:00;1.0;pH;pH-POT-25;;7.35;---;Fair
BGD00004;1981-10-20;14:00;1.0;TEMP;TEMP-Hg;;27.0;°C;Fair
BGD00004;1981-11-17;08:30;1.0;pH;pH-POT-25;;8.0;---;Fair
BGD00004;1981-12-22;08:30;1.0;BOD;BOD-T-COL-AZD;;4.7;mg/l;Fair
BGD00004;1981-12-30;13:30;1.0;BOD;BOD-T-COL-AZD;;5.5;mg/l;Fair
BGD00004;1982-01-20;11:00;1.0;pH;pH-POT-25;;6.2;---;Fair
BGD00004;1982-05-28;14:00;1.0;TEMP;TEMP-Hg;;28.5;°C;Fair
BGD00004;1982-07-30;10:00;1.0;TEMP;TEMP-Hg;;30.0;°C;Fair
BGD00004;1982-08-25;08:30;1.0;pH;pH-POT-25;;6.88;---;Fair
BGD00004;1982-11-17;09:45;1.0;O2-Dis;O2-ISE;;7.8;mg/l;Fair
BGD00004;1983-02-17;13:15;1.0;O2-Dis;O2-ISE;;8.1;mg/l;Fair
BGD00004;1983-02-17;13:15;1.0;BOD;BOD-T-COL-AZD;;3.5;mg/l;Fair
BGD00004;1983-05-24;09:30;1.0;pH;pH-POT-25;;6.5;---;Fair
BGD00004;1983-08-29;13:00;1.0;pH;pH-POT-25;;6.61;---;Fair
BGD00004;1983-08-29;13:00;1.0;BOD;BOD-T-COL-AZD;;5.2;mg/l;Fair
BGD00004;1983-11-24;09:20;1.0;TEMP;TEMP-Hg;;27.0;°C;Fair
BGD00004;1983-11-24;09:20;1.0;O2-Dis;O2-ISE;;6.4;mg/l;Fair
BGD00004;1983-11-24;09:20;1.0;pH;pH-POT-25;;7.3;---;Fair
BGD00004;1983-12-26;09:40;1.0;TEMP;TEMP-Hg;;20.0;°C;Fair
BGD00004;1984-02-23;10:30;1.0;O2-Dis;O2-ISE;;7.1;mg/l;Fair
BGD00004;1984-02-23;10:30;1.0;TEMP;TEMP-Hg;;24.0;°C;Fair
BGD00004;1984-03-28;11:40;1.0;TEMP;TEMP-Hg;;28.0;°C;Fair
BGD00004;1984-04-23;07:30;1.0;pH;pH-POT-25;;7.3;---;Fair
BGD00004;1984-04-23;07:30;1.0;BOD;BOD-T-COL-AZD;;4.1;mg/l;Fair
BGD00004;1984-05-21;09:20;1.0;O2-Dis;O2-ISE;;7.8;mg/l;Fair
BGD00004;1984-06-11;10:10;1.0;TEMP;TEMP-Hg;;30.0;°C;Fair
BGD00004;1984-07-23;09:30;1.0;BOD;BOD-T-COL-AZD;;1.0;mg/l;Fair
BGD00004;1984-07-23;09:30;1.0;TEMP;TEMP-Hg;;30.0;°C;Fair
BGD00004;1984-08-22;08:25;1.0;O2-Dis;O2-ISE;;5.9;mg/l;Fair
BGD00004;1984-09-18;08:25;1.0;TEMP;TEMP-Hg;;30.0;°C;Fair
BGD00004;1984-12-27;08:20;1.0;TEMP;TEMP-Hg;;23.0;°C;Fair
BGD00004;1984-12-27;08:20;1.0;pH;pH-POT-25;;7.2;---;Fair
BGD00004;1985-02-17;06:00;1.0;O2-Dis;O2-ISE;;8.4;mg/l;Fair
BGD00004;1985-03-14;07:00;1.0;TEMP;TEMP-Hg;;30.0;°C;Fair
BGD00004;1985-03-14;07:00;1.0;pH;pH-POT-25;;6.2;---;Fair
BGD00004;1985-06-16;07:20;1.0;TEMP;TEMP-Hg;;31.0;°C;Fair
BGD00004;1985-06-16;07:20;1.0;BOD;BOD-T-COL-AZD;;1.3;mg/l;Fair
BGD00004;1987-07-19;08:15;1.0;pH;pH-POT-25;;7.1;---;Fair
BGD00004;1980-01-29;11:00;1.0;BOD;BOD-T-COL-AZD;;1.8;mg/l;Fair
BGD00004;1980-05-23;12:30;1.0;O2-Dis;O2-ISE;;2.1;mg/l;Fair
BGD00004;1980-07-25;11:00;1.0;BOD;BOD-T-COL-AZD;;2.5;mg/l;Fair
BGD00004;1980-09-30;12:30;1.0;BOD;BOD-T-COL-AZD;;4.5;mg/l;Fair
BGD00004;1980-10-29;09:00;1.0;TEMP;TEMP-Hg;;28.9;°C;Fair
BGD00004;1980-10-29;09:00;1.0;BOD;BOD-T-COL-AZD;;4.0;mg/l;Fair
BGD00004;1980-11-27;11:45;1.0;BOD;BOD-T-COL-AZD;;4.1;mg/l;Fair
BGD00004;1980-12-20;13:30;1.0;pH;pH-POT-25;;6.9;---;Fair
BGD00004;1981-03-30;12:00;1.0;BOD;BOD-T-COL-AZD;;3.1;mg/l;Fair
BGD00004;1981-05-20;07:30;1.0;TEMP;TEMP-Hg;;27.0;°C;Fair
BGD00004;1981-06-19;12:00;1.0;pH;pH-POT-25;;7.3;---;Fair
BGD00004;1981-07-21;14:00;1.0;TEMP;TEMP-Hg;;29.0;°C;Fair
BGD00004;1981-08-18;13:30;1.0;TEMP;TEMP-Hg;;29.0;°C;Fair
BGD00004;1981-12-22;08:30;1.0;O2-Dis;O2-ISE;;9.0;mg/l;Fair
BGD00004;1982-03-20;12:30;1.0;BOD;BOD-T-COL-AZD;;1.0;mg/l;Fair
BGD00004;1982-05-28;14:00;1.0;BOD;BOD-T-COL-AZD;;1.3;mg/l;Fair
BGD00004;1982-06-28;12:45;1.0;O2-Dis;O2-ISE;;6.7;mg/l;Fair
BGD00004;1982-06-28;12:45;1.0;BOD;BOD-T-COL-AZD;;1.2;mg/l;Fair
BGD00004;1982-07-30;10:00;1.0;O2-Dis;O2-ISE;;6.8;mg/l;Fair
BGD00004;1982-07-30;10:00;1.0;pH;pH-POT-25;;7.1;---;Fair
BGD00004;1982-10-17;19:00;1.0;BOD;BOD-T-COL-AZD;;1.1;mg/l;Fair
BGD00004;1982-12-23;09:50;1.0;BOD;BOD-T-COL-AZD;;4.7;mg/l;Fair
BGD00004;1983-01-18;11:30;1.0;BOD;BOD-T-COL-AZD;;1.7;mg/l;Fair
BGD00004;1983-01-18;11:30;1.0;TEMP;TEMP-Hg;;23.0;°C;Fair
BGD00004;1983-03-22;14:00;1.0;O2-Dis;O2-ISE;;7.0;mg/l;Fair
BGD00004;1983-03-22;14:00;1.0;TEMP;TEMP-Hg;;26.2;°C;Fair
BGD00004;1983-04-19;12:00;1.0;O2-Dis;O2-ISE;;5.9;mg/l;Fair
BGD00004;1983-08-29;13:00;1.0;O2-Dis;O2-ISE;;10.1;mg/l;Fair
BGD00004;1983-09-20;13:00;1.0;BOD;BOD-T-COL-AZD;;5.2;mg/l;Fair
BGD00004;1984-03-28;11:40;1.0;pH;pH-POT-25;;7.5;---;Fair
BGD00004;1984-04-23;07:30;1.0;O2-Dis;O2-ISE;;8.4;mg/l;Fair
BGD00004;1984-04-23;07:30;1.0;TEMP;TEMP-Hg;;28.0;°C;Fair
BGD00004;1984-05-21;09:20;1.0;TEMP;TEMP-Hg;;30.0;°C;Fair
BGD00004;1984-05-21;09:20;1.0;pH;pH-POT-25;;6.7;---;Fair
BGD00004;1984-07-23;09:30;1.0;pH;pH-POT-25;;7.5;---;Fair
BGD00004;1984-07-23;09:30;1.0;O2-Dis;O2-ISE;;6.6;mg/l;Fair
BGD00004;1984-08-22;08:25;1.0;BOD;BOD-T-COL-AZD;;1.1;mg/l;Fair
BGD00004;1984-09-18;08:25;1.0;O2-Dis;O2-ISE;;6.2;mg/l;Fair
BGD00004;1984-12-27;08:20;1.0;BOD;BOD-T-COL-AZD;;2.6;mg/l;Fair
BGD00004;1985-01-23;07:40;1.0;O2-Dis;O2-ISE;;8.3;mg/l;Fair
BGD00004;1985-03-14;07:00;1.0;O2-Dis;O2-ISE;;7.8;mg/l;Fair
BGD00004;1985-05-23;06:00;1.0;O2-Dis;O2-ISE;;7.1;mg/l;Fair
BGD00004;1987-07-19;08:15;1.0;O2-Dis;O2-ISE;;6.6;mg/l;Fair
BGD00004;1987-07-19;08:15;1.0;BOD;BOD-T-COL-AZD;;2.9;mg/l;Fair
BGD00004;1988-02-28;10:30;1.0;TEMP;TEMP-Hg;;27.0;°C;Fair
BGD00004;1988-05-10;08:15;1.0;O2-Dis;O2-ISE;;7.3;mg/l;Fair
BGD00004;1988-06-20;10:30;1.0;TEMP;TEMP-Hg;;28.5;°C;Fair
BGD00004;1988-07-17;09:30;1.0;TEMP;TEMP-Hg;;29.0;°C;Fair
BGD00004;1988-07-17;09:30;1.0;BOD;BOD-T-COL-AZD;;3.5;mg/l;Fair
BGD00004;1988-10-17;09:30;1.0;TEMP;TEMP-Hg;;32.0;°C;Fair
BGD00004;1988-10-17;09:30;1.0;O2-Dis;O2-ISE;;11.5;mg/l;Fair
BGD00004;1988-12-18;07:30;1.0;O2-Dis;O2-ISE;;6.7;mg/l;Fair
BGD00004;1988-12-18;07:30;1.0;pH;pH-POT-25;;8.5;---;Fair
BGD00004;1994-03-26;10:45;1.0;pH;pH-POT-25;;7.4;---;Fair
BGD00004;1994-04-11;09:30;1.0;BOD;BOD-T-COL-AZD;;2.5;mg/l;Fair
BGD00004;1994-07-12;10:45;1.0;TEMP;TEMP-Hg;;33.0;°C;Fair
BGD00004;1994-09-09;09:45;1.0;BOD;BOD-T-COL-AZD;;2.8;mg/l;Fair
BGD00004;1994-09-09;09:45;1.0;O2-Dis;O2-ISE;;6.8;mg/l;Fair
BGD00004;1994-09-09;09:45;1.0;pH;pH-POT-25;;7.3;---;Fair
BGD00004;1994-10-16;11:40;1.0;O2-Dis;O2-ISE;;6.6;mg/l;Fair
BGD00004;1994-12-19;10:30;1.0;O2-Dis;O2-ISE;;6.3;mg/l;Fair
BGD00004;1994-12-19;10:30;1.0;BOD;BOD-T-COL-AZD;;2.1;mg/l;Fair
BGD00004;1995-02-25;10:45;1.0;TEMP;TEMP-Hg;;24.0;°C;Fair
BGD00004;1995-07-20;10:35;1.0;O2-Dis;O2-ISE;;6.8;mg/l;Fair
BGD00004;1995-09-07;10:45;1.0;O2-Dis;O2-ISE;;7.1;mg/l;Fair
BGD00004;1995-10-30;12:00;1.0;O2-Dis;O2-ISE;;6.7;mg/l;Fair
BGD00004;1995-10-30;12:00;1.0;BOD;BOD-T-COL-AZD;;0.8;mg/l;Fair
BGD00004;1995-11-01;10:50;1.0;TEMP;TEMP-Hg;;25.0;°C;Fair
BGD00004;1995-11-01;10:50;1.0;O2-Dis;O2-ISE;;6.8;mg/l;Fair
BGD00004;1995-12-24;11:30;1.0;BOD;BOD-T-COL-AZD;;0.9;mg/l;Fair
BGD00004;1980-02-22;12:00;1.0;pH;pH-POT-25;;7.6;---;Fair
BGD00004;1980-02-22;12:00;1.0;O2-Dis;O2-ISE;;8.9;mg/l;Fair
BGD00004;1980-05-23;12:30;1.0;pH;pH-POT-25;;7.1;---;Fair
BGD00004;1980-09-30;12:30;1.0;TEMP;TEMP-Hg;;28.3;°C;Fair
BGD00004;1981-02-23;13:00;1.0;O2-Dis;O2-ISE;;5.4;mg/l;Fair
BGD00004;1981-03-30;12:00;1.0;O2-Dis;O2-ISE;;9.2;mg/l;Fair
