datetime,experimentid_x,ph,temperature_oc,par_umol_photons_m2_s,dissolved_oxygen_mg_l,airtemp_oc,global_light_energy_w_m2,humid_rh,wdspd_m_s,month
2016-10-19 17:15:00,AFS_ASU_Fall2016_KA32_seedtrain,6.79,24.6,141.343,11.53,32.3,187,17.9,0.833333333,10
2016-10-19 17:30:00,AFS_ASU_Fall2016_KA32_seedtrain,6.88,24.7,54.6119,10.91,31.5,138,18.6,0.833333333,10
2016-10-19 17:45:00,AFS_ASU_Fall2016_KA32_seedtrain,6.95,24.4,19.70952,10.3,30.5,88,20.1,0.277777778,10
2016-10-19 18:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.02,24.2,4.744832,9.74,30.0,37,20.4,0.0,10
2016-10-19 18:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.09,24.1,2.691813,9.22,29.2,10,22.5,0.0,10
2016-10-19 18:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.15,23.9,2.600557,8.78,28.2,2,23.5,0.0,10
2016-10-19 18:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.21,23.8,2.418044,8.47,27.3,1,25.0,0.0,10
2016-10-19 19:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.26,23.6,2.463637,8.24,26.7,1,24.7,0.0,10
2016-10-19 19:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.31,23.5,2.50937,8.06,26.3,1,24.9,0.0,10
2016-10-19 19:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.36,23.3,2.50937,8.0,26.1,1,25.8,0.0,10
2016-10-19 19:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.41,23.1,2.50937,7.9,25.8,1,26.3,0.0,10
2016-10-19 20:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.44,22.9,2.463637,7.9,25.8,1,26.3,0.0,10
2016-10-19 20:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.48,22.8,2.418044,7.82,25.9,1,26.4,0.277777778,10
2016-10-19 20:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.51,22.6,2.418044,7.83,25.7,1,26.6,0.0,10
2016-10-19 20:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.54,22.5,2.418044,7.8,24.8,1,27.6,0.0,10
2016-10-19 21:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.57,22.3,2.418044,7.83,23.9,1,28.5,0.0,10
2016-10-19 21:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.59,22.1,2.372381,7.81,23.5,1,28.1,0.277777778,10
2016-10-19 21:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.62,21.9,2.372381,7.83,22.9,1,28.9,0.0,10
2016-10-19 21:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.64,21.7,2.326788,7.84,22.8,1,28.6,0.0,10
2016-10-19 22:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.66,21.5,2.326788,7.89,22.2,1,29.1,0.0,10
2016-10-19 22:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.66,21.3,2.326788,7.84,21.7,1,30.6,0.0,10
2016-10-19 22:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.67,21.1,2.281195,7.65,21.4,1,32.1,0.0,10
2016-10-19 22:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.67,20.9,2.326788,7.53,21.5,1,30.7,0.0,10
2016-10-19 23:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.67,20.8,2.326788,7.43,21.2,1,31.2,0.0,10
2016-10-19 23:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.67,20.6,2.326788,7.35,20.9,1,33.1,0.0,10
2016-10-19 23:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.68,20.4,2.326788,7.28,20.9,1,32.8,0.0,10
2016-10-19 23:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.67,20.2,2.281195,7.26,21.5,1,30.3,0.277777778,10
2016-10-22 00:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.79,20.4,2.418044,5.06,23.6,1,26.8,0.0,10
2016-10-22 00:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.78,20.1,2.418044,5.12,23.2,1,27.6,0.0,10
2016-10-22 00:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.77,20.0,2.372381,5.17,23.0,1,28.2,0.0,10
2016-10-22 01:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.77,19.9,2.372381,5.23,23.2,1,28.2,0.833333333,10
2016-10-22 01:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.76,19.8,2.326788,5.28,23.1,1,28.8,0.0,10
2016-10-22 01:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.76,19.6,2.418044,5.33,23.2,1,29.1,0.277777778,10
2016-10-22 01:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.76,19.5,2.372381,5.38,23.3,1,29.4,0.833333333,10
2016-10-22 02:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.76,19.3,2.372381,5.43,24.0,1,28.7,1.388888889,10
2016-10-22 02:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.76,19.1,2.372381,5.48,23.8,1,28.6,1.666666667,10
2016-10-22 02:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.75,19.0,2.326788,5.53,23.2,1,29.4,1.111111111,10
2016-10-22 02:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.75,18.8,2.372381,5.61,22.8,1,30.2,0.555555556,10
2016-10-22 03:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.75,18.5,2.372381,5.73,22.0,1,31.4,1.111111111,10
2016-10-22 03:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.74,18.3,2.326788,5.75,22.3,1,31.5,1.111111111,10
2016-10-22 03:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.74,18.2,2.326788,5.82,22.5,1,31.4,1.388888889,10
2016-10-22 04:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.74,18.0,2.326788,5.9,22.5,1,31.5,1.944444444,10
2016-10-22 04:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.74,17.9,2.326788,5.93,22.2,1,32.2,1.944444444,10
2016-10-22 04:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.74,17.8,2.326788,5.98,22.0,1,32.2,1.111111111,10
2016-10-22 04:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.74,17.6,2.235532,6.02,21.4,1,33.0,0.277777778,10
2016-10-22 05:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.73,17.5,2.235532,6.1,20.5,1,34.1,0.0,10
2016-10-22 05:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.74,17.3,2.235532,6.2,20.1,1,34.5,0.0,10
2016-10-22 05:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.74,17.2,2.235532,6.22,19.7,1,35.2,0.0,10
2016-10-22 05:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.74,17.1,2.235532,6.27,19.6,1,35.5,0.0,10
2016-10-22 06:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.73,17.0,2.235532,6.3,19.7,1,35.5,0.0,10
2016-10-22 06:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.73,16.8,2.463637,6.36,19.9,1,34.6,0.0,10
2016-10-22 06:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.74,16.8,7.299796,6.43,20.4,1,33.7,0.0,10
2016-10-22 06:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.74,16.6,29.51868,6.56,20.5,2,33.9,0.0,10
2016-10-22 07:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.75,16.6,81.62128,6.88,20.5,3,35.7,0.0,10
2016-10-22 07:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.76,16.6,166.5275,7.38,20.6,8,35.6,0.0,10
2016-10-22 07:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.79,16.7,255.1293,8.01,20.7,28,35.4,0.0,10
2016-10-22 08:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.87,17.4,459.2966,9.6,21.8,113,35.1,0.0,10
2016-10-22 08:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.91,17.6,563.7756,10.48,23.1,159,32.7,0.0,10
2016-10-22 08:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.96,17.8,668.6651,11.34,23.6,206,31.9,0.0,10
2016-10-22 08:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,18.0,774.9689,12.24,24.3,254,32.1,0.0,10
2016-10-22 09:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,18.2,867.905,13.02,25.5,302,31.8,0.0,10
2016-10-22 09:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,18.5,956.9174,13.67,26.5,351,31.0,0.277777778,10
2016-10-22 09:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,18.8,1033.566,14.25,27.5,398,27.7,0.0,10
2016-10-22 09:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,19.2,1125.452,14.77,28.6,443,26.3,0.833333333,10
2016-10-22 10:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,19.6,1203.241,15.14,29.2,481,25.2,1.388888889,10
2016-10-22 15:30:00,AFS_ASU_Fall2016_KA32_seedtrain,8.0,26.8,814.753,15.19,37.3,488,16.7,0.833333333,10
2016-10-22 15:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,26.7,715.7491,14.59,37.1,445,16.2,0.555555556,10
2016-10-22 16:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,26.7,606.4796,13.93,37.1,402,16.6,0.833333333,10
2016-10-22 16:15:00,AFS_ASU_Fall2016_KA32_seedtrain,8.0,26.6,504.2362,13.27,36.6,358,16.3,0.833333333,10
2016-10-22 16:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,26.6,401.3997,12.7,36.2,308,16.8,0.833333333,10
2016-10-22 16:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,26.4,302.1676,11.97,36.0,258,17.5,0.555555556,10
2016-10-22 17:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.97,26.3,211.0109,11.31,35.6,211,18.2,1.111111111,10
2016-10-22 17:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.97,26.3,116.9343,10.39,35.1,163,18.5,0.555555556,10
2016-10-22 17:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.97,26.1,49.09142,9.56,34.2,120,19.5,0.277777778,10
2016-10-22 17:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.97,26.0,14.55407,8.73,32.8,71,22.1,0.0,10
2016-10-22 18:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.95,25.8,3.786817,7.99,31.6,29,24.6,0.0,10
2016-10-22 18:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.95,25.6,2.828662,7.37,30.6,7,25.6,0.0,10
2016-10-22 18:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.93,25.5,2.783069,6.86,29.6,2,27.9,0.0,10
2016-10-22 18:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.93,25.4,2.691813,6.46,28.7,1,29.3,0.0,10
2016-10-22 19:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.92,25.2,2.691813,6.19,28.3,1,28.4,0.0,10
2016-10-22 19:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.91,25.0,2.691813,5.96,28.7,1,26.8,0.0,10
2016-10-22 19:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.9,24.9,2.600557,5.78,28.5,1,27.3,0.0,10
2016-10-22 19:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.9,24.7,2.600557,5.65,28.1,1,27.5,0.0,10
2016-10-22 20:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.89,24.6,2.600557,5.58,27.7,1,27.4,0.0,10
2016-10-22 20:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.88,24.4,2.600557,5.48,27.9,1,26.7,0.0,10
2016-10-22 20:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.89,24.3,2.554964,5.53,27.8,1,26.8,0.0,10
2016-10-22 20:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.89,24.1,2.554964,5.6,27.2,1,28.6,0.0,10
2016-10-22 21:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.88,23.9,2.50937,5.61,26.5,1,29.6,0.0,10
2016-10-22 21:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.88,23.8,2.50937,5.65,26.2,1,29.1,0.0,10
2016-10-22 21:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.89,23.6,2.50937,5.7,25.9,1,29.9,0.0,10
2016-10-22 22:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.89,23.2,2.50937,5.8,25.1,1,30.4,0.0,10
2016-10-22 22:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.89,23.0,2.463637,5.82,24.3,1,32.4,0.0,10
2016-10-22 22:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.89,22.8,2.418044,5.87,23.8,1,33.5,0.0,10
2016-10-22 23:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.89,22.5,2.418044,5.99,23.2,1,34.7,0.0,10
2016-10-22 23:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.89,22.3,2.418044,6.06,23.2,1,33.7,0.0,10
2016-10-22 23:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.89,22.1,2.418044,6.11,23.3,1,32.9,0.0,10
2016-10-22 23:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.89,21.9,2.418044,6.16,23.3,1,32.8,0.0,10
2016-10-28 00:00:00,AFS_ASU_Fall2016_KA32_seedtrain,8.11,22.1,2.600557,7.24,27.0,1,31.6,0.555555556,10
2016-10-28 00:15:00,AFS_ASU_Fall2016_KA32_seedtrain,8.12,22.0,2.64622,7.25,26.8,2,31.8,0.0,10
2016-10-28 00:30:00,AFS_ASU_Fall2016_KA32_seedtrain,8.12,21.9,2.691813,7.28,26.3,1,32.6,0.277777778,10
2016-10-28 00:45:00,AFS_ASU_Fall2016_KA32_seedtrain,8.12,21.7,2.64622,7.3,26.1,1,33.1,0.555555556,10
2016-10-28 01:15:00,AFS_ASU_Fall2016_KA32_seedtrain,8.14,21.5,2.691813,7.37,26.5,1,31.7,0.555555556,10
2016-10-28 01:30:00,AFS_ASU_Fall2016_KA32_seedtrain,8.14,21.4,2.64622,7.33,26.2,1,32.2,0.0,10
2016-10-28 01:45:00,AFS_ASU_Fall2016_KA32_seedtrain,8.13,21.3,2.600557,7.43,26.0,1,32.5,0.277777778,10
2016-10-28 02:00:00,AFS_ASU_Fall2016_KA32_seedtrain,8.14,21.1,2.554964,7.35,26.0,1,31.9,0.555555556,10
2016-10-28 02:15:00,AFS_ASU_Fall2016_KA32_seedtrain,8.15,21.0,2.554964,7.43,25.7,1,32.3,0.277777778,10
2016-10-28 02:30:00,AFS_ASU_Fall2016_KA32_seedtrain,8.15,20.9,2.554964,7.41,24.9,2,33.9,0.0,10
2016-10-28 02:45:00,AFS_ASU_Fall2016_KA32_seedtrain,8.15,20.7,2.50937,7.43,24.2,2,35.7,0.0,10
2016-10-28 03:00:00,AFS_ASU_Fall2016_KA32_seedtrain,8.15,20.6,2.50937,7.43,23.7,1,36.9,0.277777778,10
2016-10-28 03:15:00,AFS_ASU_Fall2016_KA32_seedtrain,8.16,20.5,2.50937,7.45,23.3,2,37.6,0.0,10
2016-10-28 03:30:00,AFS_ASU_Fall2016_KA32_seedtrain,8.16,20.4,2.50937,7.42,23.1,1,38.3,0.277777778,10
2016-10-28 03:45:00,AFS_ASU_Fall2016_KA32_seedtrain,8.16,20.3,2.50937,7.41,22.9,2,38.9,0.0,10
2016-10-28 04:00:00,AFS_ASU_Fall2016_KA32_seedtrain,8.17,20.1,2.463637,7.36,23.0,1,39.1,0.277777778,10
2016-10-28 04:15:00,AFS_ASU_Fall2016_KA32_seedtrain,8.16,20.0,2.50937,7.36,23.0,1,39.3,0.277777778,10
2016-10-28 04:30:00,AFS_ASU_Fall2016_KA32_seedtrain,8.16,19.9,2.50937,7.41,23.1,1,39.5,0.277777778,10
2016-10-28 04:45:00,AFS_ASU_Fall2016_KA32_seedtrain,8.16,19.8,2.50937,7.35,23.1,1,39.4,0.833333333,10
2016-10-28 05:00:00,AFS_ASU_Fall2016_KA32_seedtrain,8.16,19.6,2.50937,7.31,23.3,1,38.4,1.944444444,10
2016-10-28 05:15:00,AFS_ASU_Fall2016_KA32_seedtrain,8.16,19.6,2.50937,7.32,23.3,1,37.6,1.944444444,10
2016-10-28 05:30:00,AFS_ASU_Fall2016_KA32_seedtrain,8.16,19.4,2.50937,7.35,23.5,1,37.1,1.388888889,10
2016-10-28 05:45:00,AFS_ASU_Fall2016_KA32_seedtrain,8.11,19.3,2.50937,7.31,23.7,1,36.5,0.833333333,10
2016-10-28 06:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.98,19.1,2.463637,7.36,23.6,1,36.6,1.388888889,10
2016-10-28 06:15:00,AFS_ASU_Fall2016_KA32_seedtrain,8.0,19.0,2.50937,7.33,23.3,1,36.5,0.833333333,10
2016-10-28 06:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.98,18.9,3.148094,7.34,22.9,1,36.6,1.111111111,10
2016-10-28 06:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,18.8,6.752328,7.4,22.8,1,36.2,0.833333333,10
2016-10-28 07:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,18.8,24.9563,7.48,22.9,1,35.3,0.0,10
2016-10-28 07:15:00,AFS_ASU_Fall2016_KA32_seedtrain,8.01,19.2,33.48801,7.54,23.0,2,35.7,0.277777778,10
2016-10-28 07:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,19.2,80.66313,7.85,23.0,8,36.7,0.0,10
2016-10-28 07:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.98,19.2,159.5014,8.25,23.0,10,37.4,0.0,10
2016-10-28 08:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,19.2,436.074,8.89,22.9,23,38.3,0.0,10
2016-10-28 13:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.98,28.4,656.2554,11.89,34.5,339,19.7,0.833333333,10
2016-10-28 13:15:00,AFS_ASU_Fall2016_KA32_seedtrain,8.0,28.3,1116.601,11.92,33.6,383,21.8,1.388888889,10
2016-10-28 13:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,28.2,791.348,11.93,33.2,375,22.4,1.111111111,10
2016-10-28 14:00:00,AFS_ASU_Fall2016_KA32_seedtrain,8.03,28.0,468.0564,11.72,33.9,364,21.1,0.555555556,10
2016-10-28 14:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,28.0,999.8496,11.56,33.6,339,21.9,0.277777778,10
2016-10-28 14:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,28.1,883.691,12.06,33.4,231,22.7,0.0,10
2016-10-28 15:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.95,28.1,881.2728,12.08,35.0,361,20.3,0.277777778,10
2016-10-28 16:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,27.5,399.9854,10.71,35.4,279,19.9,0.833333333,10
2016-10-28 16:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.98,27.2,458.3385,10.31,34.4,182,19.9,0.555555556,10
2016-10-28 16:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,27.0,141.2062,9.85,33.8,210,20.7,0.833333333,10
2016-10-28 17:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,26.8,216.3489,9.38,33.7,188,21.4,1.388888889,10
2016-10-28 17:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,26.5,69.66777,8.92,33.1,92,22.5,0.833333333,10
2016-10-28 17:30:00,AFS_ASU_Fall2016_KA32_seedtrain,8.0,26.3,22.03638,8.34,32.1,123,23.9,1.111111111,10
2016-10-28 17:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.98,26.0,6.706666,7.77,31.4,44,25.3,1.388888889,10
2016-10-28 18:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.98,25.8,3.011174,7.28,30.6,11,26.8,0.833333333,10
2016-10-28 18:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.98,25.5,2.828662,6.9,30.0,3,27.6,0.555555556,10
2016-10-28 18:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.98,25.3,2.783069,6.77,29.5,1,28.0,0.277777778,10
2016-10-28 18:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,25.1,2.737406,6.54,29.2,1,27.4,0.277777778,10
2016-10-28 19:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.98,24.9,2.737406,6.45,28.8,1,27.9,0.0,10
2016-10-28 19:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,24.8,2.691813,6.44,28.3,1,28.7,0.0,10
2016-10-28 19:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,24.6,2.64622,6.4,27.9,1,29.3,0.0,10
2016-10-28 19:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,24.4,2.64622,6.36,27.8,1,29.5,0.0,10
2016-10-28 20:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,24.3,2.600557,6.43,27.4,1,30.0,0.0,10
2016-10-28 20:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,24.1,2.600557,6.32,27.2,1,30.5,0.0,10
2016-10-28 20:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,23.9,2.600557,6.4,26.6,1,31.8,0.0,10
2016-10-28 20:45:00,AFS_ASU_Fall2016_KA32_seedtrain,8.0,23.8,2.554964,6.38,25.9,1,33.3,0.0,10
2016-10-28 21:00:00,AFS_ASU_Fall2016_KA32_seedtrain,8.0,23.5,2.50937,6.46,25.7,1,33.2,0.0,10
2016-10-28 21:15:00,AFS_ASU_Fall2016_KA32_seedtrain,8.0,23.4,2.50937,6.32,25.2,1,33.7,0.0,10
2016-10-28 21:30:00,AFS_ASU_Fall2016_KA32_seedtrain,8.0,23.2,2.50937,6.45,25.0,1,34.1,0.0,10
2016-10-28 21:45:00,AFS_ASU_Fall2016_KA32_seedtrain,8.0,23.0,2.50937,6.45,24.5,1,35.0,0.0,10
2016-10-28 22:00:00,AFS_ASU_Fall2016_KA32_seedtrain,8.0,22.9,2.50937,6.5,23.7,1,36.9,0.0,10
2016-10-28 22:15:00,AFS_ASU_Fall2016_KA32_seedtrain,8.0,22.7,2.50937,6.45,23.3,1,38.1,0.0,10
2016-10-28 22:30:00,AFS_ASU_Fall2016_KA32_seedtrain,8.0,22.5,2.463637,6.5,23.4,1,38.0,0.0,10
2016-10-28 22:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,22.4,2.418044,6.64,23.3,1,37.7,0.0,10
2016-10-28 23:00:00,AFS_ASU_Fall2016_KA32_seedtrain,8.0,22.2,2.418044,6.6,22.9,1,39.0,0.0,10
2016-10-28 23:30:00,AFS_ASU_Fall2016_KA32_seedtrain,8.0,21.7,2.418044,6.61,22.3,1,40.2,0.0,10
2016-10-28 23:45:00,AFS_ASU_Fall2016_KA32_seedtrain,8.0,21.5,2.418044,6.7,22.3,1,38.7,0.0,10
2016-10-29 00:00:00,AFS_ASU_Fall2016_KA32_seedtrain,8.0,21.4,2.418044,6.7,22.2,1,38.8,0.277777778,10
2016-10-29 00:15:00,AFS_ASU_Fall2016_KA32_seedtrain,8.0,21.2,2.418044,6.8,22.2,1,38.9,0.0,10
2016-10-29 00:30:00,AFS_ASU_Fall2016_KA32_seedtrain,8.01,21.0,2.372381,6.81,21.8,1,40.2,0.0,10
2016-10-29 00:45:00,AFS_ASU_Fall2016_KA32_seedtrain,8.01,20.8,2.326788,6.86,21.4,1,40.7,0.0,10
2016-10-29 01:00:00,AFS_ASU_Fall2016_KA32_seedtrain,8.01,20.7,2.372381,6.88,20.9,1,42.0,0.0,10
2016-10-29 01:15:00,AFS_ASU_Fall2016_KA32_seedtrain,8.0,20.5,2.372381,6.94,20.8,1,43.3,0.0,10
2016-10-29 01:30:00,AFS_ASU_Fall2016_KA32_seedtrain,8.01,20.2,2.372381,7.02,20.7,1,43.6,0.0,10
2016-10-29 01:45:00,AFS_ASU_Fall2016_KA32_seedtrain,8.01,19.9,2.326788,7.03,20.4,1,44.9,0.0,10
2016-10-29 02:00:00,AFS_ASU_Fall2016_KA32_seedtrain,8.01,19.8,2.326788,7.06,20.4,1,44.3,0.0,10
2016-10-29 02:15:00,AFS_ASU_Fall2016_KA32_seedtrain,8.01,19.6,2.326788,7.13,20.3,1,43.5,0.0,10
2016-10-29 02:30:00,AFS_ASU_Fall2016_KA32_seedtrain,8.01,19.5,2.281195,7.13,20.2,1,43.0,0.0,10
2016-10-29 02:45:00,AFS_ASU_Fall2016_KA32_seedtrain,8.01,19.3,2.326788,7.2,20.1,1,44.0,0.0,10
2016-10-29 03:00:00,AFS_ASU_Fall2016_KA32_seedtrain,8.01,19.1,2.326788,7.27,19.6,1,45.3,0.0,10
2016-10-29 03:15:00,AFS_ASU_Fall2016_KA32_seedtrain,8.01,18.9,2.326788,7.35,19.4,1,43.5,0.0,10
2016-10-29 03:30:00,AFS_ASU_Fall2016_KA32_seedtrain,8.01,18.7,2.326788,7.36,19.6,1,41.6,0.277777778,10
2016-10-29 03:45:00,AFS_ASU_Fall2016_KA32_seedtrain,8.01,18.5,2.326788,7.39,19.8,1,41.2,0.555555556,10
2016-10-29 04:00:00,AFS_ASU_Fall2016_KA32_seedtrain,8.01,18.4,2.326788,7.5,20.0,1,41.6,0.555555556,10
2016-10-29 04:15:00,AFS_ASU_Fall2016_KA32_seedtrain,8.01,18.2,2.235532,7.49,20.0,1,41.9,0.0,10
2016-10-29 04:30:00,AFS_ASU_Fall2016_KA32_seedtrain,8.01,18.1,2.235532,7.57,19.5,2,43.1,0.0,10
2016-10-29 04:45:00,AFS_ASU_Fall2016_KA32_seedtrain,8.02,17.9,2.235532,7.66,19.0,2,45.0,0.0,10
2016-10-29 05:00:00,AFS_ASU_Fall2016_KA32_seedtrain,8.02,17.7,2.235532,7.68,18.5,1,45.4,0.277777778,10
2016-10-29 05:15:00,AFS_ASU_Fall2016_KA32_seedtrain,8.02,17.5,2.235532,7.77,18.7,1,43.2,0.0,10
2016-10-29 05:30:00,AFS_ASU_Fall2016_KA32_seedtrain,8.02,17.3,2.189939,7.8,18.9,1,41.7,0.555555556,10
2016-10-29 05:45:00,AFS_ASU_Fall2016_KA32_seedtrain,8.01,17.1,2.235532,7.89,18.7,1,41.6,0.833333333,10
2016-10-29 06:00:00,AFS_ASU_Fall2016_KA32_seedtrain,8.02,16.9,2.235532,7.99,18.4,1,42.7,0.555555556,10
2016-10-29 06:15:00,AFS_ASU_Fall2016_KA32_seedtrain,8.02,16.7,2.235532,8.03,18.2,1,43.7,1.111111111,10
2016-10-29 06:30:00,AFS_ASU_Fall2016_KA32_seedtrain,7.97,16.6,4.014923,8.19,18.0,1,43.7,1.666666667,10
2016-10-29 06:45:00,AFS_ASU_Fall2016_KA32_seedtrain,7.98,16.4,18.24963,8.21,17.8,1,44.1,1.388888889,10
2016-10-29 07:00:00,AFS_ASU_Fall2016_KA32_seedtrain,7.99,16.3,60.22363,8.5,18.4,2,45.3,1.388888889,10
2016-10-29 07:15:00,AFS_ASU_Fall2016_KA32_seedtrain,7.97,16.2,142.0274,8.83,19.0,4,42.4,1.388888889,10
