datetime,experimentid_x,ph,temperature_oc,par_umol_photons_m2_s,dissolved_oxygen_mg_l,airtemp_oc,global_light_energy_w_m2,humid_rh,wdspd_m_s,month
2018-04-02 21:15:00,Spring2018_SOT_26BAM_LRB0401,7.75,15.6,2.600557,5.16,23.33,1,12.1,0.0,4
2018-04-02 21:30:00,Spring2018_SOT_26BAM_LRB0401,7.76,15.3,2.600557,5.19,23.5,1,12.8,0.0,4
2018-04-02 21:45:00,Spring2018_SOT_26BAM_LRB0401,7.77,15.0,2.554964,5.23,22.37,1,13.6,0.0,4
2018-04-02 22:00:00,Spring2018_SOT_26BAM_LRB0401,7.77,14.8,2.50937,5.27,22.56,1,13.7,0.0,4
2018-04-02 22:15:00,Spring2018_SOT_26BAM_LRB0401,7.76,14.6,2.50937,5.3,22.44,1,14.5,0.0,4
2018-04-02 22:30:00,Spring2018_SOT_26BAM_LRB0401,7.76,14.4,2.50937,5.35,22.7,1,14.8,0.5,4
2018-04-02 22:45:00,Spring2018_SOT_26BAM_LRB0401,7.76,14.2,2.50937,5.38,22.94,1,14.7,1.0,4
2018-04-02 23:00:00,Spring2018_SOT_26BAM_LRB0401,7.76,13.9,2.50937,5.42,22.85,1,15.3,1.0,4
2018-04-02 23:15:00,Spring2018_SOT_26BAM_LRB0401,7.76,13.6,2.50937,5.47,22.75,1,15.3,1.5,4
2018-04-02 23:30:00,Spring2018_SOT_26BAM_LRB0401,7.76,13.4,2.50937,5.51,22.75,1,14.8,1.5,4
2018-04-02 23:45:00,Spring2018_SOT_26BAM_LRB0401,7.77,13.1,2.50937,5.58,22.25,1,14.7,1.0,4
2018-04-03 00:00:00,Spring2018_SOT_26BAM_LRB0401,7.78,12.9,2.50937,5.63,22.23,1,14.3,1.0,4
2018-04-03 00:15:00,Spring2018_SOT_26BAM_LRB0401,7.77,12.7,2.50937,5.69,22.03,1,14.0,0.0,4
2018-04-03 00:30:00,Spring2018_SOT_26BAM_LRB0401,7.78,12.5,2.50937,5.75,20.15,1,17.0,0.0,4
2018-04-03 00:45:00,Spring2018_SOT_26BAM_LRB0401,7.78,12.3,2.463637,5.82,20.1,1,16.8,0.0,4
2018-04-03 01:00:00,Spring2018_SOT_26BAM_LRB0401,7.79,12.1,2.418044,5.88,18.46,1,16.4,1.5,4
2018-04-03 01:15:00,Spring2018_SOT_26BAM_LRB0401,7.79,11.7,2.418044,5.98,18.3,1,16.8,0.0,4
2018-04-03 01:30:00,Spring2018_SOT_26BAM_LRB0401,7.8,11.5,2.418044,6.03,18.1,1,16.6,1.5,4
2018-04-03 01:45:00,Spring2018_SOT_26BAM_LRB0401,7.81,11.2,2.372381,6.13,17.91,1,16.7,1.0,4
2018-04-03 02:00:00,Spring2018_SOT_26BAM_LRB0401,7.81,10.9,2.326788,6.19,17.89,1,16.6,1.0,4
2018-04-03 02:15:00,Spring2018_SOT_26BAM_LRB0401,7.81,10.7,2.326788,6.26,17.8,1,16.8,1.5,4
2018-04-03 02:30:00,Spring2018_SOT_26BAM_LRB0401,7.83,10.4,2.326788,6.34,17.22,1,17.4,2.0,4
2018-04-03 02:45:00,Spring2018_SOT_26BAM_LRB0401,7.83,10.2,2.326788,6.4,16.56,1,19.3,1.5,4
2018-04-03 03:00:00,Spring2018_SOT_26BAM_LRB0401,7.84,9.9,2.281195,6.47,15.84,1,21.3,0.5,4
2018-04-03 03:15:00,Spring2018_SOT_26BAM_LRB0401,7.85,9.8,2.235532,6.54,15.22,1,23.5,0.5,4
2018-04-03 03:30:00,Spring2018_SOT_26BAM_LRB0401,7.86,9.6,2.235532,6.6,15.08,1,24.5,0.0,4
2018-04-03 03:45:00,Spring2018_SOT_26BAM_LRB0401,7.85,9.4,2.235532,6.65,15.15,1,24.3,0.5,4
2018-04-03 04:00:00,Spring2018_SOT_26BAM_LRB0401,7.86,9.2,2.235532,6.69,15.29,1,20.7,0.5,4
2018-04-03 04:15:00,Spring2018_SOT_26BAM_LRB0401,7.87,9.0,2.235532,6.74,15.44,1,19.7,1.0,4
2018-04-03 04:30:00,Spring2018_SOT_26BAM_LRB0401,7.87,8.9,2.235532,6.8,15.87,1,20.2,1.5,4
2018-04-03 04:45:00,Spring2018_SOT_26BAM_LRB0401,7.88,8.7,2.235532,6.83,16.39,1,19.5,2.0,4
2018-04-03 05:00:00,Spring2018_SOT_26BAM_LRB0401,7.88,8.6,2.235532,6.88,16.42,1,20.3,1.5,4
2018-04-03 05:15:00,Spring2018_SOT_26BAM_LRB0401,7.89,8.5,2.235532,6.94,15.99,1,20.3,1.0,4
2018-04-03 05:30:00,Spring2018_SOT_26BAM_LRB0401,7.9,8.3,2.235532,6.96,16.42,1,20.3,2.0,4
2018-04-03 05:45:00,Spring2018_SOT_26BAM_LRB0401,7.9,8.2,2.281195,7.01,15.56,1,21.1,1.5,4
2018-04-03 06:00:00,Spring2018_SOT_26BAM_LRB0401,7.91,8.1,3.23928,7.05,14.6,1,23.5,1.0,4
2018-04-03 06:15:00,Spring2018_SOT_26BAM_LRB0401,7.92,8.0,15.19279,7.14,14.22,6,25.6,1.0,4
2018-04-03 06:30:00,Spring2018_SOT_26BAM_LRB0401,7.94,7.9,50.68823,7.35,14.12,28,26.1,1.5,4
2018-04-03 06:45:00,Spring2018_SOT_26BAM_LRB0401,7.98,7.8,119.7173,7.76,14.62,72,25.0,1.5,4
2018-04-03 07:00:00,Spring2018_SOT_26BAM_LRB0401,7.79,7.8,214.4327,8.38,15.17,117,23.5,1.5,4
2018-04-03 07:15:00,Spring2018_SOT_26BAM_LRB0401,7.95,7.9,313.2999,9.23,16.01,163,23.1,1.5,4
2018-04-03 07:30:00,Spring2018_SOT_26BAM_LRB0401,7.82,8.9,419.1475,9.12,17.03,213,22.2,1.0,4
2018-04-03 07:45:00,Spring2018_SOT_26BAM_LRB0401,7.72,10.0,530.9719,10.44,17.7,266,21.9,1.0,4
2018-04-03 08:00:00,Spring2018_SOT_26BAM_LRB0401,7.93,10.2,644.165,11.52,18.46,318,21.5,1.5,4
2018-04-03 08:15:00,Spring2018_SOT_26BAM_LRB0401,7.87,10.6,755.6245,12.54,19.75,369,20.6,1.0,4
2018-04-03 08:30:00,Spring2018_SOT_26BAM_LRB0401,7.86,11.0,867.0381,13.48,20.53,423,18.3,2.0,4
2018-04-03 08:45:00,Spring2018_SOT_26BAM_LRB0401,7.89,11.6,974.7108,14.35,21.77,472,17.0,1.5,4
2018-04-03 15:15:00,Spring2018_SOT_26BAM_LRB0401,7.78,27.9,1217.248,17.0,29.54,544,11.9,1.5,4
2018-04-03 16:00:00,Spring2018_SOT_26BAM_LRB0401,7.89,26.7,659.4491,14.77,29.46,373,12.4,1.0,4
2018-04-03 16:15:00,Spring2018_SOT_26BAM_LRB0401,7.9,26.1,597.5374,13.61,29.29,277,11.9,1.0,4
2018-04-03 16:30:00,Spring2018_SOT_26BAM_LRB0401,7.9,25.5,635.7703,12.92,29.26,308,11.8,1.0,4
2018-04-03 16:45:00,Spring2018_SOT_26BAM_LRB0401,7.9,25.1,775.8359,12.68,29.71,386,11.1,1.5,4
2018-04-03 17:00:00,Spring2018_SOT_26BAM_LRB0401,7.86,24.7,564.5511,12.47,29.31,274,11.8,1.0,4
2018-04-03 17:15:00,Spring2018_SOT_26BAM_LRB0401,7.76,24.3,410.2052,11.65,28.97,184,12.2,1.0,4
2018-04-03 17:30:00,Spring2018_SOT_26BAM_LRB0401,8.65,23.7,257.3649,6.35,28.72,118,12.2,1.0,4
2018-04-03 17:45:00,Spring2018_SOT_26BAM_LRB0401,7.45,27.9,249.1525,5.96,28.79,126,12.2,0.5,4
2018-04-03 18:00:00,Spring2018_SOT_26BAM_LRB0401,6.2,28.6,176.7929,5.89,28.37,84,13.1,0.5,4
2018-04-03 18:15:00,Spring2018_SOT_26BAM_LRB0401,5.61,28.4,109.1325,5.88,28.02,52,12.8,0.0,4
2018-04-03 18:30:00,Spring2018_SOT_26BAM_LRB0401,5.19,27.6,51.46387,5.87,27.85,23,13.1,0.0,4
2018-04-03 18:45:00,Spring2018_SOT_26BAM_LRB0401,5.03,26.4,16.5159,6.0,26.92,4,14.3,0.0,4
2018-04-03 19:00:00,Spring2018_SOT_26BAM_LRB0401,7.88,24.7,4.881752,3.78,26.26,1,14.7,0.0,4
2018-04-03 19:15:00,Spring2018_SOT_26BAM_LRB0401,7.86,24.1,2.783069,3.84,25.67,1,15.3,0.0,4
2018-04-03 19:30:00,Spring2018_SOT_26BAM_LRB0401,7.86,23.5,2.691813,3.92,25.14,1,16.2,0.0,4
2018-04-03 19:45:00,Spring2018_SOT_26BAM_LRB0401,7.85,22.9,2.691813,4.08,25.06,1,16.3,0.0,4
2018-04-03 20:00:00,Spring2018_SOT_26BAM_LRB0401,7.87,22.4,2.691813,4.24,24.48,1,16.6,0.0,4
2018-04-03 20:15:00,Spring2018_SOT_26BAM_LRB0401,7.89,22.0,2.64622,4.42,23.79,1,17.4,0.0,4
2018-04-03 20:30:00,Spring2018_SOT_26BAM_LRB0401,7.9,21.5,2.600557,4.6,23.74,1,17.2,0.0,4
2018-04-03 20:45:00,Spring2018_SOT_26BAM_LRB0401,7.91,21.0,2.600557,4.76,23.21,1,18.5,0.0,4
2018-04-03 21:00:00,Spring2018_SOT_26BAM_LRB0401,7.93,20.6,2.600557,4.91,22.97,1,18.3,0.0,4
2018-04-03 21:15:00,Spring2018_SOT_26BAM_LRB0401,7.96,20.2,2.554964,5.04,21.8,1,21.0,0.0,4
2018-04-03 21:30:00,Spring2018_SOT_26BAM_LRB0401,7.97,19.8,2.554964,5.16,22.27,1,20.6,0.0,4
2018-04-03 21:45:00,Spring2018_SOT_26BAM_LRB0401,7.99,19.4,2.50937,5.29,22.37,1,20.0,0.0,4
2018-04-03 22:00:00,Spring2018_SOT_26BAM_LRB0401,8.01,19.0,2.50937,5.4,21.75,1,21.9,0.0,4
2018-04-03 22:15:00,Spring2018_SOT_26BAM_LRB0401,8.01,18.6,2.50937,5.52,21.06,1,20.8,0.0,4
2018-04-03 22:30:00,Spring2018_SOT_26BAM_LRB0401,8.02,18.3,2.463637,5.6,20.7,1,21.2,0.0,4
2018-04-03 22:45:00,Spring2018_SOT_26BAM_LRB0401,8.04,17.9,2.50937,5.69,20.65,1,21.1,0.0,4
2018-04-03 23:00:00,Spring2018_SOT_26BAM_LRB0401,8.05,17.5,2.463637,5.77,19.91,1,22.7,0.0,4
2018-04-03 23:15:00,Spring2018_SOT_26BAM_LRB0401,8.05,17.1,2.463637,5.86,19.84,1,20.7,0.0,4
2018-04-03 23:30:00,Spring2018_SOT_26BAM_LRB0401,8.07,16.8,2.418044,5.94,19.51,1,21.3,0.0,4
2018-04-03 23:45:00,Spring2018_SOT_26BAM_LRB0401,8.08,16.4,2.418044,5.99,19.58,1,21.4,0.0,4
2018-04-04 00:00:00,Spring2018_SOT_26BAM_LRB0401,8.08,16.0,2.418044,6.07,19.06,1,22.0,0.0,4
2018-04-04 00:15:00,Spring2018_SOT_26BAM_LRB0401,8.09,15.7,2.418044,6.12,18.98,1,24.1,1.0,4
2018-04-04 00:30:00,Spring2018_SOT_26BAM_LRB0401,8.11,15.4,2.418044,6.2,19.29,1,23.8,0.5,4
2018-04-04 00:45:00,Spring2018_SOT_26BAM_LRB0401,8.11,15.1,2.418044,6.24,18.89,1,23.8,0.0,4
2018-04-04 01:00:00,Spring2018_SOT_26BAM_LRB0401,8.13,14.8,2.418044,6.31,17.84,1,26.3,0.0,4
2018-04-04 01:15:00,Spring2018_SOT_26BAM_LRB0401,8.13,14.5,2.326788,6.35,17.06,1,28.8,0.0,4
2018-04-04 01:30:00,Spring2018_SOT_26BAM_LRB0401,8.14,14.3,2.326788,6.39,17.18,1,27.9,0.5,4
2018-04-04 01:45:00,Spring2018_SOT_26BAM_LRB0401,8.14,14.0,2.326788,6.43,16.75,1,27.4,1.0,4
2018-04-04 02:00:00,Spring2018_SOT_26BAM_LRB0401,8.15,13.7,2.326788,6.49,17.15,1,25.1,1.5,4
2018-04-04 02:15:00,Spring2018_SOT_26BAM_LRB0401,8.16,13.4,2.281195,6.53,16.84,1,23.6,0.5,4
2018-04-04 02:30:00,Spring2018_SOT_26BAM_LRB0401,8.17,13.1,2.326788,6.57,16.53,1,22.8,1.0,4
2018-04-04 02:45:00,Spring2018_SOT_26BAM_LRB0401,8.19,12.8,2.326788,6.61,15.8,1,24.6,0.0,4
2018-04-04 03:00:00,Spring2018_SOT_26BAM_LRB0401,8.19,12.6,2.235532,6.65,15.56,1,28.7,0.5,4
2018-04-04 03:15:00,Spring2018_SOT_26BAM_LRB0401,8.19,12.3,2.235532,6.71,15.58,1,28.7,0.5,4
2018-04-04 03:30:00,Spring2018_SOT_26BAM_LRB0401,8.2,12.1,2.235532,6.73,16.03,1,27.0,1.0,4
2018-04-04 03:45:00,Spring2018_SOT_26BAM_LRB0401,8.2,11.8,2.235532,6.78,15.89,1,27.1,1.0,4
2018-04-04 04:00:00,Spring2018_SOT_26BAM_LRB0401,8.2,11.6,2.235532,6.83,15.82,1,27.9,1.5,4
2018-04-04 04:15:00,Spring2018_SOT_26BAM_LRB0401,8.22,11.3,2.235532,6.88,15.6,1,28.5,1.5,4
2018-04-04 04:30:00,Spring2018_SOT_26BAM_LRB0401,8.22,10.9,2.235532,7.0,15.58,1,28.4,1.5,4
2018-04-04 04:45:00,Spring2018_SOT_26BAM_LRB0401,8.22,10.6,2.235532,7.06,15.15,1,29.3,1.0,4
2018-04-04 05:00:00,Spring2018_SOT_26BAM_LRB0401,8.23,10.4,2.235532,7.13,15.25,1,28.4,1.5,4
2018-04-04 05:15:00,Spring2018_SOT_26BAM_LRB0401,8.23,10.2,2.235532,7.18,15.75,1,26.0,1.0,4
2018-04-04 05:30:00,Spring2018_SOT_26BAM_LRB0401,8.24,10.1,2.235532,7.18,15.91,1,24.6,1.0,4
2018-04-04 05:45:00,Spring2018_SOT_26BAM_LRB0401,8.24,9.9,2.235532,7.27,15.58,1,24.5,1.0,4
2018-04-04 06:00:00,Spring2018_SOT_26BAM_LRB0401,8.24,9.7,3.604235,7.3,16.13,1,24.1,1.0,4
2018-04-04 06:15:00,Spring2018_SOT_26BAM_LRB0401,8.25,9.5,16.74401,7.38,15.44,7,24.7,0.0,4
2018-04-04 06:30:00,Spring2018_SOT_26BAM_LRB0401,8.26,9.4,53.97318,7.6,15.2,31,25.1,0.5,4
2018-04-04 06:45:00,Spring2018_SOT_26BAM_LRB0401,7.84,9.3,125.5572,7.98,14.86,74,27.5,0.5,4
2018-04-04 07:00:00,Spring2018_SOT_26BAM_LRB0401,7.92,9.2,218.9951,8.58,15.29,118,28.6,0.5,4
2018-04-04 07:15:00,Spring2018_SOT_26BAM_LRB0401,7.99,9.3,318.0904,9.25,15.75,166,30.2,1.0,4
2018-04-04 07:30:00,Spring2018_SOT_26BAM_LRB0401,7.92,9.4,425.9455,9.93,16.82,217,28.1,1.0,4
2018-04-04 07:45:00,Spring2018_SOT_26BAM_LRB0401,7.93,10.4,537.4049,10.37,17.87,268,27.4,1.5,4
2018-04-04 08:00:00,Spring2018_SOT_26BAM_LRB0401,7.93,10.7,649.4117,10.86,19.39,321,25.4,1.0,4
2018-04-04 08:15:00,Spring2018_SOT_26BAM_LRB0401,7.86,11.1,760.7799,11.25,20.72,372,22.4,1.0,4
2018-04-04 14:15:00,Spring2018_SOT_26BAM_LRB0401,7.98,27.4,965.5403,14.91,30.44,444,13.0,2.0,4
2018-04-04 15:30:00,Spring2018_SOT_26BAM_LRB0401,7.91,27.0,1000.808,16.79,30.82,428,12.5,2.0,4
2018-04-04 15:45:00,Spring2018_SOT_26BAM_LRB0401,7.9,26.6,506.2893,15.36,30.55,247,12.9,1.5,4
2018-04-04 16:00:00,Spring2018_SOT_26BAM_LRB0401,7.99,26.0,498.3963,14.22,30.55,242,12.8,1.0,4
2018-04-04 16:15:00,Spring2018_SOT_26BAM_LRB0401,7.97,25.5,408.8365,13.39,30.22,201,12.8,1.0,4
2018-04-04 16:30:00,Spring2018_SOT_26BAM_LRB0401,7.94,24.9,430.5992,12.59,29.92,234,12.8,1.0,4
2018-04-04 16:45:00,Spring2018_SOT_26BAM_LRB0401,7.9,24.5,376.5347,12.54,30.14,177,12.6,1.0,4
2018-04-04 17:00:00,Spring2018_SOT_26BAM_LRB0401,7.99,24.1,339.5337,12.1,30.02,167,13.2,1.0,4
2018-04-04 17:15:00,Spring2018_SOT_26BAM_LRB0401,7.96,23.8,613.8251,12.22,31.0,387,13.2,1.0,4
2018-04-04 17:30:00,Spring2018_SOT_26BAM_LRB0401,7.96,23.6,562.7262,12.92,30.95,277,12.7,1.0,4
2018-04-04 17:45:00,Spring2018_SOT_26BAM_LRB0401,7.92,23.2,349.2516,12.26,30.49,173,13.1,1.0,4
2018-04-04 18:00:00,Spring2018_SOT_26BAM_LRB0401,7.96,22.7,228.8956,11.08,30.19,114,13.5,0.5,4
2018-04-04 18:15:00,Spring2018_SOT_26BAM_LRB0401,7.98,22.2,114.6074,9.81,29.69,67,14.0,0.5,4
2018-04-04 18:30:00,Spring2018_SOT_26BAM_LRB0401,7.99,21.7,53.19753,8.59,29.07,23,14.8,0.0,4
2018-04-04 18:45:00,Spring2018_SOT_26BAM_LRB0401,7.85,21.2,21.48891,7.59,28.32,7,15.2,0.0,4
2018-04-04 19:00:00,Spring2018_SOT_26BAM_LRB0401,7.85,20.8,5.702987,6.74,27.55,1,15.8,0.0,4
2018-04-04 19:15:00,Spring2018_SOT_26BAM_LRB0401,7.84,20.4,3.102361,6.11,27.28,1,16.6,0.0,4
2018-04-04 19:30:00,Spring2018_SOT_26BAM_LRB0401,7.83,20.0,2.965511,5.72,26.55,1,17.1,0.0,4
2018-04-04 19:45:00,Spring2018_SOT_26BAM_LRB0401,7.85,19.7,2.965511,5.47,25.77,1,18.6,0.0,4
2018-04-04 20:00:00,Spring2018_SOT_26BAM_LRB0401,7.87,19.4,2.919918,5.33,24.87,1,19.8,0.0,4
2018-04-04 20:15:00,Spring2018_SOT_26BAM_LRB0401,7.89,19.1,2.874255,5.25,24.15,1,22.0,0.0,4
2018-04-04 20:30:00,Spring2018_SOT_26BAM_LRB0401,7.9,18.8,2.874255,5.23,23.4,1,22.3,0.0,4
2018-04-04 20:45:00,Spring2018_SOT_26BAM_LRB0401,7.91,18.6,2.874255,5.23,23.09,1,23.9,0.0,4
2018-04-04 21:00:00,Spring2018_SOT_26BAM_LRB0401,7.92,18.3,2.828662,5.24,22.2,1,23.6,0.0,4
2018-04-04 21:15:00,Spring2018_SOT_26BAM_LRB0401,7.93,18.0,2.783069,5.27,22.56,1,24.2,0.0,4
2018-04-04 21:30:00,Spring2018_SOT_26BAM_LRB0401,7.93,17.8,2.783069,5.32,22.66,1,23.1,0.0,4
2018-04-04 21:45:00,Spring2018_SOT_26BAM_LRB0401,7.94,17.4,2.737406,5.36,22.35,1,21.0,0.0,4
2018-04-04 22:00:00,Spring2018_SOT_26BAM_LRB0401,7.94,17.1,2.737406,5.39,21.77,1,23.0,0.0,4
2018-04-04 22:15:00,Spring2018_SOT_26BAM_LRB0401,7.94,16.8,2.737406,5.44,21.94,1,21.8,0.0,4
2018-04-04 22:30:00,Spring2018_SOT_26BAM_LRB0401,7.95,16.5,2.737406,5.5,21.75,1,21.7,0.0,4
2018-04-04 22:45:00,Spring2018_SOT_26BAM_LRB0401,7.94,16.3,2.691813,5.57,21.68,1,22.4,0.0,4
2018-04-04 23:00:00,Spring2018_SOT_26BAM_LRB0401,7.95,16.0,2.691813,5.58,20.7,1,24.1,0.0,4
2018-04-04 23:15:00,Spring2018_SOT_26BAM_LRB0401,7.95,15.8,2.691813,5.62,20.48,1,25.5,0.0,4
2018-04-04 23:30:00,Spring2018_SOT_26BAM_LRB0401,7.96,15.6,2.691813,5.65,19.86,1,25.8,0.0,4
2018-04-04 23:45:00,Spring2018_SOT_26BAM_LRB0401,7.96,15.3,2.600557,5.73,19.58,1,24.3,0.0,4
2018-04-07 00:00:00,Spring2018_SOT_26BAM_LRB0401,7.73,15.6,2.783069,5.24,23.26,1,21.6,0.0,4
2018-04-07 00:15:00,Spring2018_SOT_26BAM_LRB0401,7.73,15.5,2.783069,5.28,22.42,1,23.0,0.0,4
2018-04-07 00:30:00,Spring2018_SOT_26BAM_LRB0401,7.73,15.3,2.783069,5.3,22.82,1,23.8,0.0,4
2018-04-07 00:45:00,Spring2018_SOT_26BAM_LRB0401,7.72,15.2,2.783069,5.29,22.61,1,23.3,0.0,4
2018-04-07 01:00:00,Spring2018_SOT_26BAM_LRB0401,7.72,15.1,2.737406,5.34,22.73,1,20.7,2.0,4
2018-04-07 01:15:00,Spring2018_SOT_26BAM_LRB0401,7.72,14.9,2.737406,5.34,22.23,1,22.2,1.0,4
2018-04-07 01:30:00,Spring2018_SOT_26BAM_LRB0401,7.73,14.7,2.737406,5.39,21.72,1,22.1,1.5,4
2018-04-07 01:45:00,Spring2018_SOT_26BAM_LRB0401,7.72,14.5,2.737406,5.43,21.77,1,21.1,1.5,4
2018-04-07 02:00:00,Spring2018_SOT_26BAM_LRB0401,7.74,14.3,2.737406,5.47,21.17,1,22.8,1.5,4
2018-04-07 02:15:00,Spring2018_SOT_26BAM_LRB0401,7.73,14.1,2.737406,5.57,21.27,1,23.3,1.5,4
2018-04-07 02:30:00,Spring2018_SOT_26BAM_LRB0401,7.74,13.9,2.737406,5.56,21.53,1,22.2,1.0,4
2018-04-07 02:45:00,Spring2018_SOT_26BAM_LRB0401,7.74,13.8,2.691813,5.65,21.39,1,22.4,1.5,4
2018-04-07 03:00:00,Spring2018_SOT_26BAM_LRB0401,7.75,13.6,2.691813,5.69,21.15,1,23.1,1.5,4
2018-04-07 03:15:00,Spring2018_SOT_26BAM_LRB0401,7.75,13.5,2.691813,5.71,20.72,1,25.1,1.5,4
2018-04-07 03:30:00,Spring2018_SOT_26BAM_LRB0401,7.76,13.3,2.691813,5.76,19.91,1,27.7,1.0,4
2018-04-07 03:45:00,Spring2018_SOT_26BAM_LRB0401,7.76,13.2,2.691813,5.8,20.15,1,26.5,1.5,4
2018-04-07 04:00:00,Spring2018_SOT_26BAM_LRB0401,7.77,13.0,2.691813,5.82,19.6,1,28.8,1.0,4
2018-04-07 04:15:00,Spring2018_SOT_26BAM_LRB0401,7.77,12.9,2.691813,5.88,19.65,1,28.6,1.0,4
2018-04-07 04:30:00,Spring2018_SOT_26BAM_LRB0401,7.77,12.8,2.64622,5.9,20.06,1,25.6,1.0,4
2018-04-07 04:45:00,Spring2018_SOT_26BAM_LRB0401,7.78,12.7,2.64622,5.93,20.25,1,24.1,1.0,4
2018-04-07 05:00:00,Spring2018_SOT_26BAM_LRB0401,7.79,12.5,2.691813,5.97,20.56,1,23.6,2.0,4
2018-04-07 05:15:00,Spring2018_SOT_26BAM_LRB0401,7.79,12.4,2.691813,6.0,20.65,1,23.0,2.0,4
2018-04-07 05:30:00,Spring2018_SOT_26BAM_LRB0401,7.8,12.3,2.691813,6.09,20.53,1,23.1,2.0,4
2018-04-07 05:45:00,Spring2018_SOT_26BAM_LRB0401,7.8,12.1,2.691813,6.11,20.2,1,24.3,1.5,4
2018-04-07 06:00:00,Spring2018_SOT_26BAM_LRB0401,7.81,12.0,4.790495,6.16,19.58,1,25.9,1.0,4
2018-04-07 06:15:00,Spring2018_SOT_26BAM_LRB0401,7.81,11.9,15.51215,6.21,19.03,6,27.9,1.0,4
2018-04-07 06:30:00,Spring2018_SOT_26BAM_LRB0401,7.84,11.8,50.68823,6.49,19.15,26,28.1,1.5,4
2018-04-07 06:45:00,Spring2018_SOT_26BAM_LRB0401,7.9,11.7,99.32337,7.11,19.41,44,27.8,1.0,4
2018-04-07 07:00:00,Spring2018_SOT_26BAM_LRB0401,7.99,11.6,230.4923,7.84,19.98,132,25.3,1.0,4
2018-04-07 07:15:00,Spring2018_SOT_26BAM_LRB0401,7.88,12.2,310.2887,8.72,20.6,198,24.6,1.0,4
2018-04-07 07:30:00,Spring2018_SOT_26BAM_LRB0401,7.75,12.4,410.1596,9.94,21.2,196,24.6,1.0,4
2018-04-07 07:45:00,Spring2018_SOT_26BAM_LRB0401,7.99,12.6,536.3099,11.18,21.75,252,24.6,1.0,4
2018-04-07 08:00:00,Spring2018_SOT_26BAM_LRB0401,7.96,13.0,700.2369,12.49,22.54,331,24.8,1.5,4
2018-04-07 08:15:00,Spring2018_SOT_26BAM_LRB0401,7.94,13.5,835.877,13.81,23.38,416,24.1,1.5,4
2018-04-07 08:30:00,Spring2018_SOT_26BAM_LRB0401,7.97,14.1,971.4715,15.11,24.36,453,22.7,1.5,4
2018-04-07 08:45:00,Spring2018_SOT_26BAM_LRB0401,7.75,14.7,1070.886,16.17,25.02,506,21.6,1.5,4
2018-04-07 09:00:00,Spring2018_SOT_26BAM_LRB0401,7.77,15.5,1042.508,17.27,25.82,441,20.8,1.0,4
2018-04-07 09:15:00,Spring2018_SOT_26BAM_LRB0401,7.9,16.2,1097.029,18.19,26.3,452,20.4,0.5,4
2018-04-07 09:30:00,Spring2018_SOT_26BAM_LRB0401,7.85,17.0,1341.391,18.84,27.19,619,19.4,0.0,4
2018-04-07 09:45:00,Spring2018_SOT_26BAM_LRB0401,7.86,17.9,1158.165,19.94,27.53,573,19.1,0.5,4
2018-04-07 16:00:00,Spring2018_SOT_26BAM_LRB0401,7.79,28.6,1116.464,19.25,33.81,523,16.6,2.5,4
2018-04-07 16:15:00,Spring2018_SOT_26BAM_LRB0401,7.77,28.2,1018.008,18.42,33.89,476,17.2,1.5,4
2018-04-07 16:30:00,Spring2018_SOT_26BAM_LRB0401,7.93,27.8,911.3846,17.38,34.02,426,17.2,1.5,4
2018-04-07 16:45:00,Spring2018_SOT_26BAM_LRB0401,7.77,27.3,803.3472,16.22,33.81,374,17.5,2.5,4
2018-04-07 17:00:00,Spring2018_SOT_26BAM_LRB0401,7.85,26.9,691.4315,15.1,34.07,323,16.7,1.5,4
2018-04-07 17:15:00,Spring2018_SOT_26BAM_LRB0401,7.86,26.3,460.4828,13.86,33.65,272,16.5,2.0,4
2018-04-07 17:30:00,Spring2018_SOT_26BAM_LRB0401,7.79,25.6,470.2008,12.57,33.94,219,16.4,2.5,4
2018-04-07 17:45:00,Spring2018_SOT_26BAM_LRB0401,7.97,24.9,362.8931,11.31,33.55,172,17.7,2.5,4
2018-04-07 18:00:00,Spring2018_SOT_26BAM_LRB0401,7.81,24.2,261.4711,10.04,33.11,123,18.6,2.5,4
2018-04-07 18:15:00,Spring2018_SOT_26BAM_LRB0401,7.87,23.6,146.9548,8.66,32.74,74,18.1,3.0,4
2018-04-07 18:30:00,Spring2018_SOT_26BAM_LRB0401,7.88,22.9,58.44431,7.37,32.28,29,19.2,2.5,4
2018-04-07 18:45:00,Spring2018_SOT_26BAM_LRB0401,7.86,22.3,28.78871,6.39,31.92,7,19.9,2.0,4
2018-04-07 19:00:00,Spring2018_SOT_26BAM_LRB0401,7.83,21.7,7.984182,5.56,31.51,1,21.2,2.5,4
2018-04-07 19:15:00,Spring2018_SOT_26BAM_LRB0401,7.79,21.2,3.330536,4.93,31.15,1,22.0,2.0,4
2018-04-07 19:30:00,Spring2018_SOT_26BAM_LRB0401,7.77,20.9,3.148094,4.53,30.7,1,22.9,0.0,4
2018-04-07 19:45:00,Spring2018_SOT_26BAM_LRB0401,7.76,20.6,3.148094,4.3,30.42,1,23.8,0.0,4
2018-04-07 20:00:00,Spring2018_SOT_26BAM_LRB0401,7.74,20.4,3.148094,4.17,30.04,1,25.0,0.0,4
2018-04-07 20:15:00,Spring2018_SOT_26BAM_LRB0401,7.73,20.2,3.148094,4.12,29.74,1,25.7,0.0,4
