time,temperature_2m (°C),precipitation_probability (%),diffuse_radiation (W/m²)
2023-07-17T11:00,29.9,91,353.0
2023-07-17T12:00,31.3,90,414.0
2023-07-17T13:00,32.0,93,382.0
2023-07-17T14:00,32.3,97,426.0
2023-07-17T15:00,32.5,100,335.0
2023-07-17T16:00,32.7,97,263.0
2023-07-17T17:00,32.3,93,186.0
2023-07-17T18:00,31.6,90,98.0
2023-07-17T19:00,30.4,84,16.0
2023-07-17T20:00,29.6,77,0.0
2023-07-17T21:00,28.9,71,0.0
2023-07-17T22:00,28.4,56,0.0
2023-07-17T23:00,27.9,41,0.0
2023-07-18T00:00,27.9,26,0.0
2023-07-18T01:00,27.7,17,0.0
2023-07-18T02:00,27.5,9,0.0
2023-07-18T03:00,27.3,0,0.0
2023-07-18T04:00,27.2,6,0.0
2023-07-18T05:00,27.1,13,0.0
2023-07-18T06:00,27.3,19,14.0
2023-07-18T07:00,27.9,33,84.0
2023-07-18T08:00,29.0,47,151.0
2023-07-18T09:00,30.1,61,211.0
2023-07-18T10:00,31.3,43,294.0
2023-07-18T11:00,32.0,24,280.0
2023-07-18T12:00,33.5,6,363.0
2023-07-18T13:00,34.4,14,270.0
2023-07-18T14:00,34.8,21,264.0
2023-07-18T15:00,34.0,29,207.0
2023-07-18T16:00,34.2,26,191.0
2023-07-18T17:00,33.5,22,140.0
2023-07-18T18:00,32.7,19,75.0
2023-07-18T19:00,31.4,13,15.0
2023-07-18T20:00,30.4,6,0.0
2023-07-18T21:00,29.5,0,0.0
2023-07-18T22:00,28.8,0,0.0
2023-07-18T23:00,28.3,0,0.0
2023-07-19T00:00,27.9,0,0.0
2023-07-19T01:00,27.6,2,0.0
2023-07-19T02:00,27.4,4,0.0
2023-07-19T03:00,27.2,6,0.0
2023-07-19T04:00,27.2,6,0.0
2023-07-19T05:00,27.1,6,0.0
2023-07-19T06:00,27.3,6,13.0
2023-07-19T07:00,28.0,4,79.0
2023-07-19T08:00,28.8,2,161.0
2023-07-19T09:00,30.0,0,215.0
2023-07-19T10:00,31.2,4,230.0
2023-07-19T11:00,32.1,9,213.0
2023-07-19T12:00,33.2,13,266.0
2023-07-19T13:00,34.3,9,260.0
2023-07-19T14:00,34.5,4,259.0
2023-07-19T15:00,34.6,0,211.0
2023-07-19T16:00,34.6,0,176.0
2023-07-19T17:00,34.1,0,122.0
2023-07-19T18:00,32.8,0,78.0
2023-07-19T19:00,31.2,0,16.0
2023-07-19T20:00,30.2,0,0.0
2023-07-19T21:00,29.5,0,0.0
2023-07-19T22:00,28.9,0,0.0
2023-07-19T23:00,28.3,0,0.0
2023-07-20T00:00,28.1,0,0.0
2023-07-20T01:00,27.8,0,0.0
2023-07-20T02:00,27.6,0,0.0
2023-07-20T03:00,27.5,0,0.0
2023-07-20T04:00,27.5,0,0.0
2023-07-20T05:00,27.5,0,0.0
2023-07-20T06:00,27.6,0,11.0
2023-07-20T07:00,28.4,1,73.0
2023-07-20T08:00,29.3,2,141.0
2023-07-20T09:00,30.4,3,196.0
2023-07-20T10:00,31.4,2,207.0
2023-07-20T11:00,32.7,1,254.0
2023-07-20T12:00,33.5,0,247.0
2023-07-20T13:00,34.5,0,230.0
2023-07-20T14:00,34.7,0,233.0
2023-07-20T15:00,34.8,0,201.0
2023-07-20T16:00,34.5,1,155.0
2023-07-20T17:00,33.8,2,126.0
2023-07-20T18:00,32.8,3,74.0
2023-07-20T19:00,31.2,3,14.0
2023-07-20T20:00,30.2,3,0.0
2023-07-20T21:00,29.5,3,0.0
2023-07-20T22:00,29.0,17,0.0
2023-07-20T23:00,28.5,31,0.0
2023-07-21T00:00,28.3,45,0.0
2023-07-21T01:00,27.9,39,0.0
2023-07-21T02:00,27.7,32,0.0
2023-07-21T03:00,27.6,26,0.0
2023-07-21T04:00,27.5,31,0.0
2023-07-21T05:00,27.5,37,0.0
2023-07-21T06:00,27.8,42,14.0
2023-07-21T07:00,28.3,59,96.0
2023-07-21T08:00,29.2,77,192.0
2023-07-21T09:00,30.0,94,237.0
2023-07-21T10:00,31.2,92,317.0
2023-07-21T11:00,32.3,89,347.0
2023-07-21T12:00,34.0,87,373.0
2023-07-21T13:00,34.2,89,323.0
2023-07-21T14:00,33.9,92,302.0
2023-07-21T15:00,32.8,94,253.0
2023-07-21T16:00,31.9,93,157.0
2023-07-21T17:00,31.9,91,166.0
2023-07-21T18:00,31.6,90,100.0
2023-07-21T19:00,30.4,63,15.0
2023-07-21T20:00,29.8,37,0.0
2023-07-21T21:00,29.3,10,0.0
2023-07-21T22:00,28.8,11,0.0
2023-07-21T23:00,28.3,12,0.0
2023-07-22T00:00,28.1,13,0.0
2023-07-22T01:00,27.8,16,0.0
2023-07-22T02:00,27.6,20,0.0
2023-07-22T03:00,27.4,23,0.0
2023-07-22T04:00,27.3,20,0.0
2023-07-22T05:00,27.2,16,0.0
2023-07-22T06:00,27.4,13,14.0
2023-07-22T07:00,28.2,10,103.0
2023-07-22T08:00,29.7,6,172.0
2023-07-22T09:00,30.7,3,257.0
2023-07-22T10:00,31.8,5,318.0
2023-07-22T11:00,33.0,8,400.0
2023-07-22T12:00,34.0,10,372.0
2023-07-22T13:00,34.9,11,323.0
2023-07-22T14:00,34.5,12,346.0
2023-07-22T15:00,34.2,13,281.0
2023-07-22T16:00,34.2,9,279.0
2023-07-22T17:00,33.6,4,196.0
2023-07-22T18:00,32.4,0,92.0
2023-07-22T19:00,31.0,0,13.0
2023-07-22T20:00,30.2,0,0.0
2023-07-22T21:00,29.5,0,0.0
2023-07-22T22:00,29.0,17,0.0
2023-07-22T23:00,28.5,35,0.0
2023-07-23T00:00,28.4,52,0.0
2023-07-23T01:00,28.1,60,0.0
2023-07-23T02:00,27.8,69,0.0
2023-07-23T03:00,27.5,77,0.0
2023-07-23T04:00,27.3,59,0.0
2023-07-23T05:00,27.2,41,0.0
2023-07-23T06:00,27.4,23,12.0
2023-07-23T07:00,28.2,43,100.0
2023-07-23T08:00,29.4,64,205.0
2023-07-23T09:00,30.6,84,273.0
2023-07-23T10:00,31.8,65,312.0
2023-07-23T11:00,32.6,45,305.0
2023-07-23T12:00,33.3,26,315.0
2023-07-23T13:00,34.2,18,287.0
2023-07-23T14:00,34.4,11,304.0
2023-07-23T15:00,34.4,3,284.0
2023-07-23T16:00,33.9,2,204.0
2023-07-23T17:00,32.5,1,159.0
2023-07-23T18:00,31.6,0,89.0
2023-07-23T19:00,30.8,0,14.0
2023-07-23T20:00,30.0,0,0.0
2023-07-23T21:00,29.5,0,0.0
2023-07-23T22:00,29.1,5,0.0
2023-07-23T23:00,28.7,11,0.0
2023-07-24T00:00,28.5,16,0.0
2023-07-24T01:00,28.0,11,0.0
2023-07-24T02:00,27.7,5,0.0
2023-07-24T03:00,27.5,0,0.0
2023-07-24T04:00,27.3,2,0.0
2023-07-24T05:00,27.1,4,0.0
2023-07-24T06:00,27.4,6,14.0
2023-07-24T07:00,28.3,22,96.0
2023-07-24T08:00,29.3,39,170.0
2023-07-24T09:00,30.5,55,227.0
2023-07-24T10:00,31.7,45,242.0
2023-07-24T11:00,33.0,36,261.0
2023-07-24T12:00,34.3,26,239.0
2023-07-24T13:00,34.7,33,257.0
2023-07-24T14:00,35.0,41,297.0
2023-07-24T15:00,34.9,48,314.0
2023-07-24T16:00,34.6,50,245.0
2023-07-24T17:00,33.8,53,174.0
2023-07-24T18:00,32.0,55,96.0
2023-07-24T19:00,30.9,50,15.0
2023-07-24T20:00,30.2,44,0.0
2023-07-24T21:00,29.7,39,0.0
2023-07-24T22:00,29.3,28,0.0
2023-07-24T23:00,29.0,17,0.0
2023-07-25T00:00,28.7,6,0.0
2023-07-25T01:00,28.1,4,0.0
2023-07-25T02:00,27.7,2,0.0
2023-07-25T03:00,27.4,0,0.0
2023-07-25T04:00,27.1,0,0.0
2023-07-25T05:00,27.0,0,0.0
2023-07-25T06:00,27.2,0,14.0
2023-07-25T07:00,28.3,0,86.0
2023-07-25T08:00,29.5,0,138.0
2023-07-25T09:00,30.3,0,218.0
2023-07-25T10:00,31.4,20,228.0
2023-07-25T11:00,32.4,41,247.0
2023-07-25T12:00,33.8,61,303.0
2023-07-25T13:00,34.7,65,305.0
2023-07-25T14:00,34.8,70,265.0
2023-07-25T15:00,34.7,74,240.0
2023-07-25T16:00,33.1,71,129.0
2023-07-25T17:00,32.6,68,98.0
2023-07-25T18:00,31.4,65,73.0
2023-07-25T19:00,30.4,54,16.0
2023-07-25T20:00,29.6,43,0.0
2023-07-25T21:00,28.9,32,0.0
2023-07-25T22:00,28.4,22,0.0
2023-07-25T23:00,28.1,13,0.0
2023-07-26T00:00,28.0,3,0.0
2023-07-26T01:00,27.7,2,0.0
2023-07-26T02:00,27.5,1,0.0
2023-07-26T03:00,27.4,0,0.0
2023-07-26T04:00,27.3,0,0.0
2023-07-26T05:00,27.2,0,0.0
2023-07-26T06:00,27.4,0,13.0
2023-07-26T07:00,28.2,14,77.0
2023-07-26T08:00,29.1,28,133.0
2023-07-26T09:00,30.3,42,199.0
2023-07-26T10:00,31.2,58,263.0
2023-07-26T11:00,31.8,74,364.0
2023-07-26T12:00,33.4,90,395.0
2023-07-26T13:00,33.7,92,361.0
2023-07-26T14:00,33.3,95,266.0
2023-07-26T15:00,32.6,97,208.0
2023-07-26T16:00,32.1,90,171.0
2023-07-26T17:00,31.2,84,126.0
2023-07-26T18:00,30.9,77,81.0
2023-07-26T19:00,29.4,64,15.0
2023-07-26T20:00,28.6,52,0.0
2023-07-26T21:00,28.2,39,0.0
2023-07-26T22:00,27.9,28,0.0
2023-07-26T23:00,27.7,17,0.0
2023-07-27T00:00,27.5,6,0.0
2023-07-27T01:00,27.4,6,0.0
2023-07-27T02:00,27.2,6,0.0
2023-07-27T03:00,27.1,6,0.0
2023-07-27T04:00,26.9,7,0.0
2023-07-27T05:00,26.8,9,0.0
2023-07-27T06:00,27.1,10,8.0
2023-07-27T07:00,27.4,37,67.0
2023-07-27T08:00,28.1,63,146.0
2023-07-27T09:00,29.1,90,210.0
2023-07-27T10:00,29.3,89,267.0
2023-07-27T11:00,30.6,88,289.0
2023-07-27T12:00,32.5,87,323.0
2023-07-27T13:00,31.6,66,231.0
2023-07-27T14:00,32.2,44,258.0
2023-07-27T15:00,31.7,23,236.0
2023-07-27T16:00,30.7,28,148.0
2023-07-27T17:00,30.8,34,131.0
2023-07-27T18:00,30.3,39,67.0
2023-07-27T19:00,29.1,30,12.0
2023-07-27T20:00,28.5,22,0.0
2023-07-27T21:00,28.2,13,0.0
2023-07-27T22:00,27.8,31,0.0
2023-07-27T23:00,27.6,50,0.0
2023-07-28T00:00,27.5,68,0.0
2023-07-28T01:00,27.3,65,0.0
2023-07-28T02:00,27.1,61,0.0
2023-07-28T03:00,26.9,58,0.0
2023-07-28T04:00,26.8,47,0.0
2023-07-28T05:00,26.6,37,0.0
2023-07-28T06:00,26.8,26,8.0
2023-07-28T07:00,27.3,29,68.0
2023-07-28T08:00,28.0,32,130.0
2023-07-28T09:00,28.9,35,210.0
2023-07-28T10:00,29.8,38,275.0
2023-07-28T11:00,31.3,42,303.0
2023-07-28T12:00,32.7,45,323.0
2023-07-28T13:00,33.2,30,302.0
2023-07-28T14:00,32.9,15,251.0
2023-07-28T15:00,31.8,0,212.0
2023-07-28T16:00,31.4,3,183.0
2023-07-28T17:00,31.3,7,156.0
2023-07-28T18:00,30.1,10,90.0
2023-07-28T19:00,29.3,7,15.0
2023-07-28T20:00,28.6,3,0.0
2023-07-28T21:00,28.2,0,0.0
2023-07-28T22:00,27.9,0,0.0
2023-07-28T23:00,27.7,0,0.0
2023-07-29T00:00,27.6,0,0.0
2023-07-29T01:00,27.4,0,0.0
2023-07-29T02:00,27.2,0,0.0
2023-07-29T03:00,27.1,0,0.0
2023-07-29T04:00,26.9,1,0.0
2023-07-29T05:00,26.8,2,0.0
2023-07-29T06:00,27.1,3,9.0
2023-07-29T07:00,27.6,8,62.0
2023-07-29T08:00,28.5,14,129.0
2023-07-29T09:00,29.5,19,194.0
2023-07-29T10:00,30.5,23,267.0
2023-07-29T11:00,31.5,28,313.0
2023-07-29T12:00,32.2,32,320.0
2023-07-29T13:00,32.7,23,256.0
2023-07-29T14:00,32.3,15,217.0
2023-07-29T15:00,32.4,6,191.0
2023-07-29T16:00,32.0,10,166.0
2023-07-29T17:00,31.9,15,139.0
2023-07-29T18:00,31.3,19,68.0
2023-07-29T19:00,30.2,13,12.0
2023-07-29T20:00,29.6,6,0.0
2023-07-29T21:00,29.1,0,0.0
2023-07-29T22:00,28.7,1,0.0
2023-07-29T23:00,28.4,2,0.0
2023-07-30T00:00,28.2,3,0.0
2023-07-30T01:00,27.9,2,0.0
2023-07-30T02:00,27.7,1,0.0
2023-07-30T03:00,27.5,0,0.0
2023-07-30T04:00,27.5,0,0.0
2023-07-30T05:00,27.4,0,0.0
2023-07-30T06:00,27.6,0,10.0
2023-07-30T07:00,28.4,9,91.0
2023-07-30T08:00,29.1,17,169.0
2023-07-30T09:00,30.5,26,247.0
2023-07-30T10:00,32.0,23,293.0
2023-07-30T11:00,33.3,19,318.0
2023-07-30T12:00,35.0,16,359.0
2023-07-30T13:00,35.5,14,329.0
2023-07-30T14:00,35.9,12,312.0
2023-07-30T15:00,35.9,10,238.0
2023-07-30T16:00,35.1,11,219.0
2023-07-30T17:00,33.5,12,123.0
2023-07-30T18:00,32.9,13,69.0
2023-07-30T19:00,31.9,22,10.0
2023-07-30T20:00,31.3,30,0.0
2023-07-30T21:00,30.5,39,0.0
2023-07-30T22:00,29.9,57,0.0
2023-07-30T23:00,29.3,76,0.0
2023-07-31T00:00,28.9,94,0.0
2023-07-31T01:00,28.6,81,0.0
2023-07-31T02:00,28.3,68,0.0
2023-07-31T03:00,27.9,55,0.0
2023-07-31T04:00,27.5,58,0.0
2023-07-31T05:00,27.3,62,0.0
2023-07-31T06:00,27.7,65,7.0
2023-07-31T07:00,28.2,70,59.0
2023-07-31T08:00,29.3,76,130.0
2023-07-31T09:00,29.8,81,201.0
2023-07-31T10:00,30.6,76,304.0
2023-07-31T11:00,31.9,70,334.0
2023-07-31T12:00,35.8,65,314.0
2023-07-31T13:00,36.1,75,268.0
2023-07-31T14:00,36.3,84,248.0
2023-07-31T15:00,35.7,94,241.0
2023-07-31T16:00,35.5,90,181.0
2023-07-31T17:00,33.2,85,155.0
2023-07-31T18:00,32.0,81,55.0
2023-07-31T19:00,31.0,84,7.0
2023-07-31T20:00,30.0,87,0.0
2023-07-31T21:00,28.6,90,0.0
2023-07-31T22:00,27.6,78,0.0
2023-07-31T23:00,27.3,67,0.0
2023-08-01T00:00,27.1,55,0.0
2023-08-01T01:00,27.0,66,0.0
2023-08-01T02:00,27.1,76,0.0
2023-08-01T03:00,27.2,87,0.0
2023-08-01T04:00,27.2,69,0.0
2023-08-01T05:00,27.2,50,0.0
2023-08-01T06:00,27.7,32,2.0
2023-08-01T07:00,27.8,21,31.0
2023-08-01T08:00,29.0,11,160.0
2023-08-01T09:00,30.4,0,257.0
2023-08-01T10:00,31.9,11,274.0
2023-08-01T11:00,33.6,21,284.0
2023-08-01T12:00,34.8,32,303.0
2023-08-01T13:00,33.4,53,278.0
2023-08-01T14:00,31.0,73,151.0
2023-08-01T15:00,31.1,94,207.0
2023-08-01T16:00,30.8,88,224.0
2023-08-01T17:00,29.9,83,108.0
2023-08-01T18:00,30.6,77,54.0
2023-08-01T19:00,29.7,66,7.0
2023-08-01T20:00,29.3,56,0.0
2023-08-01T21:00,29.0,45,0.0
2023-08-01T22:00,28.8,57,0.0
2023-08-01T23:00,28.5,69,0.0
2023-08-02T00:00,28.6,81,0.0
2023-08-02T01:00,28.4,84,0.0
2023-08-02T02:00,28.2,87,0.0
2023-08-02T03:00,28.0,90,0.0
2023-08-02T04:00,27.8,70,0.0
2023-08-02T05:00,27.7,49,0.0
2023-08-02T06:00,27.4,29,6.0
2023-08-02T07:00,27.6,53,45.0
2023-08-02T08:00,28.0,76,119.0
2023-08-02T09:00,28.5,100,201.0
2023-08-02T10:00,29.6,100,270.0
2023-08-02T11:00,29.5,100,249.0
2023-08-02T12:00,29.8,100,306.0
2023-08-02T13:00,31.2,90,344.0
2023-08-02T14:00,30.4,81,214.0
2023-08-02T15:00,29.2,71,175.0
2023-08-02T16:00,28.8,65,171.0
2023-08-02T17:00,28.4,58,120.0
2023-08-02T18:00,28.6,52,44.0
2023-08-02T19:00,28.2,52,7.0
2023-08-02T20:00,27.8,52,0.0
2023-08-02T21:00,27.7,52,0.0
2023-08-02T22:00,27.6,36,0.0
2023-08-02T23:00,27.4,19,0.0
2023-08-03T00:00,27.3,3,0.0
2023-08-03T01:00,27.2,5,0.0
2023-08-03T02:00,26.9,8,0.0
2023-08-03T03:00,26.7,10,0.0
2023-08-03T04:00,26.5,8,0.0
2023-08-03T05:00,26.5,5,0.0
2023-08-03T06:00,26.5,3,3.0
2023-08-03T07:00,26.8,35,55.0
2023-08-03T08:00,27.4,68,130.0
2023-08-03T09:00,28.3,100,198.0
2023-08-03T10:00,29.1,100,262.0
2023-08-03T11:00,30.2,100,310.0
2023-08-03T12:00,30.0,100,250.0
2023-08-03T13:00,30.0,100,310.0
2023-08-03T14:00,30.7,100,367.0
2023-08-03T15:00,29.8,100,243.0
2023-08-03T16:00,29.5,95,211.0
2023-08-03T17:00,29.5,89,158.0
2023-08-03T18:00,28.7,84,47.0
2023-08-03T19:00,28.0,68,10.0
2023-08-03T20:00,27.6,51,0.0
2023-08-03T21:00,27.5,35,0.0
2023-08-03T22:00,27.4,25,0.0
2023-08-03T23:00,27.2,16,0.0
2023-08-04T00:00,27.3,6,0.0
2023-08-04T01:00,27.1,31,0.0
2023-08-04T02:00,26.9,56,0.0
2023-08-04T03:00,26.8,81,0.0
2023-08-04T04:00,26.6,66,0.0
2023-08-04T05:00,26.5,50,0.0
2023-08-04T06:00,26.6,35,5.0
2023-08-04T07:00,27.1,49,61.0
2023-08-04T08:00,27.8,63,134.0
2023-08-04T09:00,28.6,77,183.0
2023-08-04T10:00,29.2,85,277.0
2023-08-04T11:00,30.0,92,280.0
2023-08-04T12:00,29.8,100,282.0
2023-08-04T13:00,30.0,100,312.0
2023-08-04T14:00,30.5,100,367.0
2023-08-04T15:00,29.0,100,193.0
2023-08-04T16:00,28.5,85,124.0
2023-08-04T17:00,28.1,70,96.0
2023-08-04T18:00,28.3,55,48.0
2023-08-04T19:00,27.6,43,6.0
2023-08-04T20:00,27.4,31,0.0
2023-08-04T21:00,27.2,19,0.0
2023-08-04T22:00,27.1,13,0.0
2023-08-04T23:00,27.1,6,0.0
2023-08-05T00:00,27.1,0,0.0
2023-08-05T01:00,26.9,3,0.0
2023-08-05T02:00,26.8,7,0.0
2023-08-05T03:00,26.7,10,0.0
2023-08-05T04:00,26.5,7,0.0
2023-08-05T05:00,26.4,3,0.0
2023-08-05T06:00,26.7,0,5.0
2023-08-05T07:00,27.2,31,64.0
2023-08-05T08:00,28.0,63,143.0
2023-08-05T09:00,29.0,94,213.0
2023-08-05T10:00,30.0,96,237.0
2023-08-05T11:00,30.4,98,261.0
2023-08-05T12:00,31.3,100,284.0
2023-08-05T13:00,31.4,98,297.0
2023-08-05T14:00,31.7,96,323.0
2023-08-05T15:00,30.7,94,277.0
2023-08-05T16:00,29.6,95,157.0
2023-08-05T17:00,29.2,96,130.0
2023-08-05T18:00,29.1,97,66.0
2023-08-05T19:00,28.1,98,7.0
2023-08-05T20:00,27.7,99,0.0
2023-08-05T21:00,27.4,100,0.0
2023-08-05T22:00,27.2,95,0.0
2023-08-05T23:00,27.0,89,0.0
2023-08-06T00:00,26.9,84,0.0
2023-08-06T01:00,26.8,89,0.0
2023-08-06T02:00,26.7,95,0.0
2023-08-06T03:00,26.6,100,0.0
2023-08-06T04:00,26.4,99,0.0
2023-08-06T05:00,26.4,98,0.0
2023-08-06T06:00,26.5,97,2.0
2023-08-06T07:00,26.7,98,25.0
2023-08-06T08:00,26.9,99,30.0
2023-08-06T09:00,27.3,100,78.0
2023-08-06T10:00,27.5,99,118.0
2023-08-06T11:00,27.1,98,58.0
2023-08-06T12:00,28.2,97,88.0
2023-08-06T13:00,28.1,98,146.0
2023-08-06T14:00,28.3,99,160.0
2023-08-06T15:00,28.3,100,152.0
2023-08-06T16:00,28.1,100,98.0
2023-08-06T17:00,27.8,100,71.0
2023-08-06T18:00,27.4,100,36.0
2023-08-06T19:00,27.1,100,5.0
2023-08-06T20:00,27.0,100,0.0
2023-08-06T21:00,26.9,100,0.0
2023-08-06T22:00,26.7,100,0.0
2023-08-06T23:00,26.7,100,0.0
2023-08-07T00:00,26.8,100,0.0
2023-08-07T01:00,26.7,100,0.0
2023-08-07T02:00,26.7,100,0.0
2023-08-07T03:00,26.6,100,0.0
2023-08-07T04:00,26.5,100,0.0
2023-08-07T05:00,26.4,100,0.0
2023-08-07T06:00,26.6,100,1.0
2023-08-07T07:00,26.8,100,23.0
2023-08-07T08:00,27.3,100,78.0
2023-08-07T09:00,27.9,100,180.0
2023-08-07T10:00,28.3,99,229.0
2023-08-07T11:00,28.2,98,224.0
2023-08-07T12:00,28.1,97,227.0
2023-08-07T13:00,27.8,98,170.0
2023-08-07T14:00,28.1,99,172.0
2023-08-07T15:00,27.7,100,137.0
2023-08-07T16:00,27.4,99,68.0
2023-08-07T17:00,27.2,98,45.0
2023-08-07T18:00,26.9,97,13.0
2023-08-07T19:00,26.6,98,1.0
2023-08-07T20:00,26.5,99,0.0
2023-08-07T21:00,26.5,100,0.0
2023-08-07T22:00,26.5,100,0.0
2023-08-07T23:00,26.4,100,0.0
2023-08-08T00:00,26.5,100,0.0
2023-08-08T01:00,26.2,100,0.0
2023-08-08T02:00,26.3,100,0.0
2023-08-08T03:00,26.3,100,0.0
2023-08-08T04:00,26.2,95,0.0
2023-08-08T05:00,26.0,89,0.0
2023-08-08T06:00,26.3,84,1.0
2023-08-08T07:00,26.3,89,7.0
2023-08-08T08:00,26.2,95,21.0
2023-08-08T09:00,26.7,100,92.0
2023-08-08T10:00,27.1,99,138.0
2023-08-08T11:00,27.5,98,192.0
2023-08-08T12:00,28.2,97,253.0
2023-08-08T13:00,28.3,98,274.0
2023-08-08T14:00,28.3,99,292.0
2023-08-08T15:00,27.9,100,251.0
2023-08-08T16:00,27.4,95,119.0
2023-08-08T17:00,27.1,89,40.0
2023-08-08T18:00,27.3,84,10.0
2023-08-08T19:00,26.9,74,3.0
2023-08-08T20:00,26.7,65,0.0
2023-08-08T21:00,26.6,55,0.0
2023-08-08T22:00,26.2,52,0.0
2023-08-08T23:00,26.1,48,0.0
2023-08-09T00:00,26.4,45,0.0
2023-08-09T01:00,26.1,36,0.0
2023-08-09T02:00,25.9,28,0.0
2023-08-09T03:00,25.7,19,0.0
2023-08-09T04:00,25.6,15,0.0
2023-08-09T05:00,25.6,10,0.0
2023-08-09T06:00,25.9,6,2.0
2023-08-09T07:00,26.0,26,29.0
2023-08-09T08:00,26.6,45,79.0
2023-08-09T09:00,27.5,65,175.0
2023-08-09T10:00,27.9,75,257.0
2023-08-09T11:00,28.6,84,272.0
2023-08-09T12:00,29.4,94,335.0
2023-08-09T13:00,29.4,88,304.0
2023-08-09T14:00,29.0,83,206.0
2023-08-09T15:00,28.0,77,188.0
2023-08-09T16:00,27.7,83,130.0
2023-08-09T17:00,27.6,88,124.0
2023-08-09T18:00,27.3,94,64.0
2023-08-09T19:00,26.8,87,7.0
2023-08-09T20:00,26.5,81,0.0
2023-08-09T21:00,26.4,74,0.0
2023-08-09T22:00,26.3,74,0.0
2023-08-09T23:00,26.1,74,0.0
