time,temperature_2m (°C),relativehumidity_2m (%),diffuse_radiation (W/m²)
2023-08-10T13:00,32.1,70,306.0
2023-08-10T14:00,31.2,74,205.0
2023-08-10T15:00,30.3,79,179.0
2023-08-10T16:00,29.9,82,139.0
2023-08-10T17:00,29.3,86,106.0
2023-08-10T18:00,28.8,90,34.0
2023-08-10T19:00,28.1,92,4.0
2023-08-10T20:00,27.7,93,0.0
2023-08-10T21:00,27.4,94,0.0
2023-08-10T22:00,27.1,95,0.0
2023-08-10T23:00,26.9,95,0.0
2023-08-11T00:00,26.7,95,0.0
2023-08-11T01:00,26.5,96,0.0
2023-08-11T02:00,26.3,96,0.0
2023-08-11T03:00,26.2,96,0.0
2023-08-11T04:00,26.1,96,0.0
2023-08-11T05:00,26.0,96,0.0
2023-08-11T06:00,26.2,96,2.0
2023-08-11T07:00,26.4,95,31.0
2023-08-11T08:00,26.8,94,68.0
2023-08-11T09:00,27.5,91,157.0
2023-08-11T10:00,28.1,88,233.0
2023-08-11T11:00,28.3,87,255.0
2023-08-11T12:00,29.6,86,320.0
2023-08-11T13:00,30.4,81,367.0
2023-08-11T14:00,30.9,77,341.0
2023-08-11T15:00,30.9,75,275.0
2023-08-11T16:00,30.1,79,183.0
2023-08-11T17:00,29.3,84,139.0
2023-08-11T18:00,29.4,86,74.0
2023-08-11T19:00,28.5,91,5.0
2023-08-11T20:00,28.1,92,0.0
2023-08-11T21:00,27.7,93,0.0
2023-08-11T22:00,27.3,93,0.0
2023-08-11T23:00,27.1,95,0.0
2023-08-12T00:00,27.0,95,0.0
2023-08-12T01:00,26.8,96,0.0
2023-08-12T02:00,26.7,96,0.0
2023-08-12T03:00,26.6,96,0.0
2023-08-12T04:00,26.5,96,0.0
2023-08-12T05:00,26.4,96,0.0
2023-08-12T06:00,26.6,96,7.0
2023-08-12T07:00,27.0,94,58.0
2023-08-12T08:00,27.8,93,110.0
2023-08-12T09:00,28.8,89,178.0
2023-08-12T10:00,29.8,86,208.0
2023-08-12T11:00,30.6,79,255.0
2023-08-12T12:00,31.5,75,302.0
2023-08-12T13:00,31.6,73,263.0
2023-08-12T14:00,31.4,74,257.0
2023-08-12T15:00,31.5,74,243.0
2023-08-12T16:00,30.4,79,181.0
2023-08-12T17:00,29.8,81,126.0
2023-08-12T18:00,29.1,86,42.0
2023-08-12T19:00,28.2,90,5.0
2023-08-12T20:00,27.8,92,0.0
2023-08-12T21:00,27.4,93,0.0
2023-08-12T22:00,27.2,94,0.0
2023-08-12T23:00,27.0,95,0.0
2023-08-13T00:00,26.9,95,0.0
2023-08-13T01:00,26.7,96,0.0
2023-08-13T02:00,26.6,96,0.0
2023-08-13T03:00,26.5,96,0.0
2023-08-13T04:00,26.4,96,0.0
2023-08-13T05:00,26.4,96,0.0
2023-08-13T06:00,26.1,96,1.0
2023-08-13T07:00,26.3,96,16.0
2023-08-13T08:00,26.7,94,61.0
2023-08-13T09:00,27.6,91,134.0
2023-08-13T10:00,28.0,91,227.0
2023-08-13T11:00,29.0,86,265.0
2023-08-13T12:00,29.7,82,327.0
2023-08-13T13:00,30.5,78,327.0
2023-08-13T14:00,30.7,75,259.0
2023-08-13T15:00,30.7,74,256.0
2023-08-13T16:00,30.3,76,208.0
2023-08-13T17:00,29.6,80,116.0
2023-08-13T18:00,29.0,84,60.0
2023-08-13T19:00,28.3,90,4.0
2023-08-13T20:00,27.8,93,0.0
2023-08-13T21:00,27.4,94,0.0
2023-08-13T22:00,27.2,95,0.0
2023-08-13T23:00,26.9,96,0.0
