id,dvd_status,dvd_haulage,dvd_lat,dvd_ph,dvd_tds,dvd_temp,dvd_ammonia,dvd_long,dvd_mileage,dvd_speed,dvd_meter_reading,dvd_bearing,dvd_bettery,dvd_created_at,dvd_updated_at,dvd_do,dvd_alkalinity,dvd_hardness,company_id,dvd_dev_id,dvd_dvg_id
359,1,NULL,NULL,8.407373271889401,153.9435584429444,31.764456138697767,0.19015,NULL,NULL,NULL,NULL,NULL,NULL,"2023-06-20 15:27:57.000000","2023-06-20 09:27:57.491244",8.619,99.99,153.94,1,2,1
360,1,NULL,NULL,8.407373271889401,153.9435584429444,31.764456138697767,0.19015,NULL,NULL,NULL,NULL,NULL,NULL,"2023-06-20 15:27:57.000000","2023-06-20 09:27:57.536249",8.619,99.99,153.94,1,2,1
361,1,NULL,NULL,8.407373271889401,153.9435584429444,31.764456138697767,0.19015,NULL,NULL,NULL,NULL,NULL,NULL,"2023-06-20 15:27:57.000000","2023-06-20 09:27:57.586046",8.619,99.99,153.94,1,2,1
362,1,NULL,NULL,8.407373271889401,153.9435584429444,31.764456138697767,0.19015,NULL,NULL,NULL,NULL,NULL,NULL,"2023-06-20 15:27:57.000000","2023-06-20 09:27:57.627838",8.619,99.99,153.94,1,2,1
363,1,NULL,NULL,8.407373271889401,153.9435584429444,31.764456138697767,0.19015,NULL,NULL,NULL,NULL,NULL,NULL,"2023-06-20 15:27:57.000000","2023-06-20 09:27:57.672410",8.619,99.99,153.94,1,2,1
364,1,NULL,NULL,8.407373271889401,153.9435584429444,31.764456138697767,0.19015,NULL,NULL,NULL,NULL,NULL,NULL,"2023-06-20 15:27:57.000000","2023-06-20 09:27:57.711358",8.619,99.99,153.94,1,2,1
365,1,NULL,NULL,8.407373271889401,153.9435584429444,31.764456138697767,0.19015,NULL,NULL,NULL,NULL,NULL,NULL,"2023-06-20 15:27:57.000000","2023-06-20 09:27:57.759209",8.619,99.99,153.94,1,2,1
366,1,NULL,NULL,8.407373271889401,153.9435584429444,31.764456138697767,0.19015,NULL,NULL,NULL,NULL,NULL,NULL,"2023-06-20 15:27:57.000000","2023-06-20 09:27:57.798485",8.619,99.99,153.94,1,2,1
367,1,NULL,NULL,8.407373271889401,153.9435584429444,31.764456138697767,0.19015,NULL,NULL,NULL,NULL,NULL,NULL,"2023-06-20 15:27:57.000000","2023-06-20 09:27:57.844470",8.619,99.99,153.94,1,2,1
368,1,NULL,NULL,8.407373271889401,153.9435584429444,31.764456138697767,0.19015,NULL,NULL,NULL,NULL,NULL,NULL,"2023-06-20 15:27:57.000000","2023-06-20 09:27:57.903127",8.619,99.99,153.94,1,2,1
