time,temperature_2m (°C),relativehumidity_2m (%),diffuse_radiation (W/m²)
2023-07-29T00:00,27.9,92,0.0
2023-07-29T01:00,27.5,93,0.0
2023-07-29T02:00,27.2,93,0.0
2023-07-29T03:00,27.0,94,0.0
2023-07-29T04:00,26.9,94,0.0
2023-07-29T05:00,26.8,94,0.0
2023-07-29T06:00,27.3,94,5.0
2023-07-29T07:00,27.8,91,61.0
2023-07-29T08:00,28.7,89,124.0
2023-07-29T09:00,29.6,84,193.0
2023-07-29T10:00,30.6,80,257.0
2023-07-29T11:00,31.6,75,287.0
2023-07-29T12:00,31.9,74,295.0
2023-07-29T13:00,32.0,73,253.0
2023-07-29T14:00,32.1,73,274.0
2023-07-29T15:00,31.5,75,199.0
2023-07-29T16:00,30.6,78,157.0
2023-07-29T17:00,30.5,77,131.0
2023-07-29T18:00,30.7,81,80.0
2023-07-29T19:00,29.5,86,12.0
2023-07-29T20:00,28.9,89,0.0
2023-07-29T21:00,28.6,90,0.0
2023-07-29T22:00,28.3,91,0.0
2023-07-29T23:00,28.1,92,0.0
2023-07-30T00:00,28.1,93,0.0
2023-07-30T01:00,27.8,94,0.0
2023-07-30T02:00,27.6,95,0.0
2023-07-30T03:00,27.4,96,0.0
2023-07-30T04:00,27.4,96,0.0
2023-07-30T05:00,27.3,96,0.0
2023-07-30T06:00,27.7,95,6.0
2023-07-30T07:00,28.2,92,61.0
2023-07-30T08:00,29.1,87,117.0
2023-07-30T09:00,30.1,81,197.0
2023-07-30T10:00,31.0,76,253.0
2023-07-30T11:00,31.9,72,327.0
2023-07-30T12:00,34.3,63,316.0
2023-07-30T13:00,35.1,60,313.0
2023-07-30T14:00,35.0,59,288.0
2023-07-30T15:00,34.5,61,206.0
2023-07-30T16:00,32.4,73,186.0
2023-07-30T17:00,31.9,74,138.0
2023-07-30T18:00,33.1,73,78.0
2023-07-30T19:00,31.2,83,14.0
2023-07-30T20:00,30.2,87,0.0
2023-07-30T21:00,29.6,89,0.0
2023-07-30T22:00,29.1,89,0.0
2023-07-30T23:00,28.7,90,0.0
2023-07-31T00:00,28.7,93,0.0
2023-07-31T01:00,28.5,93,0.0
2023-07-31T02:00,28.2,95,0.0
2023-07-31T03:00,28.0,95,0.0
2023-07-31T04:00,27.7,96,0.0
2023-07-31T05:00,27.5,97,0.0
2023-07-31T06:00,27.9,97,3.0
2023-07-31T07:00,27.9,96,37.0
2023-07-31T08:00,28.2,95,84.0
2023-07-31T09:00,28.7,93,191.0
2023-07-31T10:00,29.2,91,264.0
2023-07-31T11:00,29.7,88,335.0
2023-07-31T12:00,33.7,71,399.0
2023-07-31T13:00,34.4,66,375.0
2023-07-31T14:00,34.6,64,284.0
2023-07-31T15:00,34.5,66,248.0
2023-07-31T16:00,33.6,71,204.0
2023-07-31T17:00,31.7,77,138.0
2023-07-31T18:00,30.4,85,50.0
2023-07-31T19:00,29.4,89,8.0
2023-07-31T20:00,28.7,92,0.0
2023-07-31T21:00,28.0,92,0.0
2023-07-31T22:00,27.4,90,0.0
2023-07-31T23:00,26.8,91,0.0
2023-08-01T00:00,26.7,96,0.0
2023-08-01T01:00,26.6,95,0.0
2023-08-01T02:00,26.6,96,0.0
2023-08-01T03:00,26.5,98,0.0
2023-08-01T04:00,26.5,98,0.0
2023-08-01T05:00,26.6,97,0.0
2023-08-01T06:00,27.5,96,5.0
2023-08-01T07:00,28.0,95,73.0
2023-08-01T08:00,29.2,91,156.0
2023-08-01T09:00,30.7,80,206.0
2023-08-01T10:00,31.1,77,283.0
2023-08-01T11:00,32.6,71,342.0
2023-08-01T12:00,31.3,76,289.0
2023-08-01T13:00,29.7,83,113.0
2023-08-01T14:00,29.2,88,65.0
2023-08-01T15:00,28.5,91,27.0
2023-08-01T16:00,29.0,86,135.0
2023-08-01T17:00,28.5,86,115.0
2023-08-01T18:00,27.7,88,20.0
2023-08-01T19:00,27.4,92,5.0
2023-08-01T20:00,27.5,91,0.0
2023-08-01T21:00,27.4,91,0.0
2023-08-01T22:00,27.3,91,0.0
2023-08-01T23:00,27.2,92,0.0
2023-08-02T00:00,27.1,93,0.0
2023-08-02T01:00,27.0,93,0.0
2023-08-02T02:00,27.1,91,0.0
2023-08-02T03:00,26.9,92,0.0
2023-08-02T04:00,26.9,92,0.0
2023-08-02T05:00,27.0,91,0.0
2023-08-02T06:00,27.1,91,6.0
2023-08-02T07:00,27.6,89,57.0
2023-08-02T08:00,28.2,87,112.0
2023-08-02T09:00,29.0,83,189.0
2023-08-02T10:00,29.4,82,240.0
2023-08-02T11:00,30.4,79,290.0
2023-08-02T12:00,30.1,79,300.0
2023-08-02T13:00,30.4,77,296.0
2023-08-02T14:00,30.2,77,306.0
2023-08-02T15:00,30.5,78,225.0
2023-08-02T16:00,29.1,82,118.0
2023-08-02T17:00,28.8,83,123.0
2023-08-02T18:00,28.5,85,76.0
2023-08-02T19:00,28.0,87,11.0
2023-08-02T20:00,27.8,88,0.0
2023-08-02T21:00,27.5,90,0.0
2023-08-02T22:00,27.4,91,0.0
2023-08-02T23:00,27.2,92,0.0
